This	November 6, 2011	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE BEST OF ME, by Nicholas Sparks. (Grand Central, $25.99.) Twenty-five years	1	2
""	after their high school romance ended, a man and woman who have gone their		
""	separate ways return to their North Carolina town for the funeral of a friend.		
""			
2	THE CHRISTMAS WEDDING, by James Patterson and Richard DiLallo. (Little,	--	1
""	Brown, $25.99.) A widow keeps the identity of the new man she is about to marry a		
""	secret as her children gather for Christmas.		
""			
3	BONNIE, by Iris Johansen. (St. Martin’s, $27.99.) The forensic sculptor Eve Duncan	--	1
""	learns more about her daughter’s disappearance and the girl’s father‘s possible		
""	involvement.		
""			
4	THE MARRIAGE PLOT, by Jeffrey Eugenides. (Farrar, Straus & Giroux, $28.) Three	2	2
""	Brown graduates in the early 1980s wrestle with love, religion and coming of age.		
""			
5	THE AFFAIR, by Lee Child. (Delacorte, $28.) For Jack Reacher, an elite military	4	4
""	police officer, it all started in 1997. A lonely railroad track. A crime scene. A cover-		
""	up.		
""			
6	DAMNED, by Chuck Palahniuk. (Doubleday, $24.95.) A 13-year-old who died of a	--	1
""	pot overdose finds herself in hell.		
""			
7	SHOCK WAVE, by John Sandford. (Putnam, $27.95.) Virgil Flowers investigates	5	3
""	several bombings of a superstore chain that seeks to open a store in a Minnesota		
""	river town.		
""			
8	THE SENSE OF AN ENDING, by Julian Barnes. (Knopf, $23.95.) In this Man	--	1
""	Booker Prize-winning novel, an unexpected bequest causes a man in his 60s to		
""	question his understanding of the past.		
""			
9	THE TEHRAN INITIATIVE, by Joel C. Rosenberg. (Tyndale House, $26.99.) A	--	1
""	C.I.A. operative is ordered to destroy Iran’s nuclear weapons to forestall a war with		
""	Israel.		
""			
10	THE LADY OF THE RIVERS, by Philippa Gregory. (Touchstone/Simon & Schuster,	--	1
""	$27.99.) A novel set during the War of the Roses.		
""			
11	THE NIGHT CIRCUS, by Erin Morgenstern. (Doubleday, $26.95.) Two young rivals	6	6
""	at a magical circus become collaborators as they fall in love.		
""			
12	A DANCE WITH DRAGONS, by George R. R. Martin. (Bantam, $35.) After a	7	15
""	"colossal battle, the Seven Kingdoms face new threats; Book 5 of ""A Song of Ice and"		
""	"Fire."""		
""			
13	THE DOVEKEEPERS, by Alice Hoffman. (Scribner, $27.99.) The lives of four	9	3
""	women intersect during the siege of Masada in 70 A.D.		
This	November 6, 2011	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	KILLING LINCOLN, by Bill O'Reilly and Martin Dugard. (Holt, $28.) The	1	4
""	commentator looks at the heart-stopping events surrounding the assassination of		
""	Abraham Lincoln.		
""			
2	BOOMERANG, by Michael Lewis. (Norton, $25.95.) A look at some of the places	2	3
""	— Greece, Ireland, Iceland — hardest hit by the financial collapse of 2008, and at		
""	how it happened.		
""			
3	UNBROKEN, by Laura Hillenbrand. (Random House, $27.) An Olympic runner's	4	49
""	story of survival as a prisoner of the Japanese in World War II.		
""			
4	SUICIDE OF A SUPERPOWER, by Patrick J. Buchanan. (Thomas Dunne/St.	--	1
""	Martin’s, $27.99.) How the death of faith has accelerated American decline.		
""			
5	SERIOUSLY ... I'M KIDDING, by Ellen DeGeneres. (Grand Central, $26.99.) A	3	3
""	collection of humor pieces from the stand-up comedian and talk-show host.		
""			
6	JACQUELINE KENNEDY: HISTORIC CONVERSATIONS ON LIFE WITH JOHN	5	6
""	F. KENNEDY, . (Hyperion, $60.) Recordings and transcripts of a seven-part		
""	interview with Arthur M. Schlesinger Jr. in 1964.		
""			
7	THAT USED TO BE US, by Thomas L. Friedman and Michael Mandelbaum.	6	7
""	(Farrar, Straus & Giroux, $28.) How America fell behind in the world it invented,		
""	and how it can come back.		
""			
8	WEST BY WEST, by Jerry West and Jonathan Coleman. (Little, Brown, $27.99.)	--	1
""	The N.B.A. All-Star reveals his struggles with anger and depression.		
""			
9	VAN GOGH, by Steven Naifeh and Gregory White Smith. (Random House, $40.)	--	1
""	A biography of the artist.		
""			
10	IN THE GARDEN OF BEASTS, by Erik Larson. (Crown, $26.) William E. Dodd,	8	24
""	the U.S. ambassador to Germany, and his daughter, Martha, in 1930s Berlin.		
""			
11	A STOLEN LIFE, by Jaycee Dugard. (Simon & Schuster, $24.99.) A woman tells	10	15
""	of being kidnapped at the age of 11 and held prisoner for 18 years by a convicted		
""	rapist and his wife.		
""			
12	RIN TIN TIN, by Susan Orlean. (Simon & Schuster, $26.99.) The German	12	4
""	shepherd’s journey from orphaned puppy to movie star and international celebrity.		
""			
13	DESTINY OF THE REPUBLIC, by Candice Millard. (Doubleday, $28.95.) The life	9	5
""	and death by assassination (and medical malpractice) of President James A.		
""	Garfield.		
""			
14	THE PRICE OF CIVILIZATION, by Jeffrey D. Sachs. (Random House, $27.)	--	2
""	Reclaiming the values of fairness and foresight to help restore American		
