This	September 19, 2004	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE DA VINCI CODE, by Dan Brown. (Doubleday, $24.95.) The murder of a	1	77
""	curator at the Louvre leads to a trail of clues found in the work of Leonardo and to		
""	the discovery of a centuries-old secret society.		
""			
2	MURDER LIST, by Julie Garwood. (Ballantine, $25.95.) An heiress becomes	--	1
""	entangled in a deadly plot that may have been hatched by a self-help guru.		
""			
3	THE FIVE PEOPLE YOU MEET IN HEAVEN, by Mitch Albom. (Hyperion, $19.95.)	2	50
""	An old man who died while trying to rescue a little girl from danger discovers that		
""	all will be explained to him in the afterlife.		
""			
4	WHITE HOT, by Sandra Brown. (Simon & Schuster, $25.95.) Returning home	3	3
""	after her brother's mysterious death, a woman is embroiled in family intrigue.		
""			
5	ANGELS & DEMONS, by Dan Brown. (Atria, $17.95.) A Harvard scholar tries to	6	36
""	save the Vatican from the machinations of an underground society.		
""			
6	THE RULE OF FOUR, by Ian Caldwell and Dustin Thomason. (Dial, $24.) Two	5	17
""	Princeton students who are trying to unravel the mysteries of a Renaissance text		
""	become ensnared in murderous intrigue.		
""			
7	HIGH DRUID OF SHANNARA: TANEQUIL, by Terry Brooks. (Del Rey/Ballantine,	--	1
""	$26.95.) The second volume in a fantasy series.		
""			
8	SKINNY DIP, by Carl Hiaasen. (Knopf, $24.95.) A woman enlists an ex-cop in a	4	8
""	plot to take revenge on her husband, a marine biologist who tried to kill her.		
""			
9	JONATHAN STRANGE & MR. NORRELL, by Susanna Clarke. (Bloomsbury,	--	1
""	$27.95.) A literary fantasy involving a Yorkshire magician and the Napoleonic		
""	Wars.		
""			
10	DARK JUSTICE, by Jack Higgins. (Putnam, $25.95.) Working with his British	8	2
""	counterpart, an American intelligence agent must uncover the source of an		
""	international terror ring.		
""			
11	SAM'S LETTERS TO JENNIFER, by James Patterson. (Little, Brown, $24.95.) In	10	10
""	the house where she grew up, a woman finds a collection of letters addressed to		
""	her that will change her life forever.		
""			
12	THE SECRET ON ARARAT, by Tim LaHaye and Bob Phillips. (Bantam, $25.) In	--	1
""	"Book 2 of the ""Babylon Rising"" series, the biblical scholar Michael Murphy"		
""	searches for Noah's ark.		
""			
13	DUNE: The Battle of Corrin, by Brian Herbert and Kevin J. Anderson. (Tor/Tom	9	3
""	Doherty, $27.95.) A prequel to Frank Herbert's science fiction series.		
""			
14	BODY DOUBLE, by Tess Gerritsen. (Ballantine, $24.95.) A Boston medical	13	3
This	September 19, 2004	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	UNFIT FOR COMMAND, by John E. O'Neill and Jerome R. Corsi. (Regnery,	1	4
""	$27.95.) A negative appraisal of John Kerry's conduct in Vietnam.		
""			
2	AMERICAN SOLDIER, by Tommy Franks with Malcolm McConnell.	2	5
""	(ReganBooks/HarperCollins, $27.95.) A memoir by the former head of the United		
""	States Central Command.		
""			
3	MY LIFE, by Bill Clinton. (Knopf, $35.) From Hope, Ark., to the White House: the	3	11
""	autobiography of the 42nd president.		
""			
4	BUSHWORLD, by Maureen Dowd. (Putnam, $25.95.) A journalist's assessment of	4	5
""	President Bush, based on her columns and articles in The New York Times.		
""			
5	SKYWRITING, by Jane Pauley. (Random House, $25.95.) A memoir by the	8	2
""	television personality chronicles her career, family life and recent struggle with		
""	bipolar disorder.		
""			
6	EATS, SHOOTS & LEAVES, by Lynne Truss. (Gotham, $17.50.) An	5	22
""	Englishwoman expounds on the use and misuse of punctuation marks.		
""			
7	HOW TO MAKE LOVE LIKE A PORN STAR, by Jenna Jameson with Neil	6	3
""	Strauss. (ReganBooks/HarperCollins, $27.95.) A leading lady of adult movies		
""	describes her unusual life and work.		
""			
8	DRESS YOUR FAMILY IN CORDUROY AND DENIM, by David Sedaris. (Little,	7	14
""	Brown, $24.95.) The humorist's latest collection of essays.		
""			
9	SHADOW DIVERS, by Robert Kurson. (Random House, $26.95.) The story of a	10	10
""	group of divers who in 1991, 60 miles off the coast of New Jersey, discovered the		
""	wreckage of a World War II-era German U-boat.		
""			
10	SEASON OF LIFE, by Jeffrey Marx. (Simon & Schuster, $18.) The story of Joe	--	1
""	Ehrmann, a former professional football player and now an ordained minister.		
""			
11	IMPERIAL HUBRIS, by Anonymous. (Brassey's, $27.50.) A current C.I.A. officer	9	8
""	argues that the United States and its allies are losing the war on terror.		
""			
12	MICHAEL MOORE IS A BIG FAT STUPID WHITE MAN, by David T. Hardy and	--	6
""	Jason Clarke. (ReganBooks/HarperCollins, $22.95.) An attack on the left-wing		
""	director and author.		
""			
13	A MATTER OF CHARACTER, by Ronald Kessler. (Sentinel, $24.95.) A journalist's	14	4
""	admiring behind-the-scenes portrait of the Bush White House.		
""			
14	WHERE THE RIGHT WENT WRONG, by Patrick J. Buchanan. (Thomas Dunne/	--	1
""	St. Martin's, $24.95.) The former presidential candidate takes on members of the		
""	Bush administration and other conservatives.		
