This	June 14, 2015	Last	Weeks
Week	Fiction	Week	On List
""			
1	RADIANT ANGEL, by Nelson DeMille. (Grand Central.) A surveillance expert	--	1
""	monitors the activities of a newly resurgent Russia.		
""			
2	THE GIRL ON THE TRAIN, by Paula Hawkins. (Riverhead.) A psychological	1	20
""	thriller set in the environs of London.		
""			
3	ALL THE LIGHT WE CANNOT SEE, by Anthony Doerr. (Scribner.) The lives of a	2	56
""	blind French girl and a gadget-obsessed German boy before and during World		
""	War II; the winner of the 2015 Pulitzer Prize.		
""			
4	PIRANHA, by Clive Cussler and Boyd Morrison. (Putnam.) A man sets out to	--	1
""	thwart an American weapons designer.		
""			
5	SEVENEVES, by Neal Stephenson. (Morrow/HarperCollins.) Five thousand years	3	2
""	after a small number of survivors of the moon’s explosion took refuge on an		
""	international space station, their descendants contemplate a return to Earth.		
""			
6	MEMORY MAN, by David Baldacci. (Grand Central.) A police detective uses his	4	6
""	extraordinary memory when tackling the case of his family's murder.		
""			
7	14TH DEADLY SIN, by James Patterson and Maxine Paetro. (Little, Brown.) A	5	4
""	video of a shocking crime surfaces, casting suspicion on a San Francisco		
""	detective's colleagues.		
""			
8	MAKE SOMETHING UP, by Chuck Palahniuk. (Doubleday.) Twenty-three tales	--	1
""	from a hipster raconteur.		
""			
9	OUR SOULS AT NIGHT, by Kent Haruf. (Knopf.) A woman asks a widower to start	--	1
""	spending the night with her.		
""			
10	THE NIGHTINGALE, by Kristin Hannah. (St. Martin's.) Two sisters in World War II	8	17
""	France: one struggling to survive in the countryside, the other joining the		
""	Resistance in Paris.		
""			
11	BEACH TOWN, by Mary Kay Andrews. (St. Martin's.) Complications arise when a	6	2
""	Hollywood location scout tries to arrange a shoot in a Florida Gulf Coast town.		
""			
12	GATHERING PREY, by John Sandford. (Putnam.) Lucas Davenport is on the trail	7	5
""	of killers who have targeted a group of vagabonds called the Travelers.		
""			
13	LUCKIEST GIRL ALIVE, by Jessica Knoll. (Simon & Schuster.) The life of a	12	3
""	cutthroat and successful New York magazine writer is shaken when secrets from		
""	her past are revealed.		
""			
14	GOD HELP THE CHILD, by Toni Morrison. (Knopf.) Her mother’s rejection shapes	14	6
""	the life of a dark-skinned woman who is successful in business but personally		
""	unhappy.		
This	June 14, 2015	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE WRIGHT BROTHERS, by David McCullough. (Simon & Schuster.) The story	1	4
""	of the bicycle mechanics from Ohio who ushered in the age of flight.		
""			
2	THE ROAD TO CHARACTER, by David Brooks. (Random House.) The Times	2	7
""	columnist extols personal virtues like kindness and honesty in a materialistic age.		
""			
3	AND THE GOOD NEWS IS . . ., by Dana Perino. (Twelve.) The Fox News	4	6
""	contributor and former press secretary under President George W. Bush reviews		
""	her life and career.		
""			
4	BEING MORTAL, by Atul Gawande. (Metropolitan/Holt.) The surgeon and New	9	34
""	Yorker writer considers how doctors fail patients at the end of life and how they		
""	can do better.		
""			
5	BILL O'REILLY'S LEGENDS AND LIES, by David Fisher. (Holt.) Stories of the	5	8
""	American West; a companion volume to the Fox News series.		
""			
6	GUMPTION, by Nick Offerman. (Dutton.) The actor, who was formerly a star in	--	1
""	“Parks and Recreation,” takes a humorous look at what makes great Americans		
""	great.		
""			
7	DEAD WAKE, by Erik Larson. (Crown.) The last voyage of the Lusitania, the	8	12
""	"passenger liner sunk by a German torpedo in 1915; by the author of ""The Devil in"		
""	"the White City."""		
""			
8	IT'S A LONG STORY, by Willie Nelson with David Ritz. (Little, Brown.) The	10	4
""	country music star discusses his life’s journey, from selling encyclopedias to		
""	professional fame.		
""			
9	AMERICAN WIFE, by Taya Kyle with Jim DeFelice. (Morrow/HarperCollins.) The	12	4
""	widow of Chris Kyle, of “American Sniper” fame, describes her life after his death.		
""			
10	ELON MUSK, by Ashlee Vance. (Ecco/HarperCollins.) A technology writer follows	3	2
""	Musk’s life from his difficult South African childhood to his involvement in Internet		
""	start-ups like the rocket company SpaceX, the electric-car company Tesla and the		
""	solar power installation company Solar City.		
""			
11	A LUCKY LIFE INTERRUPTED, by Tom Brokaw. (Random House.) The journalist	7	3
""	describes the year following his diagnosis with multiple myeloma.		
""			
12	THE QUARTET, by Joseph J. Ellis. (Knopf.) How Washington, Hamilton, Jay and	13	3
""	"Madison created the Constitution; by the author of ""Founding Brothers."""		
""			
13	CLINTON CASH, by Peter Schweizer. (Harper/HarperCollins.) An examination of	6	4
""	donations made to the Clinton Foundation by foreign entities.		
""			
14	DO NO HARM, by Henry Marsh. (Thomas Dunne/St. Martin’s.) Stories of life,	--	1
