This	September 17, 2000	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE BEAR AND THE DRAGON, by Tom Clancy. (Putnam, $28.95.) Aided by the	1	2
""	antiterrorism specialist John Clark, President Jack Ryan contends with sinister		
""	forces afoot in Russia and China.		
""			
2	THE SWITCH, by Sandra Brown. (Warner, $25.95.) A woman serving as a	--	1
""	legendary astronaut's media escort searches for her identical twin sister's killer.		
""			
3	OPEN HOUSE, by Elizabeth Berg. (Random House, $23.95.) A newly divorced	4	2
""	woman attempts to rebuild her life by taking in a series of boarders.		
""			
4	WINTER SOLSTICE, by Rosamunde Pilcher. (Thomas Dunne/St. Martin's,	3	5
""	$27.95.) As Christmas approaches, five lost souls in the north of Scotland discover		
""	the healing power of love.		
""			
5	FAITH OF THE FALLEN, by Terry Goodkind. (Tor/ Tom Doherty, $27.95.) In	2	2
""	"Volume 6 of the ""Sword of Truth"" fantasy series, Richard is captured."		
""			
6	DUST TO DUST, by Tami Hoag. (Bantam, $25.95.) Two Minneapolis police	5	5
""	officers investigate the suspicious death of an Internal Affairs cop.		
""			
7	THE INDWELLING, by Tim LaHaye and Jerry B. Jenkins. (Tyndale, $22.99.)	10	15
""	Volume 7 in a series about true believers who confront the Antichrist after the		
""	rapture of the saved.		
""			
8	STALKER, by Faye Kellerman. (Morrow, $25.) While Peter Decker of the L.A.P.D.	8	4
""	is distracted by a string of carjackings, someone is terrorizing his daughter.		
""			
9	PURPLE CANE ROAD, by James Lee Burke. (Doubleday, $24.95.) Dave	7	5
""	Robicheaux, a Louisiana sheriff's deputy, searches for his mother's killers.		
""			
10	THE HOUSE ON HOPE STREET, by Danielle Steel. (Delacorte, $19.95.) A	6	10
""	woman with five children must cope with the loss of her husband.		
""			
11	NOT A DAY GOES BY, by E. Lynn Harris. (Doubleday, $19.95.) The tumultuous	9	7
""	romance between a sports agent and an up-and-coming Broadway star.		
""			
12	FOUR BLONDES, by Candace Bushnell. (Atlantic Monthly, $24.) The love lives of	--	1
""	"glamorous Manhattan women as seen by the author of ""Sex and the City."""		
""			
13	MR. PERFECT, by Linda Howard. (Pocket Books, $24.95.) After four women	13	6
""	compile a list of the attributes an ideal man would possess, one of them is		
""	murdered.		
""			
14	WILD JUSTICE, by Phillip Margolin. (HarperCollins, $26.) Is a brilliant surgeon	--	1
""	responsible for a series of hideous crimes?		
""			
15	MORGAN'S RUN, by Colleen McCullough. (Simon & Schuster, $28.) A British	--	1
This	September 17, 2000	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	NOTHING LIKE IT IN THE WORLD, by Stephen E. Ambrose. (Simon & Schuster,	--	1
""	$28.) The story of the men who built the transcontinental railroad in the 1860's.		
""			
2	LIFE ON THE OTHER SIDE, by Sylvia Browne with Lindsay Harrison. (Dutton,	4	7
""	"$23.95.) A guided tour of the afterlife, by a ""working psychic."""		
""			
3	TUESDAYS WITH MORRIE, by Mitch Albom. (Doubleday, $19.95.) The author	1	152
""	tells of his weekly visits to his old college mentor, who was near death's door.		
""			
4	IT'S NOT ABOUT THE BIKE, by Lance Armstrong with Sally Jenkins. (Putnam,	2	16
""	$24.95.) A memoir by the Tour de France champion and cancer survivor.		
""			
5	FLAGS OF OUR FATHERS, by James Bradley with Ron Powers. (Bantam,	5	18
""	$24.95.) The story of the six men who raised the flag at Iwo Jima.		
""			
6	ME TALK PRETTY ONE DAY, by David Sedaris. (Little, Brown, $22.95.) A	3	16
""	"collection of autobiographical comic essays by the author of ""Naked."""		
""			
7	SELLOUT, by David P. Schippers with Alan P. Henry. (Regnery, $27.95.) The	10	2
""	former chief Republican counsel for the House Judiciary Committee offers an		
""	account of President Clinton's impeachment.		
""			
8	THE GREATEST GENERATION, by Tom Brokaw. (Random House, $24.95.) The	8	92
""	lives of men and women who came of age during the Depression and World War		
""	II.		
""			
9	"IN A SUNBURNED COUNTRY, by Bill Bryson. (Broadway, $25.) The author of ""A"	6	13
""	"Walk in the Woods"" reports on his travels through Australia."		
""			
10	THE ART OF HAPPINESS, by the Dalai Lama and Howard C. Cutler. (Riverhead,	12	83
""	$22.95.) What Buddhism and common sense tell us about everyday problems.		
""			
11	THE ARROGANCE OF POWER, by Anthony Summers with Robbyn Swan.	--	1
""	"(Viking, $29.95.) An Irish journalist describes ""the secret world of Richard Nixon."""		
""			
12	AMERICAN RHAPSODY, by Joe Eszterhas. (Knopf, $25.95.) The Lewinsky affair	11	7
""	"and Hollywood, as seen by the man who wrote ""Basic Instinct"" and ""Showgirls."""		
""			
13	KITCHEN CONFIDENTIAL, by Anthony Bourdain. (Bloomsbury, $24.95.) A	9	13
""	memoir-expose by the executive chef at Brasserie Les Halles in New York.		
""			
14	IN THE HEART OF THE SEA, by Nathaniel Philbrick. (Viking, $24.95.) An account	7	17
""	of the whaleship Essex, whose disastrous fate in the early 19th century would later		
""	serve as inspiration for Melville.		
""			
15	HOW TO READ AND WHY, by Harold Bloom. (Scribner, $25.) The Sterling	--	2
""	professor of humanities at Yale offers instruction in how best to read literary texts.		
