This	September 3, 2000	Last	Weeks
Week	Fiction	Week	On List
""			
1	WINTER SOLSTICE, by Rosamunde Pilcher. (Thomas Dunne/ St. Martin's,	1	3
""	$27.95.) As Christmas approaches, five lost souls in the north of Scotland discover		
""	the healing power of love.		
""			
2	DUST TO DUST, by Tami Hoag. (Bantam, $25.95.) Two Minneapolis police	2	3
""	officers investigate the suspicious death of an Internal Affairs cop.		
""			
3	THE HOUSE ON HOPE STREET, by Danielle Steel. (Delacorte, $19.95.) A	3	8
""	woman with five children must cope with the loss of her husband, who dies on		
""	Christmas Day.		
""			
4	STALKER, by Faye Kellerman. (Morrow, $25.) While Peter Decker of the L.A.P.D.	7	2
""	is distracted by a string of brutal carjackings, someone is terrorizing his daughter,		
""	a rookie on the force.		
""			
5	NOT A DAY GOES BY, by E. Lynn Harris. (Doubleday, $19.95.) The tumultuous	4	5
""	romance between a football player turned sports agent and an up-and-coming		
""	Broadway star.		
""			
6	PURPLE CANE ROAD, by James Lee Burke. (Doubleday, $24.95.) Dave	6	3
""	Robicheaux, a Louisiana sheriff's deputy, searches for his mother's killers.		
""			
7	OMERTA, by Mario Puzo. (Random House, $25.95.) An F.B.I. agent targets a	5	7
""	recently retired Mafia don who has tried to shield his three grown children from the		
""	family business.		
""			
8	MR. PERFECT, by Linda Howard. (Pocket Books, $24.95.) After four women	9	4
""	compile a list of the attributes an ideal man would possess, one of them is		
""	murdered.		
""			
9	RIPTIDE, by Catherine Coulter. (Putnam, $23.95.) The senior speechwriter for the	10	6
""	governor of New York flees a stalker as well as the police after her boss is shot.		
""			
10	THE INDWELLING, by Tim LaHaye and Jerry B. Jenkins. (Tyndale, $22.99.)	11	13
""	Volume 7 in a series about true believers who confront the Antichrist after the		
""	rapture of the saved.		
""			
11	THE BRETHREN, by John Grisham. (Doubleday, $27.95.) Three former judges,	12	29
""	doing time at a federal prison in Florida, concoct a mail scam that goes awry.		
""			
12	NORA, NORA, by Anne Rivers Siddons. (HarperCollins, $25.) An outsider who	8	5
""	harbors a secret from her past shakes up the quiet town of Lytton, Ga.		
""			
13	HOT SIX, by Janet Evanovich. (St. Martin's, $24.95.) A New Jersey bounty hunter	15	9
""	searches for her mentor, who is the No. 1 suspect in the killing of an arms dealer's		
""	son.		
This	September 3, 2000	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	IT'S NOT ABOUT THE BIKE, by Lance Armstrong with Sally Jenkins. (Putnam,	2	14
""	$24.95.) A memoir by the Tour de France champion and cancer survivor.		
""			
2	TUESDAYS WITH MORRIE, by Mitch Albom. (Doubleday, $19.95.) The author	1	150
""	tells of his weekly visits to his old college mentor, who was near death's door.		
""			
3	LIFE ON THE OTHER SIDE, by Sylvia Browne with Lindsay Harrison. (Dutton,	3	5
""	"$23.95.) A guided tour of the afterlife, by a ""working psychic."""		
""			
4	ME TALK PRETTY ONE DAY, by David Sedaris. (Little, Brown, $22.95.) A	5	14
""	"collection of autobiographical comic essays by the author of ""Naked."""		
""			
5	FLAGS OF OUR FATHERS, by James Bradley with Ron Powers. (Bantam,	6	16
""	$24.95.) The story of the six men who raised the flag at Iwo Jima, by the son of		
""	one of them.		
""			
6	AMERICAN RHAPSODY, by Joe Eszterhas. (Knopf, $25.95.) The Lewinsky affair	4	5
""	"and Hollywood, as seen by the man who wrote ""Basic Instinct"" and ""Showgirls."""		
""			
7	IN THE HEART OF THE SEA, by Nathaniel Philbrick. (Viking, $24.95.) An account	7	15
""	of the whaleship Essex, whose disastrous fate would later serve as inspiration for		
""	Herman Melville.		
""			
8	"IN A SUNBURNED COUNTRY, by Bill Bryson. (Broadway, $25.) The author of ""A"	8	11
""	"Walk in the Woods"" reports on his travels through Australia."		
""			
9	KITCHEN CONFIDENTIAL, by Anthony Bourdain. (Bloomsbury, $24.95.) A	9	11
""	memoir-expose by the executive chef at Brasserie Les Halles in New York.		
""			
10	FROM DAWN TO DECADENCE, by Jacques Barzun. (HarperCollins, $36.) A	12	14
""	survey of 500 years of Western cultural life, from 1500 to the present.		
""			
11	THE GREATEST GENERATION, by Tom Brokaw. (Random House, $24.95.) The	10	90
""	lives of men and women who came of age during the Depression and World War		
""	II.		
""			
12	THE ART OF HAPPINESS, by the Dalai Lama and Howard C. Cutler. (Riverhead,	13	81
""	$22.95.) What Buddhism and common sense tell us about everyday problems.		
""			
13	THE DAY JOHN DIED, by Christopher Andersen. (Morrow, $26.) The events	11	6
""	leading up to the plane crash that killed John F. Kennedy Jr., Carolyn Bessette		
""	Kennedy and Lauren Bessette.		
""			
14	CONVERSATIONS WITH GOD: Book 1, by Neale Donald Walsch. (Putnam,	--	138
""	$19.95.) The author addresses questions of good and evil, guilt and sin.		
""			
15	BLACK MASS, by Dick Lehr and Gerard O'Neill. (PublicAffairs, $26.) Two	--	1
