This	August 10, 2003	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE DA VINCI CODE, by Dan Brown. (Doubleday, $24.95.) The murder of a	2	19
""	curator at the Louvre leads to a trail of clues found in the work of Leonardo and to		
""	the discovery of a centuries-old secret society.		
""			
2	TO THE NINES, by Janet Evanovich. (St. Martin's, $25.95.) The New Jersey	1	2
""	bounty hunter Stephanie Plum searches for a computer nerd (and illegal		
""	immigrant) who has skipped out on his bail to Las Vegas.		
""			
3	NAKED EMPIRE, by Terry Goodkind. (Tor/Tom Doherty, $29.95.) The eighth	--	1
""	volume of the ''Sword of Truth'' fantasy series.		
""			
4	JOHNNY ANGEL, by Danielle Steel. (Delacorte, $19.95.) A woman sees visions of	3	4
""	her son, a teenager who recently died in a car crash on prom night.		
""			
5	THE LAKE HOUSE, by James Patterson. (Little, Brown, $27.95.) Six children	4	7
""	living in the Rocky Mountains are forced to flee a dangerous, evil force.		
""			
6	TRADING UP, by Candace Bushnell. (Hyperion, $24.95.) A lingerie model and	7	4
""	social climber, unhappily married to a cable television executive, becomes		
""	entangled in movie business double-dealing.		
""			
7	THE DEVIL WEARS PRADA, by Lauren Weisberger. (Doubleday, $21.95.) A	9	15
""	young woman acquires a job at a fashion magazine, along with the boss from hell.		
""			
8	THE LOVELY BONES, by Alice Sebold. (Little, Brown, $21.95.) A 14-year-old girl	8	57
""	looks down from heaven as she describes what happens in the aftermath of her		
""	kidnapping and murder.		
""			
9	GONE TOO FAR, by Suzanne Brockmann. (Ballantine, $19.95.) After a plot to	5	2
""	assassinate the president is exposed, an F.B.I. agent finds herself investigating		
""	the possible involvement of a member of the Navy Seals.		
""			
10	WHITE DEATH, by Clive Cussler with Paul Kemprecos. (Putnam, $26.95.) While	10	6
""	attempting to rescue a ship full of trapped men, Kurt Austin uncovers a sinister		
""	corporation's plot to control the world's oceans.		
""			
11	BARE BONES, by Kathy Reichs. (Scribner, $25.) Hoping to get away on vacation,	11	4
""	the forensic anthropologist Temperance Brennan is summoned to identify a		
""	shocking number of human and animal remains.		
""			
12	EXIT WOUNDS, by J. A. Jance. (Morrow, $24.95.) In the midst of her re-election	--	1
""	campaign, Sheriff Joanna Brady must try to stop a serial killer who is on the loose		
""	in Arizona.		
""			
13	SEIZURE, by Robin Cook. (Putnam, $24.95.) A medical thriller revolving around a	6	2
""	conservative Southern senator and the inventor of a new cloning procedure.		
This	August 10, 2003	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	KATE REMEMBERED, by A. Scott Berg. (Putnam, $25.95.) Memories from a	1	3
""	writer who was a close friend of Katharine Hepburn's in the last 20 years of her		
""	life.		
""			
2	LIVING HISTORY, by Hillary Rodham Clinton. (Simon & Schuster, $28.) A memoir	2	7
""	by the junior senator from New York and former first lady.		
""			
3	TREASON, by Ann Coulter. (Crown Forum, $26.95.) The lawyer and pundit	6	5
""	"dissects ""liberal treachery from the cold war to the war on terrorism."""		
""			
4	BENJAMIN FRANKLIN, by Walter Isaacson. (Simon & Schuster, $30.) A	3	4
""	biography of the scientist, inventor, writer and Revolutionary statesman.		
""			
5	UNDER THE BANNER OF HEAVEN, by Jon Krakauer. (Doubleday, $26.) The	4	2
""	"author of ""Into Thin Air"" explores the implications of the murder of a woman by two"		
""	religious fundamentalists (her brothers-in-law).		
""			
6	THE KENNEDY CURSE, by Edward Klein. (St. Martin's, $24.95.) A retelling of the	5	3
""	"tragedies that have befallen ""America's first family."""		
""			
7	SEABISCUIT: Special Illustrated Collector's Edition, by Laura Hillenbrand.	--	1
""	(Random House, $29.95.) A new edition of the book, with nearly 150 photographs.		
""			
8	MONEYBALL, by Michael Lewis. (Norton, $24.95.) How Billy Beane, the general	8	11
""	manager of the Oakland Athletics, produces a successful team despite having one		
""	of the smallest payrolls in baseball.		
""			
9	A SHORT HISTORY OF NEARLY EVERYTHING, by Bill Bryson. (Broadway,	7	12
""	$27.50.) From the Big Bang to the 21st century: a guided tour of the sciences and		
""	what they tell us about the physical world.		
""			
10	LEAP OF FAITH, by Queen Noor. (Miramax, $25.95.) An autobiography by the	12	18
""	widow of King Hussein of Jordan.		
""			
11	BEYOND BELIEF, by Elaine Pagels. (Random House, $24.95.) The author of	11	10
""	"""The Gnostic Gospels"" examines early Christianity through the Gospel of Thomas."		
""			
12	WHAT BECOMES OF THE BROKENHEARTED, by E. Lynn Harris. (Doubleday,	10	3
""	$22.95.) From a childhood in Arkansas to life as a best-selling author: the memoir		
""	of a novelist.		
""			
13	WHO'S YOUR CADDY? by Rick Reilly. (Doubleday, $24.95.) A sportswriter	--	10
""	recounts his experiences caddying for (among others) Jack Nicklaus, David Duval,		
""	Bob Newhart and Deepak Chopra.		
""			
14	SLEEPING WITH THE DEVIL, by Robert Baer. (Crown, $24.95.) A former case	--	1
""	"officer for the Central Intelligence Agency describes ""how Washington sold our"		
