This	January 18, 2015	Last	Weeks
Week	Fiction	Week	On List
""			
1	ALL THE LIGHT WE CANNOT SEE, by Anthony Doerr. (Scribner.) The lives of a	2	35
""	blind French girl and a gadget-obsessed German boy before and during World		
""	War II.		
""			
2	GRAY MOUNTAIN, by John Grisham. (Doubleday.) A downsized Wall Street	1	11
""	lawyer joins a legal clinic in a small Virginia town.		
""			
3	HOPE TO DIE, by James Patterson. (Little, Brown.) Detective Alex Cross’s family	3	6
""	is kidnapped by a madman who wants to turn Cross into a perfect killer.		
""			
4	THE ESCAPE, by David Baldacci. (Grand Central.) John Puller, a special agent	5	7
""	with the Army, hunts for his brother, who was convicted of treason and has		
""	escaped from prison.		
""			
5	DIE AGAIN, by Tess Gerritsen. (Ballantine.) The Boston detective Jane Rizzoli	--	1
""	and the medical examiner Maura Isles probe the murder of a big-game hunter.		
""			
6	REVIVAL, by Stephen King. (Scribner.) The continuing relationship, over five	4	8
""	decades, between a disgraced clergyman and a drug-addicted musician.		
""			
7	THE ASSASSINATION OPTION, by W. E. B. Griffin and William E. Butterworth IV.	--	1
""	(Putnam.) The second novel in a new series about the Cold War and the early		
""	C.I.A.		
""			
8	TOM CLANCY: FULL FORCE AND EFFECT, by Mark Greaney. (Putnam.) North	6	5
""	Korea becomes even more of a threat for President Jack Ryan.		
""			
9	RAIN ON THE DEAD, by Jack Higgins. (Putnam.) The black ops specialists Sean	--	1
""	Dillon and Sara Gideon investigate a Chechen attempt to kill a former president on		
""	Nantucket.		
""			
10	LEAVING TIME, by Jodi Picoult. (Ballantine.) A woman searching for her mother	7	12
""	consults a psychic.		
""			
11	NO FORTUNATE SON, by Brad Taylor. (Dutton.) Pike Logan and his partner,	--	1
""	Jennifer Cahill, members of a secret counterterrorist unit called the Taskforce,		
""	contend with a well-coordinated hostage seizure.		
""			
12	STATION ELEVEN, by Emily St. John Mandel. (Knopf.) A traveling theater	14	4
""	company looks for an audience among a global pandemic’s survivors.		
""			
13	THE BURNING ROOM, by Michael Connelly. (Little, Brown.) The Los Angeles	9	9
""	detective Harry Bosch and his new partner investigate two long-unsolved cases.		
""			
14	THE BOSTON GIRL, by Anita Diamant. (Scribner.) The daughter of Jewish	15	4
""	immigrants grows up in early-20th- century Boston; by the author of “The Red		
""	Tent.”		
This	January 18, 2015	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	YES PLEASE, by Amy Poehler. (Dey Street/Morrow.) A humorous miscellany from	3	10
""	the comedian and actress, a “Saturday Night Live” alumna and the star of “Parks		
""	and Recreation.”		
""			
2	KILLING PATTON, by Bill O'Reilly and Martin Dugard. (Holt.) The host of “The	1	15
""	O’Reilly Factor” recounts the death of Gen. George S. Patton in December 1945.		
""			
3	WHAT IF?, by Randall Munroe. (Houghton Mifflin Harcourt.) Scientific (but often	4	18
""	humorous) answers to hypothetical questions, based in part on the author’s		
""	website, xkcd.com.		
""			
4	BEING MORTAL, by Atul Gawande. (Metropolitan/ Holt.) The surgeon and New	8	13
""	Yorker writer considers how doctors fail patients at the end of life, and offers		
""	suggestions for how they can do better.		
""			
5	41, by George W. Bush. (Crown.) The former president’s portrait of his father,	2	8
""	George H. W. Bush.		
""			
6	UNBROKEN, by Laura Hillenbrand. (Random House.) An Olympic runner’s story	5	189
""	of survival as a prisoner of the Japanese in World War II; the basis for the movie.		
""			
7	NOT THAT KIND OF GIRL, by Lena Dunham. (Random House.) Essays from the	7	14
""	creator and star of “Girls.”		
""			
8	DEEP DOWN DARK, by Héctor Tobar. (Farrar, Straus & Giroux.) An account,	12	3
""	based on interviews, of the experience of the 33 Chilean miners who were trapped		
""	underground for 69 days in 2010 and, incredibly, rescued.		
""			
9	DON'T GIVE UP, DON'T GIVE IN, by Louis Zamperini and David Rensin. (Dey	--	1
""	Street/Morrow.) Reminiscences from the subject of the book and movie		
""	“Unbroken.”		
""			
10	HUMANS OF NEW YORK, by Brandon Stanton. (St. Martin's.) Four hundred color	6	27
""	photos of New Yorkers.		
""			
11	SMALL VICTORIES, by Anne Lamott. (Riverhead.) Essays about forgiveness,	16	8
""	transformation and grace.		
""			
12	MIRACLES, by Eric Metaxas. (Dutton.) An argument that miracles are not only	--	2
""	possible but widespread.		
""			
13	THE ANDY COHEN DIARIES, by Andy Cohen. (Holt.) One year in the (social) life	11	8
""	of the TV producer and host of “Watch What Happens Live.”		
""			
14	AS YOU WISH, by Cary Elwes with Joe Layden. (Touchstone/Simon & Schuster.)	9	11
""	The making of the movie “The Princess Bride,” 25 years ago.		
