This	January 31, 2016	Last	Weeks
Week	Fiction	Week	On List
""			
1	MY NAME IS LUCY BARTON, by Elizabeth Strout. (Random House.) A woman	--	1
""	struggles with memories of her impoverished and disturbing childhood and its effect		
""	on the present as she attempts to reconcile with her mother.		
""			
2	STAR WARS: THE FORCE AWAKENS, by Alan Dean Foster. (Del Rey.) Three	1	2
""	decades after the defeat of the Galactic Empire, a new threat arises; an adaptation		
""	of the screenplay of the new “Star Wars” movie.		
""			
3	THE GIRL ON THE TRAIN, by Paula Hawkins. (Riverhead.) A psychological thriller	2	53
""	set in the environs of London.		
""			
4	ALL THE LIGHT WE CANNOT SEE, by Anthony Doerr. (Scribner.) The lives of a	3	89
""	blind French girl and a gadget-obsessed German boy before and during World War		
""	II.		
""			
5	SCANDALOUS BEHAVIOR, by Stuart Woods. (Putnam.) In the 36th novel in the	--	1
""	series, Stone Barrington hopes for a restful stay in the English countryside, but		
""	relationships with local neighbors complicate matters.		
""			
6	THE NIGHTINGALE, by Kristin Hannah. (St. Martin's.) Two sisters in World War II	5	46
""	France: one struggling to survive in the countryside, the other joining the Resistance		
""	in Paris.		
""			
7	ROGUE LAWYER, by John Grisham. (Doubleday.) The attorney Sebastian Rudd is	4	13
""	a “lone gunman” who hates injustice and the system and defends unpopular clients.		
""			
8	SEE ME, by Nicholas Sparks. (Grand Central.) A couple in love are threatened by	6	14
""	secrets from the past.		
""			
9	THE BITTER SEASON, by Tami Hoag. (Dutton.) The fifth novel featuring the	--	1
""	Minneapolis detectives Nikki Liska and Sam Kovac find them working on separate		
""	cases — hers a 20-year-old murder, his the killing of a professor and his wife with a		
""	samurai sword — that eventually intersect.		
""			
10	FATES AND FURIES, by Lauren Groff. (Riverhead.) A marriage viewed from two	10	6
""	perspectives.		
""			
11	GO SET A WATCHMAN, by Harper Lee. (Harper.) In the mid-1950s, a grown-up	9	26
""	Jean Louise Finch returns home to find that her adored father is not as perfect as		
""	she believed.		
""			
12	THE BAZAAR OF BAD DREAMS, by Stephen King. (Scribner.) Twenty stories,	8	11
""	some never before published.		
""			
13	THE GUILTY, by David Baldacci. (Grand Central.) The government hit man Will	13	9
""	Robie investigates murder charges against his estranged father in their Mississippi		
""	hometown.		
This	January 31, 2016	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	WHEN BREATH BECOMES AIR, by Paul Kalanithi. (Random House.) A memoir	--	1
""	by a physician who received a diagnosis of Stage IV lung cancer at the age of 36.		
""			
2	THE NAME OF GOD IS MERCY, by Pope Francis with Andrea Tornielli. (Random	--	1
""	House.) In a conversation with a Vatican reporter, the pontiff explores the		
""	cornerstone of his faith.		
""			
3	BETWEEN THE WORLD AND ME, by Ta-Nehisi Coates. (Spiegel & Grau.) A	1	27
""	meditation on race in America as well as a personal story by the Atlantic's national		
""	correspondent. Winner of the National Book Award.		
""			
4	THOMAS JEFFERSON AND THE TRIPOLI PIRATES, by Brian Kilmeade and	2	11
""	Don Yaeger. (Sentinel.) The war against the Barbary pirates in 1801.		
""			
5	KILLING REAGAN, by Bill O'Reilly and Martin Dugard. (Holt.) The host of “The	3	17
""	O’Reilly Factor” recounts the events surrounding the attempted assassination of		
""	President Reagan in 1981.		
""			
6	BEING MORTAL, by Atul Gawande. (Metropolitan/Holt.) The surgeon and New	4	57
""	Yorker writer considers how doctors fail patients at the end of life and how they		
""	can do better.		
""			
7	MY LIFE ON THE ROAD, by Gloria Steinem. (Random House.) A memoir by the	15	7
""	feminist writer and activist is also a history of the movement.		
""			
8	MODERN ROMANCE, by Aziz Ansari with Eric Klinenberg. (Penguin Press.) The	6	21
""	comedian enlists a sociologist to help him understand today’s dating scene.		
""			
9	THE WRIGHT BROTHERS, by David McCullough. (Simon & Schuster.) The story	5	32
""	of the bicycle mechanics from Ohio who ushered in the age of flight.		
""			
10	THE ONLY PIRATE AT THE PARTY, by Lindsey Stirling and Brooke S. Passey.	--	1
""	(Gallery Books.) A memoir by the dancing electronic violinist, a social media and		
""	YouTube star.		
""			
11	CRIPPLED AMERICA, by Donald J. Trump. (Threshold Editions.) The real estate	7	11
""	developer and candidate for the Republican presidential nomination shares his		
""	ideas for making America great again.		
""			
12	GRATITUDE, by Oliver Sacks. (Knopf.) Four essays, written between 2013 and	11	5
""	2015, about living a good life and facing mortality, by the neurologist and author,		
""	who died last August.		
""			
13	H IS FOR HAWK, by Helen Macdonald. (Grove.) A grief-stricken British woman	8	14
""	decides to raise a goshawk, a fierce bird that is notoriously difficult to tame.		
""			
14	WHAT IF?, by Randall Munroe. (Houghton Mifflin Harcourt.) Scientific (but often	10	44
