This	January 13, 2008	Last	Weeks
Week	Fiction	Week	On List
""			
1	A THOUSAND SPLENDID SUNS, by Khaled Hosseini. (Riverhead, $25.95.) A	2	32
""	friendship between two women in Afghanistan against the backdrop of 30 years of		
""	war.		
""			
2	DOUBLE CROSS, by James Patterson. (Little, Brown, $27.99.) Alex Cross and	1	7
""	his new girlfriend, a police detective, confront a boastful Washington killer.		
""			
3	“T” IS FOR TRESPASS, by Sue Grafton. (Putnam, $26.95.) Kinsey Millhone must	3	4
""	contend with a woman who has stolen a nurse’s identity in order to take		
""	advantage of Kinsey’s elderly neighbor.		
""			
4	WORLD WITHOUT END, by Ken Follett. (Dutton, $35.) Love and intrigue in	6	12
""	Kingsbridge, the medieval English cathedral town at the center of Follett’s “Pillars		
""	of the Earth.”		
""			
5	THE DARKEST EVENING OF THE YEAR, by Dean Koontz. (Bantam, $27.) A	4	5
""	woman who rescues golden retrievers and one special dog are shadowed by an		
""	evil stranger.		
""			
6	ONE MORE DAY, by Mitch Albom. (Hyperion, $21.95.) A troubled man gets a last	5	36
""	chance to reconnect and restore his relationship with his dead mother.		
""			
7	SHADOW MUSIC, by Julie Garwood. (Ballantine, $26.) In medieval Scotland, a	--	1
""	princess starts a Highlands war.		
""			
8	PLAYING FOR PIZZA, by John Grisham. (Doubleday, $21.95.) An American third-	7	14
""	string quarterback joins the Italian National Football League’s Parma Panthers.		
""			
9	STONE COLD, by David Baldacci. (Grand Central, $26.99.) Members of	9	8
""	Washington’s Camel Club are being stalked to prevent them from uncovering		
""	government secrets.		
""			
10	THE CHOICE, by Nicholas Sparks. (Grand Central, $24.99.) How a North Carolina	8	14
""	man’s choices play out in his life; from the author of “At First Sight.”		
""			
11	RHETT BUTLER’S PEOPLE, by Donald McCaig. (St. Martin’s, $27.95.) An	13	8
""	authorized sequel to “Gone With the Wind” updates the character of Rhett Butler		
""	for the modern reader.		
""			
12	THE VENETIAN BETRAYAL, by Steve Berry. (Ballantine, $25.95.) A former	14	3
""	Justice Department operative turned bookseller must find the tomb of Alexander		
""	the Great before a Central Asian despot and her allies can get to it.		
""			
13	BOOK OF THE DEAD, by Patricia Cornwell. (Putnam, $26.95.) The forensic	11	10
""	pathologist Kay Scarpetta opens a private practice in Charleston, S.C.		
""			
14	DARTH BANE: RULE OF TWO, by Drew Karpyshyn. (Del Rey/Ballantine, $25.95.)	--	1
This	January 13, 2008	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	I AM AMERICA (AND SO CAN YOU!), by Stephen Colbert, Richard Dahm, Paul	1	12
""	Dinello, Allison Silverman et al. (Grand Central, $26.99.) The wit and wisdom of		
""	the mock pundit of Comedy Central’s “Colbert Report.”		
""			
2	AN INCONVENIENT BOOK, by Glenn Beck and Kevin Balfe. (Threshold Editions,	2	6
""	$26.) Beck, the conservative TV and talk-radio host, offers his solutions to		
""	problems including global warming, poverty and political correctness.		
""			
3	BORN STANDING UP, by Steve Martin. (Scribner, $25.) Martin, now a writer and	4	6
""	actor, recalls his years as a standup comedian, from the early 1960s to 1981.		
""			
4	BOOM!, by Tom Brokaw. (Random House, $28.95.) The retired news anchor and	3	8
""	author of “The Greatest Generation” recalls and assesses the 1960s.		
""			
5	CLAPTON, by Eric Clapton. (Broadway Books, $26.) The great guitarist looks	6	12
""	back on his life and his music.		
""			
6	QUIET STRENGTH, by Tony Dungy with Nathan Whitaker. (Tyndale, $26.99.) A	5	25
""	memoir by the first black coach to win a Super Bowl (with the Indianapolis Colts in		
""	2007).		
""			
7	RESCUING SPRITE, by Mark R. Levin. (Pocket Books, $22.) A family’s love for	7	8
""	an older dog they adopted.		
""			
8	GOOD DOG. STAY., by Anna Quindlen. (Random House, $14.95.) Life lessons	8	6
""	from a black Lab.		
""			
9	A FAMILY CHRISTMAS, edited by Caroline Kennedy. (Hyperion, $26.95.) Poetry,	11	4
""	prose and lyrics from a diverse group of authors.		
""			
10	THE AGE OF TURBULENCE, by Alan Greenspan. (Penguin Press, $35.) A	10	15
""	memoir by the longtime chairman of the Federal Reserve Board.		
""			
11	THE NINE, by Jeffrey Toobin. (Doubleday, $27.95.) A portrait of the Supreme	9	12
""	Court since the Reagan administration focuses on the influence of its moderates.		
""			
12	LONE SURVIVOR, by Marcus Luttrell with Patrick Robinson. (Little, Brown,	14	27
""	$24.99.) The only survivor of a Navy Seals operation in northern Afghanistan		
""	describes the battle, his comrades and his courageous escape.		
""			
13	MUSICOPHILIA, by Oliver Sacks. (Knopf, $26.) The neurologist and author of	13	11
""	“Awakenings” examines the interaction between music and the brain.		
""			
14	HOW STARBUCKS SAVED MY LIFE, by Michael Gates Gill. (Gotham, $23.) An	--	1
""	unemployed, divorced advertising executive learns to love working at Starbucks.		
""			
15	THE BLACK SWAN, by Nassim Nicholas Taleb. (Random House, $26.95.) The	--	17
