This	October 26, 2014	Last	Weeks
Week	Fiction	Week	On List
""			
1	DEADLINE, by John Sandford. (Putnam.) Dognappers and a murdered reporter	--	1
""	draw the attention of the Minnesota investigator Virgil Flowers.		
""			
2	BURN, by James Patterson and Michael Ledwidge. (Little, Brown.) Detective	1	2
""	Michael Bennett, back in New York City, investigates a peculiar crime in Harlem.		
""			
3	EDGE OF ETERNITY, by Ken Follett. (Dutton.) Five interrelated families from five	2	4
""	countries grapple with the events of the 1960s through the 1980s; Book 3 of the		
""	Century Trilogy.		
""			
4	LILA, by Marilynne Robinson. (Farrar, Straus & Giroux.) The difficult early life of	--	1
""	the woman who becomes the wife of the widower and minister John Ames; a back		
""	"story to ""Gilead."""		
""			
5	SOMEWHERE SAFE WITH SOMEBODY GOOD, by Jan Karon. (Putnam.) The	3	6
""	Mitford character Father Tim finds friends and family wrestling with difficulties.		
""			
6	PERSONAL, by Lee Child. (Delacorte.) Jack Reacher, a former military cop, helps	4	6
""	the State Department and the C.I.A. stop a sniper who has targeted a G8 summit.		
""			
7	ALL THE LIGHT WE CANNOT SEE, by Anthony Doerr. (Scribner.) The lives of a	5	23
""	blind French girl and a gadget-obsessed German boy before and during World		
""	War II.		
""			
8	SOME LUCK, by Jane Smiley. (Knopf.) The lives of an Iowa farm family between	--	1
""	1920 and 1953; the first volume of a trilogy.		
""			
9	PARIS MATCH, by Stuart Woods. (Putnam.) In the 31st Stone Barrington novel,	--	1
""	the New York lawyer encounters an old enemy in Paris.		
""			
10	THE CHILDREN ACT, by Ian McEwan. (Nan A. Talese/ Doubleday.) A judge	6	5
""	wrestles with a challenging case and a crisis in her marriage.		
""			
11	BIG LITTLE LIES, by Liane Moriarty. (Amy Einhorn/Putnam.) Who will end up	10	10
""	dead, and how, when three mothers with children in the same school become		
""	friends?		
""			
12	THE GOLDFINCH, by Donna Tartt. (Little, Brown.)  A painting becomes a boy’s	12	51
""	prize, guilt and burden.		
""			
13	THE PAYING GUESTS, by Sarah Waters. (Riverhead.) In London in 1922, a	9	4
""	widow and her daughter take in tenants who upend their lives.		
""			
14	NORA WEBSTER, by Colm Toibin. (Scribner.) In the 1970s, an Irish widow	--	1
""	struggles to find her identity.		
""			
15	THE ASSASSINATION OF MARGARET THATCHER, by Hilary Mantel.	--	1
This	October 26, 2014	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	KILLING PATTON, by Bill O'Reilly and Martin Dugard. (Holt.) The host of “The	1	3
""	O’Reilly Factor” recounts the death of Gen. George S. Patton in December 1945.		
""			
2	NOT THAT KIND OF GIRL, by Lena Dunham. (Random House.) A collection of	2	2
""	revealing and often humorous personal essays from the creator and star of “Girls.”		
""			
3	BEING MORTAL, by Atul Gawande. (Metropolitan/ Holt.) The surgeon and New	--	1
""	Yorker writer considers how doctors fail patients at the end of life, and how they		
""	can do better.		
""			
4	THE INNOVATORS, by Walter Isaacson. (Simon & Schuster.) Studies of the	--	1
""	people who created computers and the Internet, beginning in the 1840s.		
""			
5	STOP THE COMING CIVIL WAR, by Michael Savage. (Center Street.) The radio	--	1
""	host urges true patriots to save the country from the machinations of the left.		
""			
6	WORTHY FIGHTS, by Leon Panetta with Jim Newton. (Penguin Press.) The	--	1
""	writer's experience in the Obama administration as director of the C.I.A. and		
""	secretary of defense.		
""			
7	WHAT IF?, by Randall Munroe. (Houghton Mifflin Harcourt.) Scientific (but often	3	6
""	humorous) answers to hypothetical questions, based in part on the author’s		
""	website, xkcd.com.		
""			
8	ROCKS, by Joe Perry with David Ritz. (Simon & Schuster.) A memoir by the	--	1
""	Aerosmith guitarist and songwriter.		
""			
9	JESUS ON TRIAL, by David Limbaugh. (Regnery.) The lawyer and political	7	4
""	commentator uses his legal training to evaluate, and affirm, the truthfulness of the		
""	Bible.		
""			
10	13 HOURS, by Mitchell Zuckoff with members of the Annex Security Team.	6	5
""	(Twelve.) Six C.I.A. contract employees discuss their experience during the attack		
""	on the State Department compound in Benghazi, Libya, in 2012.		
""			
11	WAKING UP, by Sam Harris. (Simon & Schuster.) The author of “The End of	14	5
""	Faith” proposes that spirituality can and should be divorced from religion.		
""			
12	REBEL YELL, by S. C. Gwynne. (Scribner.) The life and career of the Confederate	10	2
""	general Stonewall Jackson.		
""			
13	DANCING WITH MYSELF, by Billy Idol. (Touchstone.) The punk pioneer's	--	1
""	autobiography.		
""			
14	HOW WE GOT TO NOW, by Steven Johnson. (Riverhead.) A history of innovation	4	2
""	focused on the development of six key technologies of modern life; the companion		
""	volume to a PBS series.		
