This	December 20, 2009	Last	Weeks
Week	Fiction	Week	On List
""			
1	“U” IS FOR UNDERTOW, by Sue Grafton. (Putnam, $27.95.) Kinsey Millhone	--	1
""	investigates the case of a 4-year-old girl who disappeared 21 years earlier.		
""			
2	THE LOST SYMBOL, by Dan Brown. (Doubleday, $29.95.) Robert Langdon among	3	12
""	the Masons.		
""			
3	I, ALEX CROSS, by James Patterson. (Little, Brown, $27.99.) Tracking the murderer	1	3
""	of a relative, Alex Cross discovers a wild Washington scene with explosive secrets.		
""			
4	UNDER THE DOME, by Stephen King. (Scribner, $35.) When a Maine town is	4	4
""	trapped by an invisible force field, a sanctimonious and hypocritical politician takes		
""	over.		
""			
5	THE HELP, by Kathryn Stockett. (Amy Einhorn/Putnam, $24.95.) A young white	8	36
""	woman and two black maids in 1960s Mississippi.		
""			
6	PIRATE LATITUDES, by Michael Crichton. (Harper/HarperCollins, $27.99.) In the	2	2
""	17th-century Caribbean, a British pirate attacks a Spanish galleon; this manuscript		
""	was found in Crichton’s files after his death in 2008.		
""			
7	FORD COUNTY, by John Grisham. (Doubleday, $24.) Stories set in rural	6	5
""	Mississippi.		
""			
8	BREATHLESS, by Dean Koontz. (Bantam, $28.) Mysterious animals in the Colorado	5	2
""	Rockies set off intrigue and suspense.		
""			
9	THE PARIS VENDETTA, by Steve Berry. (Ballantine, $26.) The former Justice	--	1
""	Department operative Cotton Malone searches for Napoleon’s lost treasure as he		
""	battles a cabal of multimillionaires manipulating the global economy.		
""			
10	THE LACUNA, by Barbara Kingsolver. (Harper/HarperCollins, $26.99.) A young	13	5
""	American growing up in Mexico becomes friends with becomes friends with Diego		
""	Rivera, Frida Kahlo and Leon Trotsky; later, in the United States, he is menaced by		
""	McCarthyism.		
""			
11	PURSUIT OF HONOR, by Vince Flynn. (Atria, $27.99.) The counterterrorism	11	8
""	operative Mitch Rapp must teach politicians about national security following a new		
""	Qaeda attack.		
""			
12	THE LAST SONG, by Nicholas Sparks. (Grand Central, $24.99.) A 17-year-old girl	10	13
""	spends the summer with her divorced father in North Carolina and finds many kinds		
""	of love.		
""			
13	TRUE BLUE, by David Baldacci. (Grand Central, $27.99.) An ex-cop in Washington	14	6
""	struggles to clear her name.		
""			
14	THE GATHERING STORM, by Robert Jordan and Brandon Sanderson. (Tor/Tom	12	6
This	December 20, 2009	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	GOING ROGUE, by Sarah Palin. (Harper/HarperCollins, $28.99.) A memoir by the	1	3
""	former Alaska governor and vice-presidential candidate.		
""			
2	STONES INTO SCHOOLS, by Greg Mortenson. (Viking, $26.95.) Building	--	1
""	schools, many of them for girls, in northeast Afghanistan; takes up where “Three		
""	Cups of Tea” left off.		
""			
3	HAVE A LITTLE FAITH, by Mitch Albom. (Hyperion, $23.99.) A suburban rabbi	2	10
""	and a Detroit pastor teach lessons about the comfort of belief.		
""			
4	OPEN, by Andre Agassi. (Knopf, $28.95.) The tennis champion’s autobiography.	3	4
""			
5	TRUE COMPASS, by Edward M. Kennedy. (Twelve, $35.) The late senator’s	6	12
""	autobiography.		
""			
6	ARGUING WITH IDIOTS, written and edited by Glenn Beck, Kevin Balfe and	5	11
""	others. (Mercury Radio Arts/Threshold Editions, $29.99.) The case against big		
""	government.		
""			
7	SUPERFREAKONOMICS, by Steven D. Levitt and Stephen J. Dubner.	4	7
""	(Morrow/HarperCollins, $29.99.) A scholar and a journalist apply economic		
""	thinking to everything: the sequel.		
""			
8	WHAT THE DOG SAW, by Malcolm Gladwell. (Little, Brown, $27.99.) A decade of	8	7
""	New Yorker essays.		
""			
9	HALF THE SKY, by Nicholas D. Kristof and Sheryl WuDunn. (Knopf, $27.95.)	--	5
""	Women fighting sexual oppression in Asia and Africa.		
""			
10	OUTLIERS, by Malcolm Gladwell. (Little, Brown, $27.99.) Why some people	10	55
""	succeed, from the author of “Blink.”		
""			
11	A SIMPLE CHRISTMAS, by Mike Huckabee. (Sentinel, $19.95.) Christmas	7	4
""	memories from the former Arkansas governor and Republican presidential		
""	aspirant.		
""			
12	"WHEN THE GAME WAS OURS, by Larry Bird and Earvin ""Magic"" Johnson with"	13	5
""	Jackie MacMullan. (Houghton Mifflin Harcourt, $26.) Two great basketball players		
""	discuss their careers, their long rivalry and their eventual friendship.		
""			
13	THE IMPERIAL CRUISE, by James Bradley. (Little, Brown, $29.99.) In 1905,	9	2
""	during a diplomatic journey organized by Theodore Roosevelt, William Howard		
""	Taft negotiated secret agreements with several Asian countries.		
""			
14	THE BOOK OF BASKETBALL, by Bill Simmons. (Ballantine/ESPN, $30.)	14	6
""	ESPN.com’s Sports Guy crunches big questions in N.B.A. history.		
