This	November 5, 2006	Last	Weeks
Week	Fiction	Week	On List
""			
1	FOR ONE MORE DAY, by Mitch Albom. (Hyperion, $21.95.) A troubled man gets a	1	4
""	last chance to reconnect and restore his relationship with his dead mother.		
""			
2	THE COLLECTORS, by David Baldacci. (Warner, $26.99.) The members of the	--	1
""	Camel Club reunite to solve a murder at the Library of Congress.		
""			
3	ACT OF TREASON, by Vince Flynn. (Atria, $25.95.) The C.I.A. operative Mitch	3	2
""	Rapp makes surprising discoveries when he investigates an attack on a		
""	Democratic presidential candidate's motorcade.		
""			
4	ECHO PARK, by Michael Connelly. (Little, Brown, $26.99.) The Los Angeles	2	2
""	detective Harry Bosch returns to an old unsolved case with unexpected results.		
""			
5	THIRTEEN MOONS, by Charles Frazier. (Random House, $26.95.) A man raised	4	3
""	in the North Carolina wilderness travels America in defense of his adopted Indian		
""	people and broods over an elusive woman.		
""			
6	MOTOR MOUTH, by Janet Evanovich. (HarperCollins, $26.95.) Alexandra	5	3
""	Barnaby, known as Barney; her boyfriend, a Nascar driver; and his St. Bernard		
""	inadvertently become involved in a murder investigation as they investigate a		
""	possible cheating scandal.		
""			
7	WHAT CAME BEFORE HE SHOT HER, by Elizabeth George. (HarperCollins,	--	1
""	$26.95.) The back story of the murder of Inspector Thomas Lynley's wife focuses		
""	on an abandoned mixed-race family in North London.		
""			
8	SHORT STRAW, by Stuart Woods. (Putnam, $25.95.) A Santa Fe trial lawyer	6	2
""	must fight against an attack on his practice and his reputation.		
""			
9	THE THIRTEENTH TALE, by Diane Setterfield. (Atria, $26.) A biographer	8	6
""	struggles to discover the truth about an aging writer who has mythologized her		
""	past.		
""			
10	THE BANCROFT STRATEGY, by Robert Ludlum. (St.Martin's, $26.95.) A former	--	1
""	intelligence agent tries to rescue a kidnapped colleague, while a banker discovers		
""	that her family's foundation is involved in shady politics.		
""			
11	UNDER ORDERS, by Dick Francis. (Putnam, $25.95.) Sid Halley, a jockey turned	9	4
""	P.I., investigates the murder of a jockey who may have been throwing races.		
""			
12	THE ROAD, by Cormac McCarthy. (Knopf, $24.) A father and son journey through	7	4
""	post-apocalypse America.		
""			
13	CHRISTMAS LETTERS, by Debbie Macomber. (Mira, $16.95.) It's Christmas on	12	3
""	Blossom Street in Seattle, and a child psychologist and a writer fall in love despite		
""	their differences.		
This	November 5, 2006	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE INNOCENT MAN, by John Grisham. (Doubleday, $28.95.) Grisham's first	1	2
""	nonfiction book concerns a man sentenced to death for a crime he did not commit.		
""			
2	THE AUDACITY OF HOPE, by Barack Obama. (Crown, $25.) The Illinois junior	--	1
""	senator proposes that Americans move beyond their political divisions.		
""			
3	"STATE OF DENIAL, by Bob Woodward. (Simon & Schuster, $30.) The third ""Bush"	2	4
""	"at War"" volume by the longtime Washington Post reporter and editor describes a"		
""	dysfunctional administration's inept conduct of the invasion and occupation of Iraq.		
""			
4	"CULTURE WARRIOR, by Bill O'Reilly. (Broadway, $26.) The host of ""The O'Reilly"	3	4
""	"Factor"" describes a culture war between traditionalists and secular-progressives."		
""			
5	I FEEL BAD ABOUT MY NECK, by Nora Ephron. (Knopf, $19.95.) A witty look at	4	12
""	"aging from a novelist and screenwriter (""When Harry Met Sally"")."		
""			
6	THE LIFE AND TIMES OF THE THUNDERBOLT KID, by Bill Bryson. (Broadway,	--	1
""	"$25.) A memoir of growing up in mid-America at midcentury by the author of ""A"		
""	"Short History of Nearly Everything."""		
""			
7	MARLEY & ME, by John Grogan. (Morrow, $21.95.) A newspaper columnist and	5	53
""	his wife learn some life lessons from their neurotic dog.		
""			
8	THE GOD DELUSION, by Richard Dawkins. Houghton Mifflin, $27.) An Oxford	10	5
""	scientist asserts that belief in God is irrational and that religion has done great		
""	harm in the world.		
""			
9	THE MR. AND MRS. HAPPY HANDBOOK, by Steve Doocy. (Morrow, $23.95.)	--	1
""	Humorous observations on marriage and family life.		
""			
10	I LIKE YOU, by Amy Sedaris. (Warner, $27.99.) The actress's wacky approach to	--	1
""	entertaining.		
""			
11	WAR ON THE MIDDLE CLASS, by Lou Dobbs. (Viking, $24.95.) The anchor of	9	2
""	"CNN's ""Lou Dobbs Tonight"" decries the outsourcing of jobs, the decline in health"		
""	care standards and the widening income gap.		
""			
12	THE GREATEST STORY EVER SOLD, by Frank Rich. (Penguin Press, $25.95.) A	6	5
""	Times columnist attacks the Bush administration's approach to message		
""	management.		
""			
13	TEMPTING FAITH, by David Kuo. (Free Press, $25.) A former Bush administration	--	1
""	official claims that religious conservatives have been corrupted and duped.		
""			
14	AMERICA ALONE, by Mark Steyn. (Regnery, $27.95.) A conservative columnist	--	1
""	argues that America should spread its influence around the world.		
