This	September 17, 2006	Last	Weeks
Week	Fiction	Week	On List
""			
1	RISE AND SHINE, by Anna Quindlen. (Random House, $24.95.) The lives of two	--	1
""	sisters, one the host of a television show and the other a social worker.		
""			
2	JUDGE & JURY, by James Patterson and Andrew Gross. (Little, Brown, $27.99.) An	1	5
""	aspiring actress and an F.B.I. agent join forces against a powerful mobster.		
""			
3	RICOCHET, by Sandra Brown. (Simon & Schuster, $25.95.) A detective is attracted	2	3
""	to a judge's wife who he also suspects is not telling the truth about a fatal shooting.		
""			
4	THE AFGHAN, by Frederick Forsyth. (Putnam, $26.95.) To foil a Qaeda plot, a	4	2
""	British operative masquerades as a Taliban commander just released from		
""	Guantánamo.		
""			
5	THE EMPEROR'S CHILDREN, by Claire Messud. (Knopf, $25.) A group of	--	1
""	privileged 30-somethings try to make their way in literary New York just before 9/11.		
""			
6	ARMAGEDDON'S CHILDREN, by Terry Brooks. (Del Rey/Ballantine, $26.95.) In an	--	1
""	urban, postapocalyptic United States, Knights of the Word battle the Void.		
""			
7	HUNTERS OF DUNE, by Brian Herbert and Kevin J. Anderson. (Tor/Tom Doherty,	3	2
""	$27.95.) Adventures of the fugitives fleeing the ''Honored Matres,'' based on Frank		
""	Herbert's final outline for the Dune series.		
""			
8	SPECIAL TOPICS IN CALAMITY PHYSICS, by Marisha Pessi (Viking, $25.95.) A	6	3
""	motherless teenager who has spent much of her life on the road with her father joins		
""	a circle of students who are enchanted with a teacher bearing a tragic secret.		
""			
9	INTO THE STORM, by Suzanne Brockmann. (Ballantine, $21.95.) A night of passion	5	3
""	raises the temperature between a member of the Navy Seals and a former cop who		
""	must work together to track a serial killer in a remote corner of New Hampshire.		
""			
10	WATER FOR ELEPHANTS, by Sara Gruen (Algonquin, $24.95.) A young man —	10	11
""	and an elephant — save a Depression-era circus.		
""			
11	SPY, by Ted Bell. (Atria, $25.95.) The British Secret Service agent Alex Hawke	9	3
""	journeys into the Amazon to try to thwart an attack that could destroy America.		
""			
12	THE MESSENGER, by Daniel Silva. (Putnam, $25.95.) Gabriel Allon, an art restorer	8	6
""	and an occasional spy for the Israeli secret service, uncovers an Al Qaeda plot		
""	against the Vatican.		
""			
13	CAN'T WAIT TO GET TO HEAVEN, by Fannie Flagg. (Random House, $29.95.) A	11	9
""	"return to Elmwood Springs, Mo., the setting of Flagg's novel ""Standing in the"		
""	"Rainbow."""		
""			
14	ANGELS FALL, by Nora Roberts. (Putnam, $25.95.) When a chef from Boston, now	7	8
""	living in Wyoming, witnesses a murder, the locals won't believe her.		
This	September 17, 2006	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	I FEEL BAD ABOUT MY NECK, by Nora Ephron. (Knopf, $19.95.) A witty look at	1	5
""	"aging from a novelist and screenwriter (""When Harry Met Sally"")."		
""			
2	MARLEY & ME, by John Grogan. (Morrow, $21.95.) A newspaper columnist and	2	46
""	his wife learn some life lessons from their neurotic dog.		
""			
3	STATE OF EMERGENCY, by Patrick J. Buchanan. (Thomas Dunne/St. Martin's,	3	2
""	$24.95.) The conservative commentator argues that unchecked immigration		
""	means that the American Southwest is being reconquered by Mexico, and offers a		
""	border-security plan.		
""			
4	FIASCO, by Thomas E. Ricks. (The Penguin Press, $27.95.) How the Bush	4	6
""	administration's and the military's failure to understand the developing Iraqi		
""	insurgency contributed to its further growth.		
""			
5	THE WORLD IS FLAT, by Thomas L. Friedman. (Farrar, Straus & Giroux, $27.50;	5	74
""	updated and expanded edition, $30.) A columnist for The New York Times		
""	analyzes 21st-century economics and foreign policy.		
""			
6	FREAKONOMICS, by Steven D. Levitt and Stephen J. Dubner. (Morrow, $25.95.)	6	73
""	A maverick scholar applies economic thinking to everything from sumo wrestlers		
""	who cheat to legalized abortion and the falling crime rate.		
""			
7	THE LOOMING TOWER, by Lawrence Wright. (Knopf, $27.95.) The road to 9/11	7	4
""	as seen through the lives of terrorists planners and the F.B.I. counterterrorism		
""	chief.		
""			
8	LA BELLA FIGURA, by Beppe Severgnini. (Broadway, $23.95.) A columnist for	14	2
""	"Corriere della Sera offers a ""field guide to the Italian mind."""		
""			
9	WINS, LOSSES, AND LESSONS, by Lou Holtz. (Morrow, $25.95.) The retired	8	3
""	football coach turned motivational speaker tells his life story.		
""			
10	"BLINK, by Malcolm Gladwell. (Little, Brown, $29.95.)The author of ""The Tipping"	11	79
""	"Point"" explores the importance of hunch and instinct to the workings of the mind."		
""			
11	ELIZABETH, by J. Randy Taraborrelli. (Warner, $26.99.) A biography of Elizabeth	--	1
""	Taylor.		
""			
12	ENOUGH, by Juan Williams. (Crown, $25.) The NPR senior correspondent attacks	--	1
""	"the ""phony leaders, dead-end movements and culture of failure that are"		
""	"undermining black America."""		
""			
13	READING LIKE A WRITER, by Francine Prose. (HarperCollins, $23.95.) A	--	1
""	novelist, critic and teacher describes the art of close reading.		
""			
14	MAYFLOWER, by Nathaniel Philbrick. (Viking, $29.95.) How America began, from	10	17
