This	November 2, 2014	Last	Weeks
Week	Fiction	Week	On List
""			
1	LEAVING TIME, by Jodi Picoult. (Ballantine.) After searching for her mother, who	--	1
""	has disappeared, for more than 10 years, a woman employs a psychic and a		
""	detective.		
""			
2	DEADLINE, by John Sandford. (Putnam.) Dognappers and a murdered reporter	1	2
""	draw the attention of the Minnesota investigator Virgil Flowers.		
""			
3	EDGE OF ETERNITY, by Ken Follett. (Dutton.) Five interrelated families grapple	3	5
""	with the events of the 1960s through the 1980s; Book 3 of the Century Trilogy.		
""			
4	BURN, by James Patterson and Michael Ledwidge. (Little, Brown.) Detective	2	3
""	Michael Bennett, back in New York City, investigates a peculiar crime in Harlem.		
""			
5	SOMEWHERE SAFE WITH SOMEBODY GOOD, by Jan Karon. (Putnam.) The	5	7
""	Mitford character Father Tim finds friends and family wrestling with difficulties.		
""			
6	LILA, by Marilynne Robinson. (Farrar, Straus & Giroux.) The difficult early life of	4	2
""	the woman who becomes the wife of the widower and minister John Ames; a back		
""	"story to ""Gilead."""		
""			
7	ALL THE LIGHT WE CANNOT SEE, by Anthony Doerr. (Scribner.) The lives of a	7	24
""	blind French girl and a gadget-obsessed German boy before and during World		
""	War II.		
""			
8	PERSONAL, by Lee Child. (Delacorte.) Jack Reacher, a former military cop, helps	6	7
""	the State Department and the C.I.A. stop a sniper who has targeted a G8 summit.		
""			
9	SOME LUCK, by Jane Smiley. (Knopf.) The lives of an Iowa farm family between	8	2
""	1920 and 1953; the first volume of a trilogy.		
""			
10	THE NARROW ROAD TO THE DEEP NORTH, by Richard Flanagan. (Knopf.)	--	1
""	The hero of the Man Booker Prize-winning novel about love, good and evil is a		
""	P.O.W. working on the Thai-Burma Death Railway during World War II.		
""			
11	WINTER STREET, by Elin Hilderbrand. (Little, Brown.) Complications ensue when	--	1
""	the owner of Nantucket’s Winter Street Inn gathers his four children and their		
""	families for Christmas.		
""			
12	MR. MIRACLE, by Debbie Macomber. (Ballantine.) A young woman returns home	--	1
""	for the holidays, and with the help of a guardian angel finds love with the boy next		
""	door.		
""			
13	THE GOLDFINCH, by Donna Tartt. (Little, Brown.)  A painting becomes a boy’s	12	52
""	prize, guilt and burden.		
""			
14	NORA WEBSTER, by Colm Toibin. (Scribner.) In the 1970s, an Irish widow	14	2
""	struggles to find her identity.		
This	November 2, 2014	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	KILLING PATTON, by Bill O'Reilly and Martin Dugard. (Holt.) The host of “The O’Reilly	1	4
""	Factor” recounts the death of Gen. George S. Patton in December 1945.		
""			
2	NOT THAT KIND OF GIRL, by Lena Dunham. (Random House.) A collection of	2	3
""	revealing and often humorous personal essays from the creator and star of “Girls.”		
""			
3	AS YOU WISH, by Cary Elwes with Joe Layden. (Touchstone/Simon & Schuster.) The	--	1
""	making of the movie “The Princess Bride,” 25 years ago.		
""			
4	BEING MORTAL, by Atul Gawande. (Metropolitan/ Holt.) The surgeon and New Yorker	3	2
""	writer considers how doctors fail patients at the end of life, and how they can do better.		
""			
5	THE INNOVATORS, by Walter Isaacson. (Simon & Schuster.) Studies of the people	4	2
""	who created computers and the Internet, beginning in the 1840s.		
""			
6	NEIL PATRICK HARRIS: CHOOSE YOUR OWN AUTOBIOGRAPHY, by Neil Patrick	--	1
""	Harris with David Javerbaum. (Crown Archetype.) The actor’s life story is structured as		
""	a Choose Your Own Adventure book.		
""			
7	WORTHY FIGHTS, by Leon Panetta with Jim Newton. (Penguin Press.) The writer's	6	2
""	experience in the Obama administration as director of the C.I.A. and secretary of		
""	defense.		
""			
8	WHAT IF?, by Randall Munroe. (Houghton Mifflin Harcourt.) Scientific (but often	7	7
""	humorous) answers to hypothetical questions, based in part on the author’s website,		
""	xkcd.com.		
""			
9	STOP THE COMING CIVIL WAR, by Michael Savage. (Center Street.) The radio host	5	2
""	urges true patriots to save the country from the machinations of the left.		
""			
10	ROCKS, by Joe Perry with David Ritz. (Simon & Schuster.) A memoir by the Aerosmith	8	2
""	guitarist and songwriter.		
""			
11	I AM MALALA, by Malala Yousafzai with Christina Lamb. (Little, Brown.) The	--	37
""	experience of the young Pakistani advocate for women’s education shot by the		
""	Taliban.		
""			
12	JESUS ON TRIAL, by David Limbaugh. (Regnery.) The lawyer and political	9	5
""	commentator uses his legal training to evaluate, and affirm, the truthfulness of the		
""	Bible.		
""			
13	13 HOURS, by Mitchell Zuckoff with members of the Annex Security Team. (Twelve.)	10	6
""	Six C.I.A. contract employees discuss their experience during the attack on the State		
""	Department compound in Benghazi, Libya, in 2012.		
""			
14	HOW WE GOT TO NOW, by Steven Johnson. (Riverhead.) A history of innovation	14	3
""	focused on the development of six key technologies of modern life; the companion		
