This	March 12, 2006	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE 5TH HORSEMAN, by James Patterson and Maxine Paetro. (Little, Brown,	1	2
""	$27.95.) Detective Lindsay Boxer and the Women's Murder Club investigate		
""	unexplained deaths at a San Francisco hospital.		
""			
2	CELL, by Stephen King. (Scribner, $26.95.) What remains of humanity fights to	2	5
""	survive after a mysterious force scrambles cellphone users' brains.		
""			
3	THE DA VINCI CODE, by Dan Brown. (Doubleday, $24.95.) A murder at the	3	153
""	Louvre leads to a trail of clues found in the work of Leonardo and to the discovery		
""	of a secret society.		
""			
4	THE TEMPLAR LEGACY, by Steve Berry. (Ballantine, $24.95.) A former Justice	--	1
""	Department operative becomes involved in a desperate search for the long-lost		
""	treasure and secrets of the medieval Knights Templar.		
""			
5	THE LAST TEMPLAR, by Raymond Khoury. (Dutton, $24.95.) A coding device	4	6
""	stolen from an exhibit of Vatican artifacts may hold clues to the medieval Knights		
""	Templar's long-lost treasure — and their secrets.		
""			
6	THE TWO MINUTE RULE, by Robert Crais. (Simon & Schuster, $24.95.) A robber	--	1
""	just released from prison tracks down the killers of his son, a Los Angeles cop.		
""			
7	IN THE COMPANY OF THE COURTESAN, by Sarah Dunant. (Random House,	6	2
""	$23.95.) A courtesan and her friend and pimp, a dwarf, make their way in		
""	Renaissance Venice.		
""			
8	THE OLD WINE SHADES, by Martha Grimes. (Viking, $25.95.) Richard Jury of	--	1
""	New Scotland Yard investigates a disappearance that involves a murder.		
""			
9	LOVERS & PLAYERS, by Jackie Collins. (St. Martin's, $24.95.) After their father	8	3
""	calls them together, Red Diamond's three sons (and their friends and relations)		
""	grapple with sex, secrets and murders on both coasts.		
""			
10	SEA CHANGE, by Robert B. Parker. (Putnam, $24.95.) Jesse Stone, the police	5	3
""	chief of Paradise, Mass., searches for the killer of a woman whose body washed		
""	ashore.		
""			
11	MEMORY IN DEATH, by J. D. Robb. (Putnam, $24.95.) Lt. Eve Dallas tracks the	7	5
""	killer of a woman who was blackmailing her; by Nora Roberts, writing		
""	pseudonymously.		
""			
12	OUTBOUND FLIGHT, by Timothy Zahn. (Lucas/Del Rey/Ballantine, $26.95.) In a	11	4
""	"new ""Star Wars"" novel, a Jedi mission to colonize worlds beyond the known galaxy"		
""	becomes a fight for survival.		
""			
13	GONE, by Lisa Gardner. (Bantam, $25.) A former F.B.I. profiler searches for the	9	4
""	kidnapper of his ex-wife.		
This	March 12, 2006	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	MARLEY & ME, by John Grogan. (Morrow, $21.95.) A newspaper columnist and	1	19
""	his wife learn some life lessons from their neurotic dog.		
""			
2	THE WORLD IS FLAT, by Thomas L. Friedman. (Farrar, Straus & Giroux, $27.50.)	2	47
""	A columnist for The New York Times analyzes 21st-century economics and foreign		
""	policy and presents an overview of globalization trends.		
""			
3	FREAKONOMICS, by Steven D. Levitt and Stephen J. Dubner. (Morrow, $25.95.)	4	46
""	A maverick scholar applies economic thinking to everything from sumo wrestlers		
""	who cheat to legalized abortion and the falling crime rate.		
""			
4	YOU'RE WEARING THAT?, by Deborah Tannen. (Random House, $24.95.) How	3	5
""	mothers and daughters communicate.		
""			
5	MANHUNT, by James L. Swanson. (Morrow, $26.95.) The 12-day pursuit of John	5	3
""	Wilkes Booth after his assassination of Abraham Lincoln.		
""			
6	THE YEAR OF MAGICAL THINKING, by Joan Didion. (Knopf, $23.95.) The	6	21
""	author's attempts to come to terms with the death of her husband and the grave		
""	illness of their only daughter.		
""			
7	TEAM OF RIVALS, by Doris Kearns Goodwin. (Simon & Schuster, $35.) The	10	18
""	political genius of Abraham Lincoln, revealed in his relationship with his cabinet,		
""	"from the author of ""No Ordinary Time."""		
""			
8	CONFESSIONS OF A VIDEO VIXEN, by Karrine Steffans.	11	20
""	(Amistad/HarperCollins, $24.95.) A tell-all by an actress who has appeared in		
""	many hip-hop videos.		
""			
9	"BLINK, by Malcolm Gladwell. (Little, Brown, $25.95.) The author of ""The Tipping"	9	56
""	"Point"" explores the importance of hunch and instinct to the workings of the mind."		
""			
10	THE BROTHERS BULGER, by Howie Carr. (Warner, $25.95.) The story of two	--	1
""	Massachusetts brothers, one a criminal, the other a politician.		
""			
11	"TEACHER MAN, by Frank McCourt. (Scribner, $26.) The author of ""Angela's"	14	15
""	"Ashes"" remembers his years teaching high school English in New York City."		
""			
12	OUR ENDANGERED VALUES, by Jimmy Carter. (Simon & Schuster, $25.) The	12	17
""	former president warns against blurring politics and fundamentalist religion.		
""			
13	"MY FRIEND LEONARD, by James Frey. (Riverhead, $24.95.) The author of ""A"	8	21
""	"Million Little Pieces,"" which both author and publisher acknowledge contains"		
""	numerous fabrications, writes about a helpful mobster friend.		
""			
14	BEYOND BAND OF BROTHERS, by Dick Winters with Cole C. Kingseed. (Berkley	13	2
""	Caliber, $24.95.) The war memoirs of the commander of Easy Company, made		
