This	September 9, 2012	Last	Weeks
Week	Fiction	Week	On List
""			
1	GONE GIRL, by Gillian Flynn. (Crown, $25.) A woman disappears on her fifth	1	12
""	anniversary; is her husband a killer?		
""			
2	THE INN AT ROSE HARBOR, by Debbie Macomber. (Ballantine, $26.) A young	2	2
""	widow buys a bed-and-breakfast.		
""			
3	WARDS OF FAERIE, by Terry Brooks. (Ballantine, $28.) In the first book of a new	--	1
""	fantasy series, the Dark Legacy of Shannara, Druids, Elves and humans unite to try		
""	to capture the Elfstones and rescue the troubled Four Lands.		
""			
4	THE LIGHT BETWEEN OCEANS, by M. L. Stedman. (Scribner, $25.) An Australian	5	4
""	lighthouse keeper and his wife decide to keep a baby who has washed ashore.		
""			
5	A DANCE WITH DRAGONS, by George R. R. Martin. (Bantam, $35.) After a	6	55
""	"colossal battle, the Seven Kingdoms face new threats; Book 5 of ""A Song of Ice and"		
""	"Fire."""		
""			
6	WHERE WE BELONG, by Emily Giffin. (St. Martin's, $27.99.) A woman’s successful	3	5
""	life is disrupted by the appearance of an 18-year-old girl with a link to her past.		
""			
7	ODD APOCALYPSE, by Dean Koontz. (Bantam, $28.) Odd Thomas, who can	7	4
""	communicate with the dead, explores the mysteries of an old estate now owned by a		
""	billionaire.		
""			
8	BLACK LIST, by Brad Thor. (Emily Bestler/Atria, $27.99.) If the counterterrorism	8	5
""	operative Scot Harvath can discover who targeted him for death, he can prevent a		
""	terrorist attack.		
""			
9	WHERE'D YOU GO, BERNADETTE, by Maria Semple. (Little, Brown, $25.99.) A	--	1
""	renowned and reclusive Seattle architect disappears, leaving her 15-year-old		
""	daughter to piece together the clues.		
""			
10	THE FALLEN ANGEL, by Daniel Silva. (Harper/HarperCollins, $27.99.) Gabriel	9	6
""	Allon, an art restorer and occasional spy for the Israeli secret service, discovers a		
""	global criminal enterprise behind a murder at the Vatican.		
""			
11	THE KINGMAKER'S DAUGHTER, by Philippa Gregory. (Touchstone/Simon &	4	2
""	Schuster, $26.99.) Chicanery in the court of Edward IV, narrated by Anne Neville.		
""			
12	TRICKSTER'S POINT, by William Kent Krueger. (Atria, $24.99.) The former sheriff	--	1
""	Cork O’Connor is being framed for the murder of Jubal Little, who was about to be		
""	elected the first Native American governor of Minnesota and with whom he had a		
""	long and complicated relationship.		
""			
13	SHADOW OF NIGHT, by Deborah Harkness. (Viking, $28.95.) An Oxford	11	7
""	scholar/witch and a vampire geneticist pursue history, secrets and each other in		
""	Elizabethan London.		
This	September 9, 2012	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	PATERNO, by Joe Posnanski. (Simon & Schuster, $28.) A biography of the late	--	1
""	Penn State football coach.		
""			
2	OBAMA'S AMERICA, by Dinesh D'Souza. (Regnery, $27.95.) An argument that	5	2
""	President Obama is the architect of American decline.		
""			
3	THE AMATEUR, by Edward Klein. (Regnery, $27.95.) A journalist argues that	2	15
""	President Obama is callow and unable to lead.		
""			
4	UNBROKEN, by Laura Hillenbrand. (Random House, $27.) An Olympic runner's	1	93
""	story of survival as a prisoner of the Japanese in World War II after his bomber		
""	went down over the Pacific.		
""			
5	WILD, by Cheryl Strayed. (Knopf, $25.95.) A woman's account of a life-changing	4	19
""	1,100-mile hike along the Pacific Crest Trail.		
""			
6	SHADOWBOSSES, by Mallory Factor. (Center Street, $24.99.) A Citadel	--	1
""	professor claims that public unions, already a threat to elections and the American		
""	way of life, are targeting millions of Americans for forced unionization.		
""			
7	KILLING LINCOLN, by Bill O'Reilly and Martin Dugard. (Holt, $28.) The host of	6	48
""	"""The O'Reilly Factor"" recounts the events surrounding the assassination of"		
""	Abraham Lincoln.		
""			
8	FOOL ME TWICE, by Aaron Klein and Brenda J. Elliott. (WND Books, $25.95.)	--	1
""	The authors reveal President Obama’s “radical blueprint” for a “progressive		
""	socialist takeover” if he is re-elected.		
""			
9	DEARIE, by Bob Spitz. (Knopf, $29.95.) A biography of Julia Child, published to	7	3
""	coincide with what would have been her 100th birthday.		
""			
10	STEVE JOBS, by Walter Isaacson. (Simon & Schuster, $35.) A biography of the	9	43
""	visionary entrepreneur, who died in October 2011.		
""			
11	DOUBLE CROSS, by Ben Macintyre. (Crown, $26.) How the Allies tricked the	8	4
""	Nazis into believing that on D-Day they would attack somewhere other than		
""	Normandy.		
""			
12	SOLO, by Hope Solo with Ann Killion. (Harper/HarperCollins, $24.99.) The	3	2
""	goalkeeper for the U.S. women’s soccer team chronicles her career and		
""	hardscrabble upbringing.		
""			
13	AMERICAN SNIPER, by Chris Kyle with Scott McEwen and Jim DeFelice.	12	19
""	(Morrow/HarperCollins, $26.99.) A member of the Navy SEALs discusses his		
""	experiences.		
""			
14	PARIS: A LOVE STORY, by Kati Marton. (Simon & Schuster, $24.) Marton recalls	11	2
