This	January 15, 2017	Last	Weeks
Week	Fiction	Week	On List
""			
1	TWO BY TWO, by Nicholas Sparks. (Grand Central.) A man who became a single	2	13
""	father when his marriage and business collapsed learns to take a chance on a		
""	new love.		
""			
2	THE WHISTLER, by John Grisham. (Doubleday.) A whistleblower alerts a Florida	1	10
""	investigator to judicial corruption involving the Mob and Indian casinos.		
""			
3	CROSS THE LINE, by James Patterson. (Little, Brown.) Detective Alex Cross and	3	6
""	his wife, Bree, team up to catch a killer causing chaos in Washington, D.C.		
""			
4	THE UNDERGROUND RAILROAD, by Colson Whitehead. (Doubleday.) A slave	4	21
""	girl heads toward freedom on the network, envisioned as actual tracks and		
""	tunnels.		
""			
5	NO MAN'S LAND, by David Baldacci. (Grand Central.) John Puller, a special	5	7
""	agent with the Army, searches for the truth about his mother, who disappeared 30		
""	years ago.		
""			
6	SMALL GREAT THINGS, by Jodi Picoult. (Ballantine.) A medical crisis entangles	6	12
""	a black nurse, a white supremacist father and a white lawyer.		
""			
7	THE CHEMIST, by Stephenie Meyer. (Little, Brown.) A specialist in chemically	12	8
""	controlled torture, on the run from her former employers, takes on one last job.		
""			
8	NIGHT SCHOOL, by Lee Child. (Delacorte.) Jack Reacher, still in the Army,	8	8
""	becomes involved in an investigation with elite agents from the F.B.I. and C.I.A.		
""			
9	TOM CLANCY: TRUE FAITH AND ALLEGIANCE, by Mark Greaney. (Putnam.)	7	4
""	Jack Ryan Jr., working for a secret organization, seeks to prevent complicated		
""	terrorist strikes set in motion by a hacker. Clancy died in 2013.		
""			
10	THE WRONG SIDE OF GOODBYE, by Michael Connelly. (Little, Brown.) The	13	9
""	detective Harry Bosch aids a billionaire in search of a possible heir.		
""			
11	ROGUE ONE: A STAR WARS STORY, by Alexander Freed. (Del Rey.) A	16	2
""	novelization of the new movie, including additional scenes.		
""			
12	TURBO TWENTY-THREE, by Janet Evanovich. (Bantam.) The bounty hunter	9	7
""	Stephanie Plum juggles the investigation of a crime in an ice cream factory and		
""	the two men in her life.		
""			
13	COMMONWEALTH, by Ann Patchett. (Harper.) Five decades in the lives of two	14	12
""	families remade by divorce.		
""			
14	THE WOMAN IN CABIN 10, by Ruth Ware. (Scout.) A travel writer on a cruise is	--	18
""	certain she has heard a body thrown overboard, but no one believes her.		
This	January 15, 2017	Last	Wee
eek	Non-Fiction	Week	On Li
""			
1	THE PRINCESS DIARIST, by Carrie Fisher. (Blue Rider.) Recollections of life on the set	--	1
""	of the first Star Wars movie by the actress and writer, who died in December.		
""			
2	HILLBILLY ELEGY, by J. D. Vance. (HarperCollins.) A Yale Law School graduate looks at	4	23
""	the struggles of America’s white working class through his own childhood in the Rust Belt.		
""			
3	THE BOOK OF JOY, by Dalai Lama and Desmond Tutu. (Avery.) A discussion between	9	11
""	two spiritual leaders about how to find joy in the face of suffering.		
""			
4	THE UNDOING PROJECT, by Michael Lewis. (Norton.) How the psychologists Daniel	5	4
""	Kahneman and Amos Tversky upended assumptions about the decision-making process		
""	and invented the field of behavioral economics.		
""			
5	KILLING THE RISING SUN, by Bill O'Reilly and Martin Dugard. (Holt.) The host of “The	1	16
""	O’Reilly Factor” recounts the final years of World War II.		
""			
6	THE MAGNOLIA STORY, by Chip Gaines and Joanna Gaines with Mark Dagostino. (W	2	11
""	Publishing/Thomas Nelson.) The lives of the couple who star in the HGTV show “Fixer		
""	Upper.”		
""			
7	BORN TO RUN, by Bruce Springsteen. (Simon & Schuster.) The singer-songwriter’s	3	14
""	autobiography.		
""			
8	SETTLE FOR MORE, by Megyn Kelly. (Harper/HarperCollins.) The anchor of Fox News’s	6	7
""	“The Kelly File” discusses the personal and professional challenges she has faced.		
""			
9	TALKING AS FAST AS I CAN, by Lauren Graham. (Ballantine.) Essays by the star of	12	5
""	“Gilmore Girls” (both the original and the mini-series) and “Parenthood.”		
""			
10	HAMILTON: THE REVOLUTION, by Lin-Manuel Miranda and Jeremy McCarter. (Grand	7	37
""	Central/Melcher Media.) The libretto of the award-winning musical, with backstage		
""	photos, a production history and interviews with the cast.		
""			
11	WHEN BREATH BECOMES AIR, by Paul Kalanithi. (Random House.) A memoir by a	13	44
""	physician who received a diagnosis of Stage IV lung cancer at the age of 36.		
""			
12	THANK YOU FOR BEING LATE, by Thomas L. Friedman. (Farrar, Straus & Giroux.) How	10	6
""	the accelerating pace of technology, globalization and climate change are reshaping the		
""	world, and what we can do about it.		
""			
13	BORN A CRIME, by Trevor Noah. (Spiegel & Grau.) A memoir about growing up in South	8	7
""	Africa by the comedian, now the host of “The Daily Show,” whose parents had an illegal		
""	(under apartheid) interracial relationship.		
""			
14	THE GIRL WITH THE LOWER BACK TATTOO, by Amy Schumer. (Gallery Books.)	14	15
""	Humorous personal essays by the comedian, actor and writer.		
