This	January 24, 2010	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE HELP, by Kathryn Stockett. (Amy Einhorn/Putnam, $24.95.) A young white	2	41
""	woman and two black maids in 1960s Mississippi.		
""			
2	THE LOST SYMBOL, by Dan Brown. (Doubleday, $29.95.) Robert Langdon	1	17
""	among the Masons.		
""			
3	NOAH’S COMPASS, by Anne Tyler. (Knopf, $25.95.) A retired teacher with a	--	1
""	head injury struggles to regain his memory and his engagement in life.		
""			
4	IMPACT, by Douglas Preston. (Forge, $25.99.) Scientists race to defuse a	--	1
""	doomsday weapon pointed at Earth from one of the moons of Mars.		
""			
5	I, ALEX CROSS, by James Patterson. (Little, Brown, $27.99.) Tracking the	3	8
""	murderer of a relative, Alex Cross discovers a wild Washington scene with		
""	explosive secrets.		
""			
6	THE LAST SONG, by Nicholas Sparks. (Grand Central, $24.99.) A 17-year-old girl	8	18
""	spends the summer with her divorced father in North Carolina and finds many		
""	kinds of love.		
""			
7	DEEPER THAN THE DEAD, by Tami Hoag. (Dutton, $26.95.) An F.B.I.	7	2
""	investigator and a teacher track a series of murders in California in 1985.		
""			
8	SIZZLE, by Julie Garwood. (Ballantine, $26.) A film student who witnessed a crime	4	2
""	is aided by a handsome F.B.I. agent.		
""			
9	THE HONOR OF SPIES, by W. E. B. Griffin and William E. Butterworth IV.	6	2
""	(Putnam, $26.95.) An O.S.S. agent seeks information from a German prisoner of		
""	war; the fifth book in the Honor Bound series.		
""			
10	UNDER THE DOME, by Stephen King. (Scribner, $35.) When a Maine town is	10	9
""	trapped by an invisible force field, a sanctimonious and hypocritical politician takes		
""	over.		
""			
11	“U” IS FOR UNDERTOW, by Sue Grafton. (Putnam, $27.95.) Kinsey Millhone	11	6
""	investigates the case of a 4-year-old girl who disappeared 21 years earlier.		
""			
12	PIRATE LATITUDES, by Michael Crichton. (Harper/HarperCollins, $27.99.) In the	12	7
""	17th-century Caribbean, a British pirate attacks a Spanish galleon.		
""			
13	ALTAR OF EDEN, by James Rollins. (Morrow/HarperCollins, $27.99.) A Louisiana	9	2
""	veterinarian discovers a wrecked fishing trawler filled with genetically altered		
""	animals.		
""			
14	THE GIRL WHO PLAYED WITH FIRE, by Stieg Larsson. (Knopf, $25.95.) A	15	13
""	Swedish hacker becomes a murder suspect.		
This	January 24, 2010	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	COMMITTED, by Elizabeth Gilbert. (Viking, $26.95.) The author of “Eat, Pray,	--	1
""	Love” wrestles with, and overcomes, her ambivalence about marriage.		
""			
2	HAVE A LITTLE FAITH, by Mitch Albom. (Hyperion, $23.99.) A suburban rabbi	1	15
""	and a Detroit pastor teach lessons about the comfort of belief.		
""			
3	THE CHECKLIST MANIFESTO, by Atul Gawande. (Metropolitan/Holt, $24.50.)	--	1
""	Following checklists makes surgery safer and other activities more efficient, a		
""	doctor argues.		
""			
4	GOING ROGUE, by Sarah Palin. (Harper/HarperCollins, $28.99.) A memoir by the	2	8
""	former Alaska governor and vice-presidential candidate.		
""			
5	STONES INTO SCHOOLS, by Greg Mortenson. (Viking, $26.95.) Building	5	6
""	schools, many of them for girls, in northeast Afghanistan; takes up where “Three		
""	Cups of Tea” left off.		
""			
6	OUTLIERS, by Malcolm Gladwell. (Little, Brown, $27.99.) Why some people	8	60
""	succeed, from the author of “Blink.”		
""			
7	SUPERFREAKONOMICS, by Steven D. Levitt and Stephen J. Dubner.	4	12
""	(Morrow/HarperCollins, $29.99.) A scholar and a journalist apply economic		
""	thinking to everything: the sequel.		
""			
8	WHAT THE DOG SAW, by Malcolm Gladwell. (Little, Brown, $27.99.) A decade of	3	12
""	New Yorker essays.		
""			
9	DRIVE, by Daniel H. Pink. (Riverhead, $26.95.) What really motivates people is	--	1
""	the quest for autonomy, mastery and purpose, not external rewards.		
""			
10	OPEN, by Andre Agassi. (Knopf, $28.95.) The tennis champion’s autobiography.	6	9
""			
11	ANTICANCER, by David Servan-Schreiber. (Viking, $26.95.) A doctor who	--	2
""	survived brain cancer discusses his experience and reviews research about diet		
""	and mind-body balance.		
""			
12	ARGUING WITH IDIOTS, written and edited by Glenn Beck, Kevin Balfe and	9	16
""	others. (Mercury Radio Arts/Threshold Editions, $29.99.) The case against big		
""	government.		
""			
13	TOO BIG TO FAIL, by Andrew Ross Sorkin. (Viking, $32.95.) The 2008 financial	10	9
""	implosion on Wall Street and in Washington, by a New York Times reporter and		
""	columnist.		
""			
14	ALL THINGS AT ONCE, by Mika Brzezinski with Daniel Paisner. (Weinstein,	--	1
""	$24.95.) How the MSNBC newswoman combines being a wife, mother and		
""	journalist.		
