This	August 22, 2010	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE GIRL WHO KICKED THE HORNET’S NEST, by Stieg Larsson. (Knopf,	1	11
""	$27.95.) The third volume of a trilogy about a Swedish hacker and a journalist.		
""			
2	THE RED QUEEN, by Philippa Gregory. (Touchstone/Simon & Schuster, $25.99.)	--	1
""	More intrigue during the War of the Roses, centered on Margaret Beaufort, the		
""	mother of Henry VII; by the author of “The Other Boleyn Girl.”		
""			
3	THE HELP, by Kathryn Stockett. (Amy Einhorn/Putnam, $24.95.) A young white	4	71
""	woman and two black maids in 1960s Mississippi.		
""			
4	STAR ISLAND, by Carl Hiaasen. (Knopf, $26.95.) A paparazzo attempting to	2	2
""	kidnap a drug-addled pop star grabs her stunt double by mistake.		
""			
5	THE REMBRANDT AFFAIR, by Daniel Silva. (Putnam, $26.95.) The art restorer	3	3
""	and assassin Gabriel Allon discovers that there are deadly secrets behind a stolen		
""	painting.		
""			
6	FLY AWAY HOME, by Jennifer Weiner. (Atria, $26.99.) A senator’s extramarital	5	4
""	affair affects his wife and daughters.		
""			
7	PRIVATE, by James Patterson and Maxine Paetro. (Little, Brown, $27.99.) The	6	6
""	head of an investigation company pursues the murderer of his best friend’s wife.		
""			
8	DEATH’S EXCELLENT VACATION, edited by Charlaine Harris and Toni L. P.	--	1
""	Kelner. (Ace, $24.95.) A collection of tales of paranormal holidays, including a new		
""	Sookie Stackhouse story.		
""			
9	THE SEARCH, by Nora Roberts. (Putnam, $26.95.) The only survivor of a serial	7	5
""	killer has found peace, but her life is shaken by a new man and a copycat		
""	murderer.		
""			
10	SIZZLING SIXTEEN, by Janet Evanovich. (St. Martin’s, $27.99.) The bounty	8	7
""	hunter Stephanie Plum comes to the aid of a cousin with gambling debts.		
""			
11	HANGMAN, by Faye Kellerman. (Morrow/HarperCollins, $25.99.) Decker and	--	1
""	Lazarus investigate the disappearance of a professional killer’s wife and a nurse’s		
""	gruesome murder.		
""			
12	BURN, by Nevada Barr. (Minotaur, 25.99.) Anna Pigeon, on leave from the	--	1
""	National Park Service, moves to New Orleans.		
""			
13	SUPER SAD TRUE LOVE STORY, by Gary Shteyngart. (Random House, $26.) A	11	2
""	tender but doomed love affair in a future America on the verge of collapse.		
""			
14	THE GLASS RAINBOW, by James Lee Burke. (Simon & Schuster, $25.99.) A	9	4
""	man with ties to an evil ex-convict is dating the Louisiana detective Dave		
""	Robicheaux’s daughter.		
This	August 22, 2010	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	SH*T MY DAD SAYS, by Justin Halpern. (It Books/HarperCollins, $15.99.) A	1	14
""	coming-of-age memoir organized around the musings, purveyed on Twitter, of the		
""	author’s father.		
""			
2	THE OBAMA DIARIES, by Laura Ingraham. (Threshold Editions, $25.) A satirical	2	4
""	fictional journal with commentary, by the conservative political commentator.		
""			
3	ANGELINA, by Andrew Morton. (St. Martin’s, $26.99.) A biography of Angelina	--	1
""	Jolie, actress and humanitarian.		
""			
4	THE BIG SHORT, by Michael Lewis. (Norton, $27.95.) The people who saw the	4	21
""	real estate crash coming and made billions from their foresight.		
""			
5	CHELSEA CHELSEA BANG BANG, by Chelsea Handler. (Grand Central,	3	22
""	$25.99.) More humorous personal essays.		
""			
6	PACKING FOR MARS, by Mary Roach. (Norton, $25.95.) A humorous	--	1
""	investigation of life without gravity in the space program, by the author of “Stiff”		
""	and “Bonk.”		
""			
7	OUTLIERS, by Malcolm Gladwell. (Little, Brown, $27.99.) Why some people	5	89
""	succeed, from the author of “Blink.”		
""			
8	SLIDING INTO HOME, by Kendra Wilkinson with Jon Warech. (Gallery, $26.) The	9	5
""	life of the reality TV star and former Playboy cover model.		
""			
9	EMPIRE OF THE SUMMER MOON, by S. C. Gwynne. (Scribner, $27.50.) The	10	7
""	story of Quanah Parker, the last and greatest chief of the Comanches.		
""			
10	MEDIUM RAW, by Anthony Bourdain. (Ecco/HarperCollins, $26.99.) The author of	6	9
""	"""Kitchen Confidential"" looks critically at changes in the food and restaurant"		
""	cultures.		
""			
11	WAR, by Sebastian Junger. (Twelve, $26.99.) The intense lives of American	11	13
""	soldiers in a lethal corner of Afghanistan, by the author of “The Perfect Storm.”		
""			
12	THE IMMORTAL LIFE OF HENRIETTA LACKS, by Rebecca Skloot. (Crown,	7	24
""	$26.) The story of the woman whose cancer cells were cultured without her		
""	permission in 1951.		
""			
13	FIFTH AVENUE, 5 A.M., by Sam Wasson. (Harper/HarperCollins, $19.99.) The	16	4
""	"making of the movie “Breakfast at Tiffany’s"" and its cultural influence."		
""			
14	FOUR FISH, by Paul Greenberg. (Penguin Press, $25.95.) The fate of four	--	1
""	species in the global fisheries market.		
""			
15	COMING BACK STRONGER, by Drew Brees with Chris Fabry. (Tyndale House,	8	5
