This	April 2, 2000	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE BRETHREN, by John Grisham. (Doubleday, $27.95.) Three former judges,	1	7
""	doing time at a federal prison in Florida, concoct a mail scam that goes awry.		
""			
2	HARRY POTTER AND THE CHAMBER OF SECRETS, by J. K. Rowling.	3	42
""	(Levine/Scholastic, $17.95.) A British boy finds trouble when he returns to a		
""	witchcraft school.		
""			
3	CAROLINA MOON, by Nora Roberts. (Putnam, $24.95.) A woman returns to the	2	2
""	town where she grew up and where her best friend was murdered.		
""			
4	HARRY POTTER AND THE PRISONER OF AZKABAN, by J. K. Rowling.	4	28
""	(Levine/Scholastic, $19.95.) A British boy's life at a school for witchcraft is		
""	threatened.		
""			
5	DAUGHTER OF FORTUNE, by Isabel Allende. (HarperCollins, $26.) A young	5	6
""	woman joins the 1849 gold rush.		
""			
6	HARRY POTTER AND THE SORCERER'S STONE, by J. K. Rowling.	6	67
""	(Levine/Scholastic, $16.95.) A British boy finds his fortune attending a school for		
""	witchcraft.		
""			
7	GAP CREEK, by Robert Morgan. (Algonquin, $22.95.) The fortunes of a struggling	7	9
""	young couple in Appalachia.		
""			
8	BRIDGET JONES: The Edge of Reason, by Helen Fielding. (Viking, $24.95.)	8	3
""	Another year in the life of a single woman in London.		
""			
9	DAY OF RECKONING, by Jack Higgins. (Putnam, $25.95.) The head of a secret	9	3
""	White House department sets out to destroy an international crime boss.		
""			
10	THE LION'S GAME, by Nelson DeMille. (Warner, $26.95.) A former New York	10	11
""	homicide detective helps federal agents as they pursue a Libyan terrorist.		
""			
11	TOUGH COOKIE, by Diane Mott Davidson. (Bantam, $23.95.) A chef investigates	12	3
""	the suspicious death of her ex-boyfriend, chairman of the Colorado parole board.		
""			
12	MOMENT OF TRUTH, by Lisa Scottoline. (HarperCollins, $25.) A lawyer finds	11	4
""	herself defending an innocent man, accused of murder, who insists he is guilty.		
""			
13	BEOWULF, translated by Seamus Heaney. (Farrar, Straus & Giroux, $25.) A new	--	2
""	rendering of the Anglo-Saxon epic by a Nobel Prize-winning Irish poet.		
""			
14	DRAGONS OF A FALLEN SUN, by Margaret Weis and Tracy Hickman. (Wizards	--	1
""	"of the Coast, $27.95.) The first volume of ""The War of Souls,"" a fantasy saga."		
""			
15	WHERE YOU BELONG, by Barbara Taylor Bradford. (Doubleday, $24.95.) A	--	1
""	brokenhearted photojournalist decides to cover celebrities instead of wars.		
This	April 2, 2000	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	TUESDAYS WITH MORRIE, by Mitch Albom. (Doubleday, $19.95.) A sportswriter	1	128
""	recalls his college mentor.		
""			
2	THE ROCK SAYS . . ., by the Rock with Joe Layden. (ReganBooks/HarperCollins,	2	11
""	$26.) A memoir by a professional wrestler.		
""			
3	THE MILLIONAIRE MIND, by Thomas J. Stanley. (Andrews McMeel, $26.95.) An	3	6
""	analysis of the people who make up America's financial elite.		
""			
4	A HEARTBREAKING WORK OF STAGGERING GENIUS, by Dave Eggers.	4	6
""	(Simon & Schuster, $23.) A young man's account of raising his 8-year-old brother.		
""			
5	'TIS, by Frank McCourt. (Scribner, $26.) An Irish immigrant gets used to life in	5	26
""	America: a memoir.		
""			
6	SHRUB, by Molly Ivins and Lou Dubose. (Random House, $19.95.) A critical	8	4
""	account of the career of Gov. George W. Bush of Texas.		
""			
7	THE GREATEST GENERATION, by Tom Brokaw. (Random House, $24.95.) The	6	68
""	lives of men and women who came of age during the Depression and World War		
""	II.		
""			
8	THE BODYGUARD'S STORY, by Trevor Rees-Jones with Moira Johnston.	--	1
""	(Warner, $25.95.) The bodyguard who accompanied Diana, Princess of Wales, on		
""	the night she died describes the car crash and its aftermath.		
""			
9	THE DEATH OF INNOCENCE, by John and Patsy Ramsey. (Thoma/Thomas	--	1
""	Nelson, $24.99.) The parents of JonBenet Ramsey give their side of the story.		
""			
10	HAVE A NICE DAY! by Mick Foley. (ReganBooks/ HarperCollins, $25.) A pro	9	22
""	wrestler's autobiography.		
""			
11	THE ART OF HAPPINESS, by the Dalai Lama and Howard C. Cutler. (Riverhead,	12	62
""	$22.95.) What Buddhism and common sense tell us about everyday problems.		
""			
12	THE GREATEST GENERATION SPEAKS, by Tom Brokaw. (Random House,	10	16
""	$19.95.) What the people who fought in World War II confided in letters to the		
""	author.		
""			
13	PEANUTS: A Golden Celebration, by Charles M. Schulz; edited by David Larkin.	7	5
""	(HarperCollins, $45.) A history of the comic, with more than 1,000 strips.		
""			
14	THE NEW NEW THING, by Michael Lewis. (Norton, $25.95.) The story of Jim	13	16
""	Clark, a computer pioneer.		
""			
15	GEORGIANA, by Amanda Foreman. (Random House, $29.95.) The life of an	--	5
""	18th-century English duchess.		
