This	January 22, 2012	Last	Weeks
Week	Fiction	Week	On List
""			
1	PRIVATE: #1 SUSPECT, by James Patterson and Maxine Paetro. (Little, Brown,	--	1
""	$27.99.) When a former lover’s dead body is found in his bed, Jack Morgan, a		
""	former Marine and the head of an investigative firm, is accused of murder.		
""			
2	LOVE IN A NUTSHELL, by Janet Evanovich and Dorien Kelly. (St. Martin’s, $27.99.)	--	1
""	A former magazine editor attempts to turn her parents’ summer house into a bed-		
""	and-breakfast.		
""			
3	DEATH COMES TO PEMBERLEY, by P. D. James. (Knopf, $25.95.) Elizabeth	3	5
""	"Bennet and her husband, Darcy, of ""Pride and Prejudice,"" must deal with a murder."		
""			
4	11/22/63, by Stephen King. (Scribner, $35.) An English teacher travels back to 1958	2	9
""	by way of a time portal in a Maine diner. His assignment is to stop Lee Harvey		
""	Oswald.		
""			
5	77 SHADOW STREET, by Dean Koontz. (Bantam, $28.) A 19th-century tycoon’s	1	2
""	mansion has been turned into luxury apartments, but it remains in the grip of evil		
""	forces.		
""			
6	LOCKED ON, by Tom Clancy with Mark Greaney. (Putnam, $28.95.) Jack Ryan Jr.	4	4
""	must stop an emerging threat from a Pakistani general.		
""			
7	THE GIRL WHO KICKED THE HORNET’S NEST, by Stieg Larsson. (Knopf,	9	73
""	$27.95.) The third volume of the Millennium trilogy, about a Swedish hacker and a		
""	journalist.		
""			
8	THE LITIGATORS, by John Grisham. (Doubleday, $28.95.) Partners in a small law	6	11
""	firm take on a big case.		
""			
9	THE BEST OF ME, by Nicholas Sparks. (Grand Central, $25.99.) Twenty-five years	7	13
""	after their high school romance ended, a man and woman return to their North		
""	Carolina town.		
""			
10	KILL ALEX CROSS, by James Patterson. (Little, Brown, $28.99.) Alex Cross	5	8
""	investigates when the president’s children are kidnapped, but the F.BI. and C.I.A.		
""	stand in his way.		
""			
11	RED MIST, by Patricia Cornwell. (Putnam, $27.95.) The chief medical examiner Kay	8	5
""	Scarpetta investigates a string of killings linked to the murder of her former deputy.		
""			
12	EXPLOSIVE EIGHTEEN, by Janet Evanovich. (Bantam, $28.) After a disastrous	10	7
""	vacation in Hawaii, Stephanie Plum becomes the target of an international killer.		
""			
13	THE DROP, by Michael Connelly. (Little, Brown, $27.99.) Harry Bosch of the	12	6
""	L.A.P.D. uncovers both the operations of a sadistic killer and a political conspiracy.		
""			
14	A DANCE WITH DRAGONS, by George R. R. Martin. (Bantam, $35.) After a	15	25
This	January 22, 2012	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	STEVE JOBS, by Walter Isaacson. (Simon & Schuster, $35.) A biography of the	1	11
""	recently deceased entrepreneur.		
""			
2	AMERICAN SNIPER, by Chris Kyle with Scott McEwen and Jim DeFelice.	--	1
""	(Morrow/HarperCollins, $26.99.) A member of the Navy Seals who has the most		
""	career sniper kills in United States military history discusses his childhood, his		
""	marriage and his battlefield experiences during the Iraq war.		
""			
3	KILLING LINCOLN, by Bill O'Reilly and Martin Dugard. (Holt, $28.) The heart-	2	15
""	stopping events surrounding the assassination of Abraham Lincoln.		
""			
4	THINKING, FAST AND SLOW, by Daniel Kahneman. (Farrar, Straus & Giroux,	4	11
""	$30.) The winner of the Nobel in economic science discusses how we make		
""	choices in business and personal life and when we can and cannot trust our		
""	intuitions.		
""			
5	UNBROKEN, by Laura Hillenbrand. (Random House, $27.) An Olympic runner's	3	60
""	story of survival as a prisoner of the Japanese in World War II.		
""			
6	CATHERINE THE GREAT, by Robert K. Massie. (Random House, $35.) The life	6	8
""	of the minor 18th-century German princess who became Empress of All the		
""	Russias.		
""			
7	THROUGH MY EYES, by Tim Tebow with Nathan Whitaker. (HarperCollins,	5	18
""	$26.99.) The Broncos quarterback chronicles his personal and professional		
""	course.		
""			
8	HEAVEN IS FOR REAL, by Todd Burpo with Lynn Vincent. (Thomas Nelson,	7	6
""	$21.99.) A boy’s encounter with Jesus and the angels during an emergency		
""	appendectomy.		
""			
9	BOOMERANG, by Michael Lewis. (Norton, $25.95.) A look at some of the places	13	14
""	— Greece, Ireland, Iceland — hardest hit by the recent financial collapse of 2008.		
""			
10	IN THE GARDEN OF BEASTS, by Erik Larson. (Crown, $26.) William E. Dodd,	10	31
""	the U.S. ambassador to Germany, and his daughter, Martha, in 1930s Berlin.		
""			
11	SERIOUSLY ... I'M KIDDING, by Ellen DeGeneres. (Grand Central, $26.99.) A	11	9
""	collection of humor pieces from the stand-up comedian and talk-show host.		
""			
12	IMPERFECT JUSTICE, by Jeff Ashton with Lisa Pulitzer. (Morrow/HarperCollins,	12	5
""	$26.99.) A prosecutor’s account of the Casey Anthony trial.		
""			
13	BEING GEORGE WASHINGTON, by Glenn Beck and Kevin Balfe. (Threshold	8	7
""	Editions/Mercury Radio Arts, $26.) How Washington turned himself into the		
""	indispensable (if imperfect) man.		
