This	August 20, 2000	Last	Weeks
Week	Fiction	Week	On List
""			
1	WINTER SOLSTICE, by Rosamunde Pilcher. (Thomas Dunne/ St. Martin's,	--	1
""	$27.95.) As Christmas approaches, five lost souls in the north of Scotland discover		
""	the healing power of love.		
""			
2	DUST TO DUST, by Tami Hoag. (Bantam, $25.95.) Two Minneapolis police	--	1
""	officers investigate the suspicious death of an Internal Affairs cop.		
""			
3	NOT A DAY GOES BY, by E. Lynn Harris. (Doubleday, $19.95.) The tumultuous	4	3
""	romance between a football player turned sports agent and an up-and-coming		
""	Broadway star.		
""			
4	THE HOUSE ON HOPE STREET, by Danielle Steel. (Delacorte, $19.95.) A	1	6
""	woman with five children must cope with the loss of her husband, who dies on		
""	Christmas Day.		
""			
5	OMERTA, by Mario Puzo. (Random House, $25.95.) An F.B.I. agent targets a	3	5
""	recently retired Mafia don who has tried to shield his three grown children from the		
""	family business.		
""			
6	MR. PERFECT, by Linda Howard. (Pocket Books, $24.95.) After four women	5	2
""	compile a list of the attributes an ideal man would possess, one of them is		
""	murdered.		
""			
7	RIPTIDE, by Catherine Coulter. (Putnam, $23.95.) The senior speechwriter for the	2	4
""	governor of New York flees a stalker as well as the police after her boss is shot.		
""			
8	PURPLE CANE ROAD, by James Lee Burke. (Doubleday, $24.95.) Dave	--	1
""	Robicheaux, a Louisiana sheriff's deputy, searches for his mother's killers.		
""			
9	NORA, Nora, by Anne Rivers Siddons. (HarperCollins, $25.) An outsider who	6	3
""	harbors a secret from her past shakes up the quiet town of Lytton, Ga.		
""			
10	THE INDWELLING, by Tim LaHaye and Jerry B. Jenkins. (Tyndale, $22.99.)	9	11
""	Volume 7 in a series about true believers who confront the Antichrist after the		
""	rapture of the saved.		
""			
11	THE BRETHREN, by John Grisham. (Doubleday, $27.95.) Three former judges,	11	27
""	doing time at a federal prison in Florida, concoct a mail scam that goes awry.		
""			
12	THE RIVER KING, by Alice Hoffman. (Putnam, $23.95.) A police officer in a small	--	2
""	Massachusetts town investigates the supposed suicide of a freshman at the local		
""	prep school.		
""			
13	HEARTBREAKER, by Julie Garwood. (Pocket Books, $24.95.) An F.B.I. agent	10	6
""	tries to prevent his best friend's sister from being killed by a deranged fiend.		
""			
14	DEADLY DECISIONS, by Kathy Reichs. (Scribner, $25.) When a girl is shot dead	12	2
This	August 20, 2000	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	IT'S NOT ABOUT THE BIKE, by Lance Armstrong with Sally Jenkins. (Putnam,	1	12
""	$24.95.) A memoir by the Tour de France champion and cancer survivor.		
""			
2	TUESDAYS WITH MORRIE, by Mitch Albom. (Doubleday, $19.95.) The author	2	148
""	tells of his weekly visits to his old college mentor, who was near death's door.		
""			
3	LIFE ON THE OTHER SIDE, by Sylvia Browne with Lindsay Harrison. (Dutton,	3	3
""	"$23.95.) A guided tour of the afterlife, by a ""working psychic."""		
""			
4	AMERICAN RHAPSODY, by Joe Eszterhas. (Knopf, $25.95.) The Lewinsky affair	5	3
""	"and Hollywood, as seen by the man who wrote ""Basic Instinct"" and ""Showgirls."""		
""			
5	FLAGS OF OUR FATHERS, by James Bradley with Ron Powers. (Bantam,	6	14
""	$24.95.) The story of the six men who raised the flag at Iwo Jima, by the son of		
""	one of them.		
""			
6	ME TALK PRETTY ONE DAY, by David Sedaris. (Little, Brown, $22.95.) A	7	12
""	"collection of autobiographical comic essays by the author of ""Naked."""		
""			
7	THE DAY JOHN DIED, by Christopher Andersen. (Morrow, $26.) The events	4	4
""	leading up to the plane crash that killed John F. Kennedy Jr., Carolyn Bessette		
""	Kennedy and Lauren Bessette.		
""			
8	IN THE HEART OF THE SEA, by Nathaniel Philbrick. (Viking, $24.95.) An account	8	13
""	of the whaleship Essex, whose disastrous fate in the early 19th century would		
""	inspire Herman Melville.		
""			
9	"IN A SUNBURNED COUNTRY, by Bill Bryson. (Broadway, $25.) The author of ""A"	10	9
""	"Walk in the Woods"" reports on his travels through Australia."		
""			
10	THE GREATEST GENERATION, by Tom Brokaw. (Random House, $24.95.) The	11	88
""	lives of men and women who came of age during the Depression and World War		
""	II.		
""			
11	KITCHEN CONFIDENTIAL, by Anthony Bourdain. (Bloomsbury, $24.95.) A	12	9
""	memoir-expose by the executive chef at Brasserie Les Halles in New York.		
""			
12	FROM DAWN TO DECADENCE, by Jacques Barzun. (HarperCollins, $36.) A	9	12
""	survey of 500 years of Western cultural life, from 1500 to the present.		
""			
13	BOBOS IN PARADISE, by David Brooks. (Simon & Schuster, $25.) A work of	--	2
""	"""comic sociology"" that examines the rise of the bourgeois bohemians who"		
""	constitute the new upper class.		
""			
14	THE ART OF HAPPINESS, by the Dalai Lama and Howard C. Cutler. (Riverhead,	14	79
""	$22.95.) What Buddhism and common sense tell us about everyday problems.		
