This	February 5, 2012	Last	Weeks
Week	Fiction	Week	On List
""			
1	PRIVATE: #1 SUSPECT, by James Patterson and Maxine Paetro. (Little, Brown,	2	3
""	$27.99.) Jack Morgan, a former Marine and the head of an investigative firm, is		
""	accused of murder.		
""			
2	DEATH OF KINGS, by Bernard Cornwell. (Harper/HarperCollins, $27.99.) As King	--	1
""	Alfred lies near death, the Saxon warrior Uhtred must decide whether to support a		
""	united England or reclaim his ancestral lands in the north.		
""			
3	BELIEVING THE LIE, by Elizabeth George. (Dutton, $28.95.) Inspector Thomas	1	2
""	Lynley’s investigation of a murder unearths the secrets of a wealthy clan.		
""			
4	DEATH COMES TO PEMBERLEY, by P. D. James. (Knopf, $25.95.) Elizabeth	5	7
""	"Bennet and her husband, Darcy, of ""Pride and Prejudice,"" must deal with a"		
""	murder.		
""			
5	THE GIRL WHO KICKED THE HORNET’S NEST, by Stieg Larsson. (Knopf,	7	75
""	$27.95.) The third volume of the Millennium trilogy, about a Swedish hacker and a		
""	journalist.		
""			
6	11/22/63, by Stephen King. (Scribner, $35.) An English teacher travels back to	6	11
""	1958 by way of a time portal in a Maine diner. His assignment is to stop Lee		
""	Harvey Oswald.		
""			
7	RAYLAN, by Elmore Leonard. (Morrow/HarperCollins, $26.99.) A United States	--	1
""	marshal sent to Harlan County, Ky., confronts organ trafficking, strip mining,		
""	gambling and bank robberies.		
""			
8	SHADOWS IN FLIGHT, by Orson Scott Card. (Tor/Tom Doherty, $21.99.) The	--	1
""	latest entry in the “Ender” science fiction series; a sequel to “Shadow of the Giant.”		
""			
9	THE ROPE, by Nevada Barr. (Minotaur, $25.99.) In the 17th Anna Pigeon	--	1
""	mystery, Barr returns to 1995 to explore the dramatic circumstances that explain		
""	why this National Park Service ranger decided to go into law enforcement.		
""			
10	THE LITIGATORS, by John Grisham. (Doubleday, $28.95.) Partners in a small	10	13
""	law firm take on a big case.		
""			
11	LOCKED ON, by Tom Clancy with Mark Greaney. (Putnam, $28.95.) Jack Ryan	11	6
""	Jr. must stop an emerging threat from a Pakistani general.		
""			
12	GIDEON'S CORPSE, by Douglas Preston. (Grand Central, $26.99.) Gideon Crew	3	2
""	works to avoid a threatened terrorist attack on an American city.		
""			
13	DARTH PLAGUEIS, by James Luceno. (LucasBooks, $27.) The Sith legend of	4	2
""	Darth Plagueis, the most powerful Dark Lord of the Sith, who could keep the ones		
""	he cared about from dying; a “Star Wars” novel.		
This	February 5, 2012	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	AMERITOPIA, by Mark R. Levin. (Threshold Editions, $26.99.) A talk-show host and	--	1
""	president of Landmark Legal Foundation surveys the utopian movement and warns		
""	that Americans must choose between utopianism and liberty.		
""			
2	AMERICAN SNIPER, by Chris Kyle with Scott McEwen and Jim DeFelice.	1	3
""	(Morrow/HarperCollins, $26.99.) A member of the Navy Seals discusses his		
""	childhood, his marriage and his battlefield experiences during the Iraq war.		
""			
3	STEVE JOBS, by Walter Isaacson. (Simon & Schuster, $35.) A biography of the	2	13
""	recently deceased entrepreneur.		
""			
4	KILLING LINCOLN, by Bill O'Reilly and Martin Dugard. (Holt, $28.) The heart-	4	17
""	stopping events surrounding the assassination of Abraham Lincoln.		
""			
5	THROUGH MY EYES, by Tim Tebow with Nathan Whitaker. (HarperCollins,	3	20
""	$26.99.) The Broncos quarterback chronicles his personal and professional course.		
""			
6	UNBROKEN, by Laura Hillenbrand. (Random House, $27.) An Olympic runner's	7	62
""	story of survival as a prisoner of the Japanese in World War II.		
""			
7	THINKING, FAST AND SLOW, by Daniel Kahneman. (Farrar, Straus & Giroux, $30.)	5	13
""	The winner of the Nobel in economic science discusses how we make choices in		
""	business and personal life and when we can and cannot trust our intuitions.		
""			
8	THE OBAMAS, by Jodi Kantor. (Little, Brown, $29.99.) The ups and downs of	6	2
""	building a life in the White House.		
""			
9	ELIZABETH THE QUEEN, by Sally Bedell Smith. (Random House, $30.) The public	8	2
""	and private lives of Queen Elizabeth II as she approaches her Diamond Jubilee.		
""			
10	CATHERINE THE GREAT, by Robert K. Massie. (Random House, $35.) The life of	10	10
""	the minor 18th-century German princess who became Empress of All the Russias.		
""			
11	HEAVEN IS FOR REAL, by Todd Burpo with Lynn Vincent. (Thomas Nelson,	12	8
""	$21.99.) A boy’s encounter with Jesus and the angels during an emergency		
""	appendectomy.		
""			
12	A UNIVERSE FROM NOTHING, by Lawrence Krauss. (Free Press, $24.99.) A	11	2
""	cosmologist’s account of how our universe evolved.		
""			
13	IN THE GARDEN OF BEASTS, by Erik Larson. (Crown, $26.) William E. Dodd, the	13	33
""	U.S. ambassador to Germany, and his daughter, Martha, in 1930s Berlin.		
""			
14	GREEDY BASTARDS, by Dylan Ratigan. (Simon & Schuster, $25.) The host of	9	2
""	MSNBC’s “Dylan Ratigan Show” proposes solutions to political and economic		
""	problems.		
