This	January 27, 2008	Last	Weeks
Week	Fiction	Week	On List
""			
1	PLUM LUCKY, by Janet Evanovich. (St. Martin’s, $17.95.) Stephanie’s grandmother	--	1
""	finds a bag of cash and goes gambling in Atlantic City, pursued by the money's		
""	owner.		
""			
2	A THOUSAND SPLENDID SUNS, by Khaled Hosseini. (Riverhead, $25.95.) A	1	34
""	friendship between two women in Afghanistan against the backdrop of 30 years of		
""	war.		
""			
3	PEOPLE OF THE BOOK, by Geraldine Brooks. (Viking, $25.95.) A rare-book expert	7	2
""	unlocks the secrets of a medieval manuscript.		
""			
4	BLASPHEMY, by Douglas Preston. (Tom Doherty/Forge, $25.95.) A C.I.A. operative	--	1
""	tracks scientists with a huge supercollider who are poised to discover the secret of		
""	creation.		
""			
5	WORLD WITHOUT END, by Ken Follett. (Dutton, $35.) Love and intrigue in	4	14
""	Kingsbridge, the medieval English cathedral town at the center of Follett’s “Pillars of		
""	the Earth.”		
""			
6	THE SHOOTERS, by W. E. B. Griffin. (Putnam, $26.95.) An Army officer on the trail	3	2
""	of a missing drug enforcement agent is undermined by the military and intelligence		
""	communities.		
""			
7	DOUBLE CROSS, by James Patterson. (Little, Brown, $27.99.) Alex Cross and his	2	9
""	new girlfriend, a police detective, confront a boastful Washington killer.		
""			
8	“T” IS FOR TRESPASS, by Sue Grafton. (Putnam, $26.95.) Kinsey Millhone must	5	6
""	contend with a woman who has stolen a nurse's identity in order to take advantage of		
""	Kinsey's elderly neighbor.		
""			
9	THE DARKEST EVENING OF THE YEAR, by Dean Koontz. (Bantam, $27.) A woman	6	7
""	who rescues golden retrievers and one special dog are shadowed by an evil stranger.		
""			
10	THE SENATOR'S WIFE, by Sue Miller. (Knopf, $24.95.) A woman lives with her	--	1
""	husband's persistent infidelity.		
""			
11	SHADOW MUSIC, by Julie Garwood. (Ballantine, $26.) In medieval Scotland, a	8	3
""	princess starts a Highlands war.		
""			
12	STONE COLD, by David Baldacci. (Grand Central, $26.99.) Members of	11	10
""	Washington's Camel Club are being stalked to prevent them from uncovering		
""	government secrets.		
""			
13	THE CHOICE, by Nicholas Sparks. (Grand Central, $24.99.) How a North Carolina	10	16
""	"man's choices play out in his life; from the author of ""At First Sight."		
""			
14	BLOOD DREAMS, by Kay Hooper. (Bantam, $25.) The F.B.I. agent Noah Bishop and	9	2
This	January 27, 2008	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	IN DEFENSE OF FOOD, by Michael Pollan. (Penguin Press, $21.95.) A manifesto	1	2
""	urges us to “Eat food. Not too much. Mostly plants.”		
""			
2	I AM AMERICA (AND SO CAN YOU!), by Stephen Colbert, Richard Dahm, Paul	2	14
""	Dinello, Allison Silverman et al. (Grand Central, $26.99.) The wit and wisdom of		
""	the mock pundit of Comedy Central's Colbert Report.		
""			
3	AN INCONVENIENT BOOK, by Glenn Beck and Kevin Balfe. (Threshold Editions,	4	8
""	$26.) Beck, the conservative TV and talk-radio host, offers his solutions to		
""	problems including global warming, poverty and political correctness.		
""			
4	MEMO TO THE PRESIDENT ELECT, by Madeleine Albright with Bill Woodward.	--	1
""	(Harper, $26.95.) A former secretary of state suggests how to restore America's		
""	credibility.		
""			
5	BORN STANDING UP, by Steve Martin. (Scribner, $25.) Martin, now a writer and	3	8
""	actor, recalls his years as a standup comedian, from the early 1960s to 1981.		
""			
6	QUIET STRENGTH, by Tony Dungy with Nathan Whitaker. (Tyndale, $26.99.) A	7	27
""	memoir by the first black coach to win a Super Bowl (with the Indianapolis Colts in		
""	2007).		
""			
7	FREE LUNCH, by David Cay Johnston. (Portfolio, $24.95.) How lobbyists and	9	2
""	lawyers have wangled government subsidies for the wealthy.		
""			
8	GEOGRAPHY OF BLISS, by Eric Weiner. (Twelve, $25.99.) A writer explores to	--	1
""	what degree an individual's happiness is intertwined with a shared geography and		
""	culture.		
""			
9	THE NINE, by Jeffrey Toobin. (Doubleday, $27.95.) A portrait of the Supreme	6	14
""	Court since the Reagan administration focuses on the influence of its moderates.		
""			
10	"LIBERAL FASCISM, by Jonah Goldberg. (Doubleday, $27.95.) This ""alternative"	--	1
""	"history of American liberalism"" reveals its roots in, and commonalities with,"		
""	classical fascism.		
""			
11	A LONG WAY GONE, by Ishmael Beah. (Sarah Crichton/Farrar, Straus & Giroux,	--	31
""	$22.) A former child soldier from Sierra Leone describes his drug-crazed killing		
""	spree and his return to humanity.		
""			
12	LONE SURVIVOR, by Marcus Luttrell with Patrick Robinson. (Little, Brown,	13	29
""	$24.99.) The only survivor of a Navy Seals operation in northern Afghanistan		
""	describes the battle, his comrades and his courageous escape.		
""			
13	SLASH, by Slash with Anthony Bozza. (Harper Entertainment, $27.95.) The life of	15	7
""	the Guns N’ Roses guitarist.		
