This	November 9, 2014	Last	Weeks
Week	Fiction	Week	On List
""			
1	GRAY MOUNTAIN, by John Grisham. (Doubleday.) A downsized Wall Street	--	1
""	lawyer joins a legal clinic in a small Virginia town, and becomes involved both in		
""	real people’s lives and in litigation against the coal mining industry.		
""			
2	LEAVING TIME, by Jodi Picoult. (Ballantine.) After searching for her mother, who	1	2
""	has disappeared, for more than 10 years, a woman employs a psychic and a		
""	detective.		
""			
3	EDGE OF ETERNITY, by Ken Follett. (Dutton.) Five interrelated families grapple	3	6
""	with the events of the 1960s through the 1980s; Book 3 of the Century Trilogy.		
""			
4	DEADLINE, by John Sandford. (Putnam.) Dognappers and a murdered reporter	2	3
""	draw the attention of the Minnesota investigator Virgil Flowers.		
""			
5	BEAUTIFUL YOU, by Chuck Palahniuk. (Doubleday.) A Manhattan lawyer	--	1
""	inadvertently becomes a test subject for a line of sex toys.		
""			
6	DESERT GOD, by Wilbur Smith. (Morrow/HarperCollins.) In ancient Egypt, a freed	--	1
""	slave embarks on a journey across Arabia to defeat the Pharaoh’s enemies.		
""			
7	LILA, by Marilynne Robinson. (Farrar, Straus & Giroux.) The difficult early life of	6	3
""	the woman who becomes the wife of the widower and minister John Ames; a back		
""	"story to ""Gilead."""		
""			
8	ALL THE LIGHT WE CANNOT SEE, by Anthony Doerr. (Scribner.) The lives of a	7	25
""	blind French girl and a gadget-obsessed German boy before and during World		
""	War II.		
""			
9	BURN, by James Patterson and Michael Ledwidge. (Little, Brown.) Detective	4	4
""	Michael Bennett, back in New York City, investigates a peculiar crime in Harlem.		
""			
10	SOMEWHERE SAFE WITH SOMEBODY GOOD, by Jan Karon. (Putnam.) The	5	8
""	Mitford character Father Tim finds friends and family wrestling with difficulties.		
""			
11	SHOPAHOLIC TO THE STARS, by Sophie Kinsella. (Dial.) Becky Brandon	--	1
""	relocates to Los Angeles, and is offered a job as a stylist for an actress —		
""	unfortunately, the rival of the actress for whom her husband does P.R.		
""			
12	PERSONAL, by Lee Child. (Delacorte.) Jack Reacher, a former military cop, helps	8	8
""	the State Department and the C.I.A. stop a sniper who has targeted a G8 summit.		
""			
13	SOME LUCK, by Jane Smiley. (Knopf.) The lives of an Iowa farm family between	9	3
""	1920 and 1953; the first volume of a trilogy.		
""			
14	WAIT FOR SIGNS, by Craig Johnson. (Viking.) Twelve short stories offer glimpses	--	1
""	into the life of straight-talking Sheriff Walt Longmire and the world of Absaroka		
""	County, Wyo.		
This	November 9, 2014	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	KILLING PATTON, by Bill O'Reilly and Martin Dugard. (Holt.) The host of “The	1	5
""	O’Reilly Factor” recounts the death of Gen. George S. Patton in December 1945.		
""			
2	NOT THAT KIND OF GIRL, by Lena Dunham. (Random House.) Essays from the	2	4
""	creator and star of “Girls.”		
""			
3	FOOD, by Jim Gaffigan. (Crown Archetype.) The comedian, author of “Dad Is Fat,”	--	1
""	describes his relationship with food.		
""			
4	BEING MORTAL, by Atul Gawande. (Metropolitan/ Holt.) The surgeon and New	4	3
""	Yorker writer considers how doctors fail patients at the end of life, and how they		
""	can do better.		
""			
5	AS YOU WISH, by Cary Elwes with Joe Layden. (Touchstone/Simon & Schuster.)	3	2
""	The making of the movie “The Princess Bride,” 25 years ago.		
""			
6	NEIL PATRICK HARRIS: CHOOSE YOUR OWN AUTOBIOGRAPHY, by Neil	6	2
""	Patrick Harris with David Javerbaum. (Crown Archetype.) The actor’s life story is		
""	structured as a Choose Your Own Adventure book.		
""			
7	THE INNOVATORS, by Walter Isaacson. (Simon & Schuster.) Studies of the	5	3
""	people who created computers and the Internet, beginning in the 1840s.		
""			
8	STOP THE COMING CIVIL WAR, by Michael Savage. (Center Street.) The radio	9	3
""	host urges true patriots to save the country from the machinations of the left.		
""			
9	WHAT IF?, by Randall Munroe. (Houghton Mifflin Harcourt.) Scientific (but often	8	8
""	humorous) answers to hypothetical questions, based in part on the author’s		
""	website, xkcd.com.		
""			
10	JUST MERCY, by Bryan Stevenson. (Spiegel & Grau.) The executive director of	--	1
""	the Equal Justice Initiative in Alabama describes his work in defense of poor		
""	people and the unjustly accused.		
""			
11	WORTHY FIGHTS, by Leon Panetta with Jim Newton. (Penguin Press.) The	7	3
""	writer's experience in the Obama administration as director of the C.I.A. and		
""	secretary of defense.		
""			
12	HOW WE GOT TO NOW, by Steven Johnson. (Riverhead.) A history of innovation	14	4
""	focused on the development of six key technologies of modern life; the companion		
""	volume to a PBS series.		
""			
13	REBEL YELL, by S. C. Gwynne. (Scribner.) The life and career of the Confederate	16	4
""	general Stonewall Jackson.		
""			
14	I AM MALALA, by Malala Yousafzai with Christina Lamb. (Little, Brown.) The	11	38
""	experience of the young Pakistani advocate for women’s education shot by the		
