This	July 4, 2010	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE OVERTON WINDOW, by Glenn Beck. (Threshold Editions/Mercury Radio	--	1
""	Arts, $26.) A public relations executive and the woman he loves fight to expose a		
""	conspiracy to transform America.		
""			
2	THE GIRL WHO KICKED THE HORNET’S NEST, by Stieg Larsson. (Knopf,	1	4
""	$27.95.) The third volume of a trilogy about a Swedish hacker and a journalist.		
""			
3	THE LION, by Nelson DeMille. (Grand Central, $27.99.) John Corey, now a	2	2
""	federal agent, pursues a Libyan terrorist who has returned to America bent on		
""	revenge.		
""			
4	THE PASSAGE, by Justin Cronin. (Ballantine, $27.) More than a hundred years in	3	2
""	the future, a small group resists the vampires who have taken over North America.		
""			
5	WHIPLASH, by Catherine Coulter. (Putnam, 26.95.) The F.B.I. agents Dillon	--	1
""	Savich and Lacey Sherlock help investigate misdeeds at a pharmaceutical		
""	company.		
""			
6	THE HELP, by Kathryn Stockett. (Amy Einhorn/Putnam, $24.95.) A young white	4	64
""	woman and two black maids in 1960s Mississippi.		
""			
7	FRANKENSTEIN: LOST SOULS, by Dean Koontz. (Bantam, $27.) Book 4 in the	--	1
""	reimagining of the classic tale.		
""			
8	THE SPY, by Clive Cussler and Justin Scott. (Putnam, $27.95.) In 1908, a	5	3
""	detective investigates spies who are trying to keep America from developing		
""	dreadnought battleships.		
""			
9	LOWCOUNTRY SUMMER, by Dorothea Benton Frank. (William	--	1
""	Morrow/HarperCollins, $25.99.) In this sequel to “Plantation,” a woman returns		
""	home after her mother’s death to encounter old secrets and lies.		
""			
10	SPIES OF THE BALKANS, by Alan Furst. (Random House, $26.) A police official	--	1
""	in Salonika is surrounded by spies from many nations on the eve of the German		
""	invasion of Greece in 1940.		
""			
11	61 HOURS, by Lee Child. (Delacorte, $28.) Jack Reacher helps the police in a	7	5
""	small South Dakota town protect a witness in a drug trial.		
""			
12	INNOCENT, by Scott Turow. (Grand Central, $27.99.) Turow revisits the	10	7
""	characters from “Presumed Innocent.”		
""			
13	DEAD IN THE FAMILY, by Charlaine Harris. (Ace, $25.95.) Sookie Stackhouse is	6	7
""	exhausted in the aftermath of a Fae war.		
""			
14	THE BOURNE OBJECTIVE, by Eric Van Lustbader. (Grand Central, $27.99.)	14	3
""	Robert Ludlum’s character Jason Bourne matches wits with a vicious Russian		
This	July 4, 2010	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	SH*T MY DAD SAYS, by Justin Halpern. (It Books/HarperCollins, $15.99.) A	1	7
""	coming-of-age memoir organized around the musings, purveyed on Twitter, of the		
""	author’s father.		
""			
2	MEDIUM RAW, by Anthony Bourdain. (Ecco/HarperCollins, $26.99.) The author of	2	2
""	“Kitchen Confidential” looks critically both at the changes in the food and		
""	restaurant culture in the past 10 years and at the people responsible for them.		
""			
3	THE BIG SHORT, by Michael Lewis. (Norton, $27.95.) The people who saw the	4	14
""	real estate crash coming and made billions from their foresight.		
""			
4	THE LAST STAND, by Nathaniel Philbrick. (Viking, $30.) Custer, Sitting Bull and	8	7
""	the Battle of the Little Big Horn.		
""			
5	SPOKEN FROM THE HEART, by Laura Bush. (Scribner, $30.) A memoir from the	3	7
""	former first lady.		
""			
6	WAR, by Sebastian Junger. (Twelve, $26.99.) The intense lives of American	5	6
""	soldiers in a lethal corner of Afghanistan, by the author of “The Perfect Storm.”		
""			
7	CHELSEA CHELSEA BANG BANG, by Chelsea Handler. (Grand Central,	6	15
""	$25.99.) More humorous personal essays from the comedian.		
""			
8	UNCHARTED TERRITORI, by Tori Spelling with Hilary Liftin. (Gallery Books,	--	1
""	$25.) Humorous stories about juggling Hollywood work, marriage and motherhood,		
""	from the author of “Mommywood” and star of “Tori & Dean: Home Sweet		
""	Hollywood.”		
""			
9	THE PACIFIC, by Hugh Ambrose. (NAL Caliber, $26.95.) Stories of Marines and a	11	15
""	Navy pilot during World War II; companion volume for an HBO mini-series.		
""			
10	CHANGE YOUR BRAIN, CHANGE YOUR BODY, by Daniel G. Amen. (Harmony,	7	11
""	$25.99.) Using the brain-body connection to lose weight and avoid depression.		
""			
11	STEINBRENNER, by Bill Madden. (Harper/HarperCollins, $26.99.) A biography of	--	4
""	the New York Yankees owner.		
""			
12	OUTLIERS, by Malcolm Gladwell. (Little, Brown, $27.99.) Why some people	10	82
""	succeed, from the author of “Blink.”		
""			
13	OPERATION MINCEMEAT, by Ben Macintyre. (Harmony, $25.99.) The British	--	5
""	ruse that employed a corpse to fool the Nazis about the invasion of Sicily.		
""			
14	FURIOUS LOVE, by Sam Kashner and Nancy Schoenberger.	--	1
""	(Harper/HarperCollins, $27.99.) Elizabeth Taylor and Richard Burton: the affair,		
""	the marriage, the divorce, the remarriage.		
