This	February 12, 2017	Last	Weeks
Week	Fiction	Week	On List
""			
1	NEVER NEVER, by James Patterson and Candice Fox. (Little, Brown.) Harriet	1	2
""	Blue, a Sydney sex crimes detective, is sent to the outback (the never never) to		
""	investigate the disappearance of a mine worker. The first in a new series.		
""			
2	THE UNDERGROUND RAILROAD, by Colson Whitehead. (Doubleday.) A slave	2	25
""	girl heads toward freedom on the network, envisioned as actual tracks and		
""	tunnels.		
""			
3	THE WHISTLER, by John Grisham. (Doubleday.) A whistleblower alerts a Florida	4	14
""	investigator to judicial corruption involving the Mob and Indian casinos.		
""			
4	TWO BY TWO, by Nicholas Sparks. (Grand Central.) A man who became a single	3	17
""	father when his marriage and business collapsed learns to take a chance on a		
""	new love.		
""			
5	THE GIRL BEFORE, by J. P. Delaney. (Ballantine.) A sadistic architect builds a	--	1
""	modern house that controls its (young, female) inhabitants in this psychological		
""	thriller, soon to be a major motion picture.		
""			
6	THE MISTRESS, by Danielle Steel. (Delacorte.) The beautiful mistress of a	5	4
""	Russian oligarch falls in love with an artist and yearns for freedom.		
""			
7	THE CHEMIST, by Stephenie Meyer. (Little, Brown.) A specialist in chemically	10	12
""	controlled torture, on the run from her former employers, takes on one last job.		
""			
8	SMALL GREAT THINGS, by Jodi Picoult. (Ballantine.) A medical crisis entangles	8	16
""	a black nurse, a white supremacist father and a white lawyer.		
""			
9	POWER GAME, by Christine Feehan. (Berkley.) A supersoldier with enhanced	--	1
""	abilities teams up with a genetically engineered spy in this GhostWalker novel.		
""			
10	DEATH'S MISTRESS, by Terry Goodkind. (Tor/Tom Doherty.) The first book of a	--	1
""	new series, the Nicci Chronicles, centers on a character from the Sword of Truth		
""	fantasy series.		
""			
11	CROSS THE LINE, by James Patterson. (Little, Brown.) Detective Alex Cross and	7	10
""	his wife, Bree, team up to catch a killer causing chaos in Washington, D.C.		
""			
12	BELOW THE BELT, by Stuart Woods. (Putnam.) The New York lawyer Stone	9	4
""	Barrington faces danger when he finds himself in possession of a retired C.I.A.		
""	agent’s explosive memoir.		
""			
13	A GENTLEMAN IN MOSCOW, by Amor Towles. (Viking.) A Russian count	13	11
""	undergoes 30 years of house arrest in the Metropol hotel, across from the Kremlin.		
""			
14	FATAL, by John Lescroart. (Atria.) A happy marriage is menaced by infidelity in a	--	1
""	thriller set in San Francisco.		
This	February 12, 2017	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	HILLBILLY ELEGY, by J. D. Vance. (HarperCollins.) A Yale Law School graduate	1	27
""	looks at the struggles of America’s white working class through his own childhood		
""	in the Rust Belt.		
""			
2	KILLING THE RISING SUN, by Bill O'Reilly and Martin Dugard. (Holt.) The host of	3	20
""	“The O’Reilly Factor” recounts the final years of World War II.		
""			
3	THREE DAYS IN JANUARY, by Bret Baier with Catherine Whitney.	2	3
""	(Morrow/HarperCollins.) Eisenhower’s farewell address and his role in the		
""	Kennedy transition.		
""			
4	THE MAGNOLIA STORY, by Chip Gaines and Joanna Gaines with Mark	4	15
""	Dagostino. (W Publishing/Thomas Nelson.) The lives of the couple who star in the		
""	HGTV show “Fixer Upper.”		
""			
5	THE BOOK OF JOY, by Dalai Lama and Desmond Tutu. (Avery.) A discussion	5	15
""	between two spiritual leaders about how to find joy in the face of suffering.		
""			
6	THE UNDOING PROJECT, by Michael Lewis. (Norton.) How the psychologists	6	8
""	Daniel Kahneman and Amos Tversky upended assumptions about the decision-		
""	making process and invented the field of behavioral economics.		
""			
7	THE LOST CITY OF THE MONKEY GOD, by Douglas Preston. (Grand Central.)	9	4
""	A frightening search for a lost civilization in the Honduran rain forest.		
""			
8	HIDDEN FIGURES, by Margot Lee Shetterly. (Morrow/HarperCollins.) The black	10	4
""	women mathematicians who worked at then-segregated NASA. The basis of the		
""	movie.		
""			
9	WHEN BREATH BECOMES AIR, by Paul Kalanithi. (Random House.) A memoir	11	48
""	by a physician who received a diagnosis of Stage IV lung cancer at the age of 36.		
""			
10	BETWEEN THE WORLD AND ME, by Ta-Nehisi Coates. (Spiegel & Grau.) A	13	70
""	meditation on race in America.		
""			
11	THE PRINCESS DIARIST, by Carrie Fisher. (Blue Rider.) Recollections of life on	7	5
""	the set of the first Star Wars movie by the actress and writer, who died in		
""	December.		
""			
12	TEARS WE CANNOT STOP, by Michael Eric Dyson. (St. Martin's.) A frank and	8	2
""	searing discussion of race.		
""			
13	THANK YOU FOR BEING LATE, by Thomas L. Friedman. (Farrar, Straus &	14	10
""	Giroux.) How globalization, climate change and the accelerating pace of		
""	technology are are reshaping the world, and what we can do about it.		
""			
14	BORN A CRIME, by Trevor Noah. (Spiegel & Grau.) A memoir about growing up	15	11
