This	January 15, 2006	Last	Weeks
Week	Fiction	Week	On List
""			
1	“S” IS FOR SILENCE, by Sue Grafton. (Marian Wood/Putnam, $26.95.) Kinsey	3	4
""	Millhone searches for a woman who disappeared 34 years ago.		
""			
2	THE DA VINCI CODE, by Dan Brown. (Doubleday, $24.95.) A murder at the	2	145
""	Louvre leads to a trail of clues found in the work of Leonardo and to the discovery		
""	of a secret society.		
""			
3	MARY, MARY, by James Patterson. (Little, Brown, $27.95.) The F.B.I. agent Alex	1	7
""	Cross tracks a Hollywood killer who announces the crimes via e-mail.		
""			
4	AT FIRST SIGHT, by Nicholas Sparks. (Warner, $24.95.) The young couple from	4	11
""	"""True Believer,"" who are now expecting a child, receive a disturbing message."		
""			
5	EVERY BREATH YOU TAKE, by Judith McNaught. (Ballantine, $25.95.) When the	--	1
""	grandson of a Chicago philanthropist disappears, suspicion falls on the wrong		
""	man.		
""			
6	ON THE RUN, by Iris Johansen. (Bantam, $26.) A little girl and her mother, a	--	1
""	gifted horse trainer who once worked for the C.I.A., are targeted by a Middle		
""	Eastern magnate.		
""			
7	PREDATOR, by Patricia Cornwell. (Putnam, $26.95.) On the trail of a possible	6	10
""	serial killer, Dr. Kay Scarpetta turns to a jailed psychopath for advice.		
""			
8	TURNING ANGEL, by Greg Iles. (Scribner, $25.95.) To defend a friend wrongly	--	1
""	accused of murder, a Mississippi lawyer must investigate the secret lives of local		
""	prep school students.		
""			
9	LIGHT FROM HEAVEN, by Jan Karon. (Viking, $26.95.) Father Tim's bishop asks	11	8
""	him to revive a long-closed mountain church; the final novel in the Mitford series.		
""			
10	CHRIST THE LORD: OUT OF EGYPT, by Anne Rice. (Knopf, $25.95.) What	9	9
""	happened in Bethlehem; a story narrated by a 7-year-old who discovers that he is		
""	the Prince of Peace.		
""			
11	THE LIGHTHOUSE, by P. D. James. (Knopf, $25.95.) Commander Adam	10	6
""	Dalgliesh is called in to solve a murder (or two) on a remote Cornish island.		
""			
12	THE CAMEL CLUB, by David Baldacci. (Warner, $26.95.) A group of eccentric	8	10
""	conspiracy theorists stumbles across an actual plot reaching to the highest levels		
""	of government.		
""			
13	AMAZING PEACE, by Maya Angelou. (Random House, $9.95.) A poem read at the	5	4
""	lighting of the White House Christmas tree in December 2005.		
""			
14	SON OF A WITCH, by Gregory Maguire. (ReganBooks/HarperCollins, $26.95.) Liir	12	14
""	"makes his way through the dangerous land of Oz; a sequel to ""Wicked."""		
This	January 15, 2006	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	OUR ENDANGERED VALUES, by Jimmy Carter. (Simon & Schuster, $25.) The	4	9
""	former president warns against blurring politics and fundamentalist religion.		
""			
2	THE WORLD IS FLAT, by Thomas L. Friedman. (Farrar, Straus & Giroux, $27.50.)	6	39
""	A columnist for The New York Times analyzes 21st-century economics and foreign		
""	policy and presents an overview of globalization trends.		
""			
3	TEAM OF RIVALS, by Doris Kearns Goodwin. (Simon & Schuster, $35.) The	1	10
""	political genius of Abraham Lincoln, revealed in his relationship with his cabinet,		
""	"from the author of ""No Ordinary Time."""		
""			
4	MARLEY & ME, by John Grogan. (Morrow, $21.95.) A newspaper columnist and	3	11
""	his wife learn some life lessons from their neurotic dog.		
""			
5	THE YEAR OF MAGICAL THINKING, by Joan Didion. (Knopf, $23.95.) The	7	13
""	author's attempts to come to terms with the death of her husband and the grave		
""	illness of their only daughter.		
""			
6	"TEACHER MAN, by Frank McCourt. (Scribner, $26.) The author of ""Angela's"	2	7
""	"Ashes"" remembers his years teaching high school English in New York City."		
""			
7	1776, by David McCullough. (Simon & Schuster, $32.) An account of America's	5	32
""	founding year by the Pulitzer Prize-winning author, focusing on the inexperienced		
""	George Washington and heroic citizen soldiers.		
""			
8	FREAKONOMICS, by Steven D. Levitt and Stephen J. Dubner. (Morrow, $25.95.)	8	38
""	A maverick scholar applies economic thinking to everything from sumo wrestlers		
""	who cheat to legalized abortion and the falling crime rate.		
""			
9	MY FRIEND LEONARD, by James Frey. (Riverhead, $24.95.) The author of the	11	13
""	"addiction memoir ""A Million Little Pieces"" remembers a helpful mobster friend."		
""			
10	"BLINK, by Malcolm Gladwell. (Little, Brown, $25.95.) The author of ""The Tipping"	14	48
""	"Point"" explores the importance of hunch and instinct to the workings of the mind."		
""			
11	700 SUNDAYS, by Billy Crystal. (Warner, $21.95.) A childhood memoir from the	--	7
""	actor and entertainer, based on his Tony-winning play.		
""			
12	THE TRUTH (WITH JOKES), by Al Franken. (Dutton, $25.95.) A comic attack on	9	10
""	"the Bush administration from the author of ""Lies (and the Lying Liars Who Tell"		
""	"Them)."""		
""			
13	THE CITY OF FALLING ANGELS, by John Berendt. (Penguin, $25.95.) The author	15	12
""	"of ""Midnight in the Garden of Good and Evil"" investigates a fire in Venice."		
""			
14	TALK TO THE HAND, by Lynne Truss. (Gotham, $20.) An argument against	--	2
""	"rudeness and antisocial behavior from the author of ""Eats, Shoots & Leaves."""		
