This	March 4, 2012	Last	Weeks
Week	Fiction	Week	On List
""			
1	PRIVATE GAMES, by James Patterson and Mark Sullivan. (Little, Brown, $27.99.)	--	1
""	Peter Knight, a member of the Private investigative firm, pursues a murderer who is		
""	trying to destroy the London Olympics.		
""			
2	KILL SHOT, by Vince Flynn. (Emily Bestler/Atria, $27.99.) A C.I.A. super-agent	1	2
""	hunting down perpetrators of the Pan Am Lockerbie bombing, finds himself caught		
""	in a dangerous trap.		
""			
3	THE WOLF GIFT, by Anne Rice. (Knopf, $25.95.) The making of a modern	--	1
""	werewolf.		
""			
4	I'VE GOT YOUR NUMBER, by Sophie Kinsella. (Dial, $26.) A frazzled bride-to-be	--	1
""	creates havoc when she appropriates a cellphone she found in the trash.		
""			
5	DEFENDING JACOB, by William Landay. (Delacorte, $26.) An assistant district	3	3
""	attorney’s life is shaken when his 14-year-old son is accused of murder.		
""			
6	11/22/63, by Stephen King. (Scribner, $35.) A teacher travels back to 1958 by way	5	15
""	of a time portal in a Maine diner.		
""			
7	DEATH COMES TO PEMBERLEY, by P. D. James. (Knopf, $25.95.) Elizabeth	6	11
""	"Bennet and her husband, Darcy, of ""Pride and Prejudice,"" must deal with a murder."		
""			
8	PRIVATE: #1 SUSPECT, by James Patterson and Maxine Paetro. (Little, Brown,	4	7
""	$27.99.) Jack Morgan, a former Marine and the head of an investigative firm, is		
""	accused of murder.		
""			
9	HOME FRONT, by Kristin Hannah. (St. Martin’s, $27.99.) A woman’s husband and	7	3
""	children are challenged when she is deployed to Iraq.		
""			
10	CATCH ME, by Lisa Gardner. (Dutton, $26.95.) A woman asks the Boston detective	2	2
""	D.D. Warren to prevent her being murdered in four days’ time.		
""			
11	THE GIRL WHO KICKED THE HORNET’S NEST, by Stieg Larsson. (Knopf,	9	79
""	$27.95.) The third volume of the Millennium trilogy, about a Swedish hacker and a		
""	journalist.		
""			
12	THE HOUSE I LOVED, by Tatiana de Rosnay. (St. Martin’s, $25.99.) A widow	--	1
""	defends her house, which is slated to be torn down during Baron Haussmann’s		
""	modernization of Paris in the 1860s.		
""			
13	A DANCE WITH DRAGONS, by George R. R. Martin. (Bantam, $35.) After a	13	29
""	"colossal battle, the Seven Kingdoms face new threats; Book 5 of ""A Song of Ice and"		
""	"Fire."""		
""			
14	TAKEN, by Robert Crais. (Putnam, $26.95.) It’s Joe Pike to the rescue when Elvis	8	4
""	Cole is seized by human traffickers.		
This	March 4, 2012	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	AMERICAN SNIPER, by Chris Kyle with Scott McEwen and Jim DeFelice.	3	7
""	(Morrow/HarperCollins, $26.99.) A member of the Navy SEALs discusses his		
""	childhood, his marriage and his battlefield experiences during the Iraq war.		
""			
2	AMERITOPIA, by Mark R. Levin. (Threshold Editions, $26.99.) A talk-show host	1	5
""	and president of Landmark Legal Foundation surveys the history of utopias and		
""	warns that Americans must choose between utopianism and liberty.		
""			
3	KILLING LINCOLN, by Bill O'Reilly and Martin Dugard. (Holt, $28.) The heart-	5	21
""	stopping events surrounding the assassination of Abraham Lincoln.		
""			
4	STEVE JOBS, by Walter Isaacson. (Simon & Schuster, $35.) A biography of the	4	17
""	recently deceased entrepreneur who was the visionary of Apple.		
""			
5	BEHIND THE BEAUTIFUL FOREVERS, by Katherine Boo. (Random House, $27.)	9	2
""	A journalist reports on families striving for better lives in a Mumbai slum.		
""			
6	ONCE UPON A SECRET, by Mimi Alford. (Random House, $25.) A former White	7	2
""	House intern recounts her affair with John F. Kennedy.		
""			
7	QUIET, by Susan Cain. (Crown, $26.) Introverts — one-third of the population —	6	4
""	are undervalued in American society.		
""			
8	BRINGING UP BÉBÉ, by Pamela Druckerman. (Penguin Press, $25.95.) An	8	2
""	American mother discovers the principles of French parenting.		
""			
9	UNBROKEN, by Laura Hillenbrand. (Random House, $27.) An Olympic runner's	10	66
""	story of survival as a prisoner of the Japanese in World War II.		
""			
10	HILARITY ENSUES, by Tucker Max. (Blue Heeler Books, $25.99.) More stories	2	2
""	from a life of serial debauchery.		
""			
11	"COMING APART, by Charles Murray. (Crown Forum, $27.) The author of ""The"	13	3
""	"Bell Curve"" explores the state of white America, 1960-2010."		
""			
12	THROUGH MY EYES, by Tim Tebow with Nathan Whitaker. (HarperCollins,	11	24
""	$26.99.) The Broncos quarterback chronicles his personal and professional		
""	course.		
""			
13	THINKING, FAST AND SLOW, by Daniel Kahneman. (Farrar, Straus & Giroux,	12	17
""	$30.) The winner of the Nobel in economic science discusses how we make		
""	choices in business and personal life and when we can and cannot trust our		
""	intuitions.		
""			
14	THAT WOMAN, by Anne Sebba. (St. Martin’s, $27.99.) The life of Wallis Warfield	--	1
""	Simpson, for whom Edward VIII gave up his throne.		
