This	April 10, 2011	Last	Weeks
Week	Fiction	Week	On List
""			
1	LIVE WIRE, by Harlan Coben. (Dutton, $27.95.) Myron Bolitar’s search for a	--	1
""	missing rock star leads to questions about his own missing brother.		
""			
2	TOYS, by James Patterson and Neil McMahon. (Little, Brown, $27.99.) Hays	1	2
""	Baker, a top operative for the Agency of Change and a national hero, suddenly		
""	finds himself a hunted fugitive who must fight to save humans from extinction.		
""			
3	THE SATURDAY BIG TENT WEDDING PARTY, by Alexander McCall Smith.	--	1
""	(Pantheon, $24.95.) The 12th novel in the No. 1 Ladies’ Detective Agency series.		
""			
4	SING YOU HOME, by Jodi Picoult. (Atria, $28.) Picoult takes on the issue of gay	2	4
""	rights in this novel about a music therapist who desperately wants a child; CD of		
""	songs included.		
""			
5	NIGHT ROAD, by Kristin Hannah. (St. Martin's, $27.99.) Three teenagers make a	--	1
""	calamitous decision that changes the course of their lives.		
""			
6	A LESSON IN SECRETS, by Jacqueline Winspear. (Harper/HarperCollins,	--	1
""	$25.99.) In the summer of 1932, Maisie Dobbs’s first assignment for the British		
""	secret service takes her undercover to Cambridge as a professor.		
""			
7	THE JUNGLE, by Clive Cussler with Jack Du Brul. (Putnam, $27.95.) Juan	3	3
""	Cabrillo and the crew of the Oregon undertake rescue operations from		
""	Afghanistan to Myanmar.		
""			
8	THE GIRL WHO KICKED THE HORNET’S NEST, by Stieg Larsson. (Knopf,	4	44
""	$27.95.) The third volume of the Millennium trilogy, about a Swedish hacker and a		
""	journalist.		
""			
9	THE TIGER’S WIFE, by Tea Obreht. (Random House, $25.) In an unnamed	6	3
""	Balkan country, Natalia, a young doctor, investigates the mysterious		
""	circumstances surrounding her beloved grandfather’s death.		
""			
10	COLD WIND, by C. J. Box. (Putnam, $25.95.) Joe Pickett, a Wyoming game	--	1
""	warden, must try to prove that his mother-in-law isn’t guilty of murdering her fifth		
""	husband.		
""			
11	THE PEACH KEEPER, by Sarah Addison Allen. (Bantam, $25.) Two women are	--	1
""	thrust into an unlikely friendship when one of them restores a formerly grand		
""	Southern home, with plans to open an inn.		
""			
12	BREAKING THE RULES, by Suzanne Brockmann. (Ballantine, $26.) Izzy Zanella	--	1
""	and his estranged wife are beginning to mend their marriage when they are caught		
""	up in the turmoil of a runaway fleeing a crime ring.		
""			
13	DECEIVED, by Paul S. Kemp. (Ballantine, $27.) The second novel set in the Old	--	1
""	Republic era and based on the “Star Wars” videogame from BioWare and		
This	April 10, 2011	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	UNBROKEN, by Laura Hillenbrand. (Random House, $27.) An Olympic runner’s	2	19
""	story of survival as a prisoner of the Japanese in World War II.		
""			
2	THE SOCIAL ANIMAL, by David Brooks. (Random House, $27.) Brooks creates two	4	3
""	imaginary people, Harold and Erica, to illustrate his understanding of the human		
""	mind, the wellsprings of action and the causes of success and failure.		
""			
3	RED, by Sammy Hagar with Joel Selvin. (It Books/HarperCollins, $26.99.) Hagar	1	2
""	tells of his tear through rock, from his first break with Montrose to his role as the		
""	front man of Van Halen.		
""			
4	MOONWALKING WITH EINSTEIN, by Joshua Foer. (Penguin Press, $26.95.) A	3	3
""	journalist who covered a mnemonics championship tries competing himself.		
""			
5	UNFAMILIAR FISHES, by Sarah Vowell. (Riverhead, $25.95.) A wry look at the odd	--	1
""	and exceptional history of Hawaii.		
""			
6	PHYSICS OF THE FUTURE, by Michio Kaku. (Doubleday, $28.95.) Kaku examines	7	2
""	innovative developments in medicine, computers, quantum physics and space		
""	travel.		
""			
7	JESUS OF NAZARETH, by Joseph Ratzinger. (Ignatius Press, $24.95.) Pope	5	3
""	Benedict XVI challenges readers to grapple with the meaning of Jesus’ life.		
""			
8	BLOOD, BONES, AND BUTTER, by Gabrielle Hamilton. (Random House, $26.) A	9	4
""	memoir by the chef and owner of the Manhattan restaurant Prune.		
""			
9	DECISION POINTS, by George W. Bush. (Crown, $35.) The former president’s	6	20
""	memoir discusses his Christianity, the end of his drinking and his decisions on 9/11,		
""	Iraq and Katrina.		
""			
10	CLEOPATRA, by Stacy Schiff. (Little, Brown, $29.99.) A biography of the last queen	8	21
""	of ancient Egypt.		
""			
11	THE INFORMATION, by James Gleick. (Pantheon, $29.95.) Gleick argues that	11	3
""	information is “the blood and the fuel, the vital principle” of the world.		
""			
12	THE DRESSMAKER OF KHAIR KHANA, by Gayle Tzemach Lemmon.	--	2
""	(Harper/HarperCollins, $24.99.) The story of a woman who started a successful		
""	business in Afghanistan.		
""			
13	LOST AND FOUND, by Geneen Roth. (Viking, $25.95.) An examination of the	--	1
""	relationship between money and love, money and success, and money and		
""	happiness.		
""			
14	BATTLE HYMN OF THE TIGER MOTHER, by Amy Chua. (Penguin Press, $25.95.)	12	11
""	A Chinese-American mother makes a case for strict and demanding parenting.		
