This	May 26, 2013	Last	Weeks
Week	Fiction	Week	On List
""			
1	DEAD EVER AFTER, by Charlaine Harris. (Ace.) The telepathic waitress Sookie	--	1
""	Stackhouse searches for the truth about the death of the former barmaid Arlene.		
""			
2	SILKEN PREY, by John Sandford. (Putnam.) Lucas Davenport is drawn into the	--	1
""	investigation of a Minnesota political scandal and the disappearance of an		
""	operative.		
""			
3	12TH OF NEVER, by James Patterson and Maxine Paetro. (Little, Brown.) One	1	2
""	week after the birth of her baby, Detective Lindsay Boxer must return to work to		
""	investigate a string of grisly murders; a Women’s Murder Club novel.		
""			
4	THE HIT, by David Baldacci. (Grand Central.) The government hitman Will Robie	2	3
""	uncovers a serious threat as he attempts to take out a fellow assassin who has		
""	gone rogue.		
""			
5	A STEP OF FAITH, by Richard Paul Evans. (Simon & Schuster.) In the fourth	--	1
""	book of the “Walk” series, Alan faces new challenges on his walk to Key West.		
""			
6	A DELICATE TRUTH, by John le Carré. (Viking.) A young man investigates a	--	1
""	private-public antiterrorist operation, supposedly a great success but actually a		
""	disaster.		
""			
7	WHISKEY BEACH, by Nora Roberts. (Putnam.) A former criminal attorney who	3	4
""	has been acquitted of his wife’s murder retreats to his family home on a New		
""	England cliff.		
""			
8	GONE GIRL, by Gillian Flynn. (Crown.) A woman disappears on her fifth	7	49
""	anniversary; is her husband a killer?		
""			
9	DADDY'S GONE A HUNTING, by Mary Higgins Clark. (Simon & Schuster.) Two	6	5
""	sisters are threatened by a dark secret from their family's past.		
""			
10	ROBERT B. PARKER'S WONDERLAND, by Ace Atkins. (Putnam.) Spenser	--	1
""	uncovers plans to build a huge casino north of Boston; a continuation of the series		
""	by Parker, who died in 2010.		
""			
11	LIFE AFTER LIFE, by Kate Atkinson. (Little, Brown.) A woman appears in different	9	6
""	versions of the same events, centered on World War II.		
""			
12	BEST KEPT SECRET, by Jeffrey Archer. (St. Martin's.) In Volume 3 of the Clifton	4	2
""	Chronicles, the focus shifts to a new generation — Sebastian, the son of Harry		
""	and Emma Clifton.		
""			
13	PARIS, by Edward Rutherfurd. (Doubleday.) Characters real and imaginary in the	10	3
""	City of Light.		
""			
14	NOS4A2, by Joe Hill. (Morrow/HarperCollins.) A brave biker chick is pitted against	5	2
This	May 26, 2013	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	HAPPY, HAPPY, HAPPY, by Phil Robertson with Mark Schlabach. (Howard	--	1
""	Books.) The Duck Commander pays tribute to “faith, family and ducks.”		
""			
2	LEAN IN, by Sheryl Sandberg with Nell Scovell. (Knopf.) The chief operating	1	9
""	officer of Facebook urges women to pursue their careers without ambivalence.		
""			
3	LET'S EXPLORE DIABETES WITH OWLS, by David Sedaris. (Little, Brown.)	2	3
""	Essays from the humorist on subjects like French dentistry and a North Carolina		
""	Costco.		
""			
4	COOKED, by Michael Pollan. (Penguin Press.) The writer masters recipes and	4	3
""	argues that regaining control of cooking will make Americans healthier.		
""			
5	DAD IS FAT, by Jim Gaffigan. (Crown Archetype.) Life with five kids in a two-	--	1
""	bedroom New York City apartment.		
""			
6	WAITING TO BE HEARD, by Amanda Knox. (Harper.) Knox, who was convicted	3	2
""	of the murder of her roommate in 2009 when she was an American student in		
""	Italy, a conviction that was overturned in 2011, tells her story.		
""			
7	THE DUCK COMMANDER FAMILY, by Willie and Korie Robertson with Mark	9	6
""	Schlabach. (Howard Books.) Behind the scenes at the A&E show “Duck Dynasty.”		
""			
8	OBSESSED, by Mika Brzezinski with Diane Smith. (Weinstein.) The “Morning Joe”	--	1
""	co-host discusses the obesity epidemic and her own struggles around food.		
""			
9	BUNKER HILL, by Nathaniel Philbrick. (Viking.) Eighteen months in pre-	6	2
""	Revolutionary Boston, and the events leading up to the Battle of Bunker Hill.		
""			
10	KEEP IT PITHY, by Bill O'Reilly. (Crown Archetype.) A “highlight reel” of previous	--	1
""	writings, updated, from the host of “The O’Reilly Factor.”		
""			
11	MOM & ME & MOM, by Maya Angelou. (Random House.) The developing	14	6
""	reconciliation between the poet and her mother, who sent her to live with her		
""	grandmother at age 3.		
""			
12	CARRIE AND ME, by Carol Burnett. (Simon & Schuster.) The comedian recalls	8	5
""	her oldest daughter, who died in 2002.		
""			
13	MY BELOVED WORLD, by Sonia Sotomayor. (Knopf.) The Supreme Court justice	--	15
""	recalls growing up in the Bronx, attending Princeton and becoming a federal		
""	judge.		
""			
14	SAVING ITALY, by Robert M. Edsel. (Norton.) The Allied effort to prevent the	--	1
""	retreating German Army from stealing the treasures of Italian art.		
""			
15	I'LL SEE YOU AGAIN, by Jackie Hance with Janice Kaplan. (Gallery Books.) The	15	3
