This	June 13, 2010	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE GIRL WHO KICKED THE HORNET’S NEST, by Stieg Larsson. (Knopf,	--	1
""	$27.95.) The third volume of a trilogy about a Swedish hacker and a journalist.		
""			
2	DEAD IN THE FAMILY, by Charlaine Harris. (Ace, $25.95.) Sookie Stackhouse is	3	4
""	exhausted in the aftermath of a Fae war.		
""			
3	61 HOURS, by Lee Child. (Delacorte, $28.) Jack Reacher helps the police in a	1	2
""	small South Dakota town protect a witness in a drug trial.		
""			
4	THE HELP, by Kathryn Stockett. (Amy Einhorn/Putnam, $24.95.) A young white	4	61
""	woman and two black maids in 1960s Mississippi.		
""			
5	STORM PREY, by John Sandford. (Putnam, $27.95.) Lucas Davenport’s wife is a	2	2
""	witness to a botched robbery and murder in the 20th novel in the “Prey” series.		
""			
6	INNOCENT, by Scott Turow. (Grand Central, $27.99.) Turow revisits the	5	4
""	characters from “Presumed Innocent.”		
""			
7	HEART OF THE MATTER, by Emily Giffin. (St. Martin’s, $26.99.) The lives of two	6	3
""	women — one married to a pediatric plastic surgeon, the other a lawyer and single		
""	mother — converge after an accident involving the lawyer’s son.		
""			
8	ALLIES, by Christie Golden. (Del Rey/Ballantine, $27.) The Skywalkers and the	--	1
""	Sith undertake an unprecedented joint mission; a “Star Wars: Fate of the Jedi”		
""	book.		
""			
9	BLOCKADE BILLY, by Stephen King. (Scribner, $14.99.) A tale about the dark	--	1
""	side of baseball, circa 1957.		
""			
10	THE 9TH JUDGMENT, by James Patterson and Maxine Paetro. (Little, Brown,	7	5
""	$27.99.) Detective Lindsay Boxer pursues a killer who’s preying on women and		
""	children.		
""			
11	FEVER DREAM, by Douglas Preston and Lincoln Child. (Grand Central, $26.99.)	8	3
""	The F.B.I. agent Aloysius Pendergast, who has long thought that his wife was		
""	killed in an accident, learns that she was actually murdered.		
""			
12	DELIVER US FROM EVIL, by David Baldacci. (Grand Central, $27.99.) Two	9	6
""	agents are tracking the same man, a human trafficker who is now dealing in		
""	nuclear arms.		
""			
13	DANGEROUS, by Diana Palmer. (HQN, $24.95.) A Texas F.B.I. agent falls in love	--	1
""	with a woman with a past.		
""			
14	THE IMPERFECTIONISTS, by Tom Rachman. (Dial, $25.) Goings-on among the	14	4
""	staff of an English-language newspaper in Rome.		
This	June 13, 2010	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	SPOKEN FROM THE HEART, by Laura Bush. (Scribner, $30.) A memoir from the	1	4
""	former first lady.		
""			
2	TO SAVE AMERICA, by Newt Gingrich with Joe DeSantis. (Regnery, $29.95.)	5	2
""	Reversing President Obama‘s policies, by the former speaker of the House of		
""	Representatives.		
""			
3	THE BIG SHORT, by Michael Lewis. (Norton, $27.95.) The people who saw the	3	11
""	real estate crash coming and made billions from their foresight.		
""			
4	SH*T MY DAD SAYS, by Justin Halpern. (It Books/HarperCollins, $15.99.) A	7	4
""	coming-of-age memoir organized around the musings, purveyed on Twitter, of the		
""	author’s father.		
""			
5	WAR, by Sebastian Junger. (Twelve, $26.99.) The intense lives of American	2	3
""	soldiers in a lethal corner of Afghanistan, by the author of “The Perfect Storm.”		
""			
6	CHELSEA CHELSEA BANG BANG, by Chelsea Handler. (Grand Central,	6	12
""	$25.99.) More humorous personal essays from the comedian.		
""			
7	THE PROMISE, by Jonathan Alter. (Simon & Schuster, $28.) A detailed look at	4	2
""	President Obama’s decision-making process on issues like health care and the		
""	Afghanistan war.		
""			
8	THE LAST STAND, by Nathaniel Philbrick. (Viking, $30.) Custer, Sitting Bull and	8	4
""	the Battle of the Little Big Horn.		
""			
9	OUTLIERS, by Malcolm Gladwell. (Little, Brown, $27.99.) Why some people	12	79
""	succeed, from the author of “Blink.”		
""			
10	THE MANCHURIAN PRESIDENT, by Aaron Klein with Brenda J. Elliott. (WND,	--	1
""	$25.95.) President Obama’s life and campaigns are sifted for Communist and		
""	socialist ties.		
""			
11	STEINBRENNER, by Bill Madden. (Harper/HarperCollins, $26.99.) A biography of	11	3
""	the New York Yankees owner.		
""			
12	THE IMMORTAL LIFE OF HENRIETTA LACKS, by Rebecca Skloot. (Crown,	--	16
""	$26.) The story of the woman whose cancer cells were cultured without her		
""	permission in 1951.		
""			
13	LAST CALL, by Daniel Okrent. (Scribner, $30.) The rise and fall of Prohibition.	--	1
""			
14	OPERATION MINCEMEAT, by Ben Macintyre. (Harmony, $25.99.) The British	9	3
""	ruse that employed a corpse to fool the Nazis about the invasion of Sicily.		
""			
15	CRISIS ECONOMICS, by Nouriel Roubini and Stephen Mihm. (Penguin Press,	14	3
