This	October 17, 2010	Last	Weeks
Week	Fiction	Week	On List
""			
1	FALL OF GIANTS, by Ken Follett. (Dutton, $36.) Five interrelated families from	--	1
""	five countries are caught in the upheavals of World War I and the Russian		
""	Revolution. Book 1 of the Century trilogy.		
""			
2	DON'T BLINK, by James Patterson and Howard Roughan. (Little Brown, $27.99.)	--	1
""	After a gruesome murder in a New York steak house, a reporter finds himself		
""	involved in a war between the Italian mob and the Russian mafia.		
""			
3	FREEDOM, by Jonathan Franzen. (Farrar, Straus & Giroux, $28.) A family of	1	5
""	"Midwestern liberals during the Bush years; by the author of ""The Corrections."""		
""			
4	SAFE HAVEN, by Nicholas Sparks. (Grand Central, $25.99.) The arrival of a	2	3
""	mysterious young woman in a small North Carolina town raises questions about		
""	her past.		
""			
5	SQUIRREL SEEKS CHIPMUNK, by David Sedaris. (Little Brown, $21.99.) The	--	1
""	humorist looks at human nature through stories with animals as characters.		
""			
6	THE GIRL WHO KICKED THE HORNET’S NEST, by Stieg Larsson. (Knopf,	3	19
""	$27.95.) The third volume of a trilogy about a Swedish hacker and a journalist.		
""			
7	NAKED HEAT, by Richard Castle. (Hyperion, $24.99.) Nikki Heat’s latest murder	--	1
""	investigation is complicated by a reunion with the journalist Jameson Rook.		
""			
8	LEGACY, by Danielle Steel. (Delacorte, $28.) A writer’s stunning family discovery	--	1
""	leads to Paris, the French aristocracy and a mysterious Sioux ancestor.		
""			
9	BAD BLOOD, by John Sandford. (Putnam, $27.95.) Virgil Flowers is summoned to	4	2
""	investigate a monstrous multigenerational conspiracy.		
""			
10	THE HELP, by Kathryn Stockett. (Amy Einhorn/Putnam, $24.95.) A young white	7	79
""	woman and two black maids in 1960s Mississippi.		
""			
11	WICKED APPETITE, by Janet Evanovich. (St. Martin’s, $27.99.) A dangerous	6	3
""	man needs Elizabeth Tucker’s help to find an ancient power source.		
""			
12	ROOM, by Emma Donoghue. (Little, Brown, $24.99.) A mother’s prison is her	9	3
""	young son’s entire world.		
""			
13	GETTING TO HAPPY, by Terry McMillan. (Viking, $27.95.) Revisiting the four	11	4
""	"women from “Waiting to Exhale,"" 15 years later."		
""			
14	CALL ME MRS. MIRACLE, by Debbie Macomber. (Mira, $16.95.) Working in the	--	1
""	toy section of a department store, Emily Merkle is called upon to engineer some		
""	Christmas miracles.		
""			
15	MINI SHOPAHOLIC, by Sophie Kinsella. (Dial, $25.) Keeping a surprise party on	5	2
This	October 17, 2010	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	OBAMA'S WARS, by Bob Woodward. (Simon & Schuster, $30.) How decisions	--	1
""	were made on the war in Afghanistan, the campaign in Pakistan and the fight		
""	against terrorism.		
""			
2	EARTH (THE BOOK), by Jon Stewart, David Javerbaum, Rory Albanese, Steve	1	2
""	Bodow and Josh Lieb. (Grand Central, $27.99.) A visitor’s guide to the human		
""	"race, presented by ""The Daily Show."""		
""			
3	ASSHOLES FINISH FIRST, by Tucker Max. (Gallery, $25.99.) Stories of bad	--	1
""	decisions, debauchery and sexual recklessness.		
""			
4	THE ROOTS OF OBAMA'S RAGE, by Dinesh D'Souza. (Regnery, $27.95.)	--	1
""	D’Souza argues that Obama’s policies are defined by the anti-colonialist		
""	sentiments of his father.		
""			
5	THE GRAND DESIGN, by Stephen Hawking and Leonard Mlodinow. (Bantam,	2	4
""	$28.) Central questions of philosophy and science, from the author of “A Brief		
""	History of Time.”		
""			
6	PINHEADS AND PATRIOTS, by Bill O'Reilly. (Morrow/HarperCollins, $27.99.) The	3	3
""	Fox News commentator scrutinizes the meaning of change in the era of Obama.		
""			
7	OPERATION DARK HEART, by Anthony Shaffer. (Thomas Dunne, $25.99.) An	--	1
""	intelligence officer discusses the role of spycraft and special operations in		
""	Afghanistan.		
""			
8	SH*T MY DAD SAYS, by Justin Halpern. (It Books/HarperCollins, $15.99.) A	4	22
""	coming-of-age memoir organized around the musings, purveyed on Twitter, of the		
""	author’s father.		
""			
9	EVEN SILENCE HAS AN END, by Ingrid Betancourt. (Penguin Press, $29.95.)	6	2
""	Betancourt, a Colombian presidential candidate at the time, was kidnapped by		
""	leftist guerrillas in 2002 and held for six years.		
""			
10	CRIMES AGAINST LIBERTY, by David Limbaugh. (Regnery, $29.95.) A political	7	6
""	indictment of Obama’s presidency.		
""			
11	WHITE HOUSE DIARY, by Jimmy Carter. (Farrar, Straus & Giroux, $30.) The	5	2
""	diary Carter kept during his presidency, with annotations.		
""			
12	THE WAVE, by Susan Casey. (Doubleday, $27.95.) Giant oceanic waves and the	8	3
""	scientists and surfers who love them.		
""			
13	A JOURNEY, by Tony Blair. (Knopf, $35.) A memoir by the former British prime	9	5
""	minister.		
""			
14	GROWING UP LAUGHING, by Marlo Thomas. (Hyperion, $26.99.) The actress-	--	1
