This	August 3, 2014	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE BOOK OF LIFE, by Deborah Harkness. (Viking.) In the conclusion to the All	--	1
""	Souls trilogy, the Oxford scholar/witch Diana Bishop and the vampire geneticist		
""	Matthew Clairmont return from Elizabethan London to the present.		
""			
2	THE HEIST, by Daniel Silva. (Harper.) Gabriel Allon, an art restorer and occasional	--	1
""	spy for the Israeli secret service, must track down a famous missing painting by		
""	Caravaggio.		
""			
3	ACT OF WAR, by Brad Thor. (Emily Bestler/Atria.) The counterterrorism operative	1	2
""	Scot Harvath undertakes two dangerous missions as America faces an imminent		
""	attack.		
""			
4	CUT AND THRUST, by Stuart Woods. (Putnam.) Complications abound as the New	--	1
""	York lawyer Stone Barrington attends a political convention in Los Angeles.		
""			
5	INVISIBLE, by James Patterson and David Ellis. (Little, Brown.) A former F.B.I.	4	4
""	researcher finds a link between scores of apparently unconnected unsolved cases.		
""			
6	THE GOLDFINCH, by Donna Tartt. (Little, Brown.)  A painting smuggled out of the	7	39
""	Metropolitan Museum of Art after a bombing becomes a boy’s prize, guilt and burden.		
""			
7	THE SILKWORM, by Robert Galbraith. (Mulholland/Little, Brown.) The private	5	5
""	detective Cormoran Strike in literary London; by J. K. Rowling, writing		
""	pseudonymously.		
""			
8	TOP SECRET TWENTY-ONE, by Janet Evanovich. (Bantam.) The New Jersey	6	5
""	bounty hunter Stephanie Plum pursues a dealer who sells more than used cars.		
""			
9	WAYFARING STRANGER, by James Lee Burke. (Simon & Schuster.) A man’s life is	--	1
""	traced over decades, starting with his encounter, at age 16, with Bonnie and Clyde.		
""			
10	MR. MERCEDES, by Stephen King. (Scribner.) A driver plows into a crowd, killing	8	7
""	eight. The killer then taunts a suicidal ex-cop, who must stop another, deadlier attack.		
""			
11	POWER PLAY, by Catherine Coulter. (Putnam.) The F.B.I. agents Dillon Savich and	2	2
""	Lacey Sherlock are out to discover who is trying to kill the ambassador to Britain.		
""			
12	SHOTS FIRED, by C. J. Box. (Putnam.) The stories in this first collection, four of them	--	1
""	featuring Box’s character Joe Pickett, are set in Wyoming.		
""			
13	WRITTEN IN MY OWN HEART'S BLOOD, by Diana Gabaldon. (Delacorte.) Jamie	9	6
""	Fraser and his family face challenges in the 18th and 20th centuries.		
""			
14	ALL THE LIGHT WE CANNOT SEE, by Anthony Doerr. (Scribner.) The lives of a	12	11
""	blind French girl and a gadget-obsessed German boy before and during World War II.		
""			
15	ALL FALL DOWN, by Jennifer Weiner. (Atria.) A woman becomes addicted to pain	11	5
This	August 3, 2014	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	UNBROKEN, by Laura Hillenbrand. (Random House.) An Olympic runner’s story	1	178
""	of survival as a prisoner of the Japanese in World War II.		
""			
2	AMERICA, by Dinesh D'Souza. (Regnery.) A defense of America against the view	2	2
""	that its power in the world should be diminished; also a documentary film.		
""			
3	BLOOD FEUD, by Edward Klein. (Regnery.) A journalist describes animosity	3	4
""	behind the alliance between the Clinton and Obama families.		
""			
4	THE MOCKINGBIRD NEXT DOOR, by Marja Mills. (Penguin Press.) The author’s	--	1
""	experience as Harper Lee’s neighbor.		
""			
5	HARD CHOICES, by Hillary Rodham Clinton. (Simon & Schuster.) Clinton’s	4	6
""	memoir focuses on her years as secretary of state.		
""			
6	ONE NATION, by Ben Carson with Candy Carson. (Sentinel.) Carson, a retired	5	9
""	pediatric neurosurgeon, now a Fox News contributor, offers solutions to problems		
""	in health and education based on capitalism, not government.		
""			
7	CAPITAL IN THE TWENTY-FIRST CENTURY, by Thomas Piketty.	6	15
""	(Belknap/Harvard University.) A French economist’s analysis of centuries of		
""	economic history predicts worsening inequality and proposes solutions.		
""			
8	THINK LIKE A FREAK, by Steven D. Levitt and Stephen J. Dubner.	8	10
""	(Morrow/HarperCollins.) How to solve problems creatively, from the authors of		
""	“Freakonomics.”		
""			
9	DAVID AND GOLIATH, by Malcolm Gladwell. (Little, Brown.) How disadvantages	7	40
""	can work in our favor.		
""			
10	FACTORY MAN, by Beth Macy. (Little, Brown.) The story of a Virginia factory	--	1
""	owner’s resistance to offshoring illustrates the effects of globalization on American		
""	workers.		
""			
11	I AM MALALA, by Malala Yousafzai with Christina Lamb. (Little, Brown.) The	9	30
""	experience of the young Pakistani advocate for women’s education shot by the		
""	Taliban.		
""			
12	LEAN IN, by Sheryl Sandberg with Nell Scovell. (Knopf.) The chief operating	12	68
""	officer of Facebook urges women to pursue their careers without ambivalence.		
""			
13	FLASH BOYS, by Michael Lewis. (Norton.) The world of high-frequency computer-	11	16
""	driven trading.		
""			
14	DIARY OF A MAD DIVA, by Joan Rivers. (Berkley.) Humorous reflections about	10	3
""	life, pop culture and celebrities.		
