This	September 1, 2002	Last	Weeks
Week	Fiction	Week	On List
""			
1	RED RABBIT, by Tom Clancy. (Putnam, $28.95.) In the early 1980's, when he is a	1	2
""	novice in the C.I.A., Jack Ryan must act to thwart a Soviet plot against Pope John		
""	Paul II.		
""			
2	THE LOVELY BONES, by Alice Sebold. (Little, Brown, $21.95.) A 14-year-old girl	2	8
""	looks down from heaven as she describes what happens in the aftermath of her		
""	kidnapping and murder.		
""			
3	THE REMNANT, by Tim LaHaye and Jerry B. Jenkins. (Tyndale, $24.99.) Volume	3	7
""	"10 of the ""Left Behind"" series, in which the forces of good battle the forces of evil"		
""	after the rapture of the saved.		
""			
4	STANDING IN THE RAINBOW, by Fannie Flagg. (Random House, $25.95.) Life in	8	2
""	Elmwood Springs, Mo., from 1946 to the present.		
""			
5	THE BEACH HOUSE, by James Patterson and Peter de Jonge. (Little, Brown,	4	10
""	$26.95.) After his brother drowns in East Hampton, a law student seeks revenge		
""	on the powerful people who he thinks are responsible.		
""			
6	THE NANNY DIARIES, by Emma McLaughlin and Nicola Kraus. (St. Martin's,	7	24
""	$24.95.) A satirical look at New Yorkers through the eyes of an East Side nanny.		
""			
7	A LOVE OF MY OWN, by E. Lynn Harris. (Doubleday, $24.95.) The C.E.O. and	6	3
""	the editor in chief of Bling Bling magazine look for true love in New York City.		
""			
8	ELEVENTH HOUR, by Catherine Coulter. (Putnam, $24.95.) When his identical	5	4
""	twin brother, a priest, is murdered, an F.B.I. agent searches for the killer.		
""			
9	STONE KISS, by Faye Kellerman. (Warner, $25.95.) Lt. Peter Decker of the Los	15	3
""	Angeles Police Department heads to New York with his wife, Rina Lazarus, to		
""	investigate a homicide in his family.		
""			
10	PARTNER IN CRIME, by J. A. Jance. (Morrow, $24.95.) After an artist is	9	2
""	murdered in the Arizona desert, Sheriff Joanna Brady is ordered to join forces with		
""	an outside investigator, J. P. Beaumont.		
""			
11	SUNSET IN ST. TROPEZ, by Danielle Steel. (Delacorte, $19.95.) Surprises await	10	8
""	a group of friends who decide to spend August on the Riviera.		
""			
12	THE EMPEROR OF OCEAN PARK, by Stephen L. Carter. (Knopf, $26.95.) The	13	11
""	patriarch of a black family, forced to withdraw from consideration for the Supreme		
""	Court, dies under mysterious circumstances.		
""			
13	THE DIVE FROM CLAUSEN'S PIER, by Ann Packer. (Knopf, $24.) A young	14	10
""	woman from Wisconsin, whose fiance has been rendered a quadriplegic, decides		
""	to move to New York and start a new life.		
This	September 1, 2002	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	SLANDER, by Ann Coulter. (Crown, $25.95.) The lawyer and pundit enumerates	1	8
""	"""liberal lies about the American right."""		
""			
2	SACRED CONTRACTS, by Caroline Myss. (Harmony, $25.) Reflections on	--	10
""	"""spiritual energies"" and the meaning of life by the author of ""Anatomy of the Spirit."""		
""			
3	THE RIGHT WORDS AT THE RIGHT TIME, edited by Marlo Thomas. (Atria, $25.)	--	16
""	More than 100 celebrities describe a turning point in their lives.		
""			
4	STUPID WHITE MEN, by Michael Moore. (ReganBooks/ HarperCollins, $24.95.)	4	26
""	"The man behind ""Roger & Me"" takes aim at Republicans and Democrats,"		
""	"corporate America and our ""nation of idiots."""		
""			
5	THE LOBSTER CHRONICLES, by Linda Greenlaw. (Hyperion, $22.95.) The	3	7
""	"author of ""The Hungry Ocean"" gives up swordfishing and moves back in with her"		
""	parents on the island where she grew up.		
""			
6	AMONG THE HEROES, by Jere Longman. (Harper- Collins, $24.95.) A journalist's	2	3
""	account of the passengers and crew of United Flight 93, the hijacked jet that		
""	crashed in a field in Pennsylvania on Sept. 11.		
""			
7	GOOD TO GREAT, by Jim Collins. (HarperBusiness, $27.50.) Why some	8	8
""	companies thrive and others do not.		
""			
8	"THE ART OF TRAVEL, by Alain de Botton. (Pantheon, $23.) The author of ""How"	14	2
""	"Proust Can Change Your Life"" explores the pleasures and travails of travel."		
""			
9	TUXEDO PARK, by Jennet Conant. (Simon & Schuster, $26.) The story of Alfred	6	7
""	Lee Loomis, a Wall Street tycoon who helped establish a top-secret laboratory at		
""	M.I.T. during World War II.		
""			
10	A MIND AT A TIME, by Mel Levine. (Simon & Schuster, $26.) A professor of	10	21
""	pediatrics examines the learning patterns of children and the various ways inwhich		
""	parents and other adults can help them succeed.		
""			
11	RUNNING WITH SCISSORS, by Augusten Burroughs. (St. Martin's, $23.95.) A	5	3
""	memoir of a psychiatrist who went crazy while a young boy (the author) was in his		
""	care.		
""			
12	WHY I AM A CATHOLIC, by Garry Wills. (Houghton Mifflin, $26.) The author of	7	6
""	"""Papal Sin"" explains his beliefs while examining 2,000 years of church history."		
""			
13	JOHN ADAMS, by David McCullough. (Simon & Schuster, $35.) A biography of	13	60
""	the country's first vice president and second president.		
""			
14	THE SEXUAL LIFE OF CATHERINE M., by Catherine Millet. (Grove, $23.) A	12	9
""	French intellectual recalls her erotic exploits.		
