This	June 5, 2016	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE FIREMAN, by Joe Hill. (Morrow/HarperCollins.) During an epidemic that causes	--	1
""	people to spontaneously combust, an infected New Hampshire nurse fights to stay		
""	alive, aided by a mysterious figure known as the Fireman.		
""			
2	15TH AFFAIR, by James Patterson and Maxine Paetro. (Little, Brown.) A brutal	1	3
""	murder threatens the domestic happiness of the San Francisco police detective		
""	Lindsay Boxer, who turns for help to the Women's Murder Club.		
""			
3	THE WEEKENDERS, by Mary Kay Andrews. (St. Martin's.) On the North Carolina	--	1
""	island of Belle Isle, a woman investigates her husband’s shady financial affairs after		
""	his mysterious death.		
""			
4	THE GIRL ON THE TRAIN, by Paula Hawkins. (Riverhead.) A psychological thriller	3	71
""	set in the environs of London.		
""			
5	THE LAST MILE, by David Baldacci. (Grand Central.) In a sequel to “Memory Man,”	2	5
""	Amos Decker, a detective with an extraordinary memory, helps the F.B.I. investigate		
""	the case of a convicted killer who wins a last-minute reprieve.		
""			
6	THE NEST, by Cynthia D'Aprix Sweeney. (Ecco/HarperCollins.) Siblings in a	5	9
""	dysfunctional New York family must grapple with a reduced inheritance.		
""			
7	BEYOND THE ICE LIMIT, by Douglas Preston and Lincoln Child. (Grand Central.) In	--	1
""	a sequel to “The Ice Limit” (2000), Gideon Crew pursues a meteorite that has sunk to		
""	the ocean floor. Or is it only a meteorite?		
""			
8	EVERYBODY'S FOOL, by Richard Russo. (Knopf.) We’re back in North Bath, N.Y., in	7	3
""	a sequel to “Nobody’s Fool.”		
""			
9	EXTREME PREY, by John Sandford. (Putnam.) Lucas Davenport, who has left the	4	4
""	Minnesota Bureau of Criminal Apprehension, is in Iowa trying to foil a plot to		
""	assassinate a Hillary Clinton-like candidate. The 26th Lucas Davenport thriller.		
""			
10	THE HIGHWAYMAN, by Craig Johnson. (Viking.) Wyoming’s Sheriff Walt Longmire	--	1
""	(the inspiration of the Netflix series “Longmire”) ecounters the supernatural in this		
""	novella.		
""			
11	ALL THE LIGHT WE CANNOT SEE, by Anthony Doerr. (Scribner.) The lives of a	10	107
""	blind French girl and a gadget-obsessed German boy before and during World War II.		
""			
12	AFTER YOU, by Jojo Moyes. (Pamela Dorman/Viking.) In a sequel to “Me Before	16	13
""	You,” Louisa Clark tries to put her life back together after the death of Will Traynor.		
""			
13	THE APARTMENT, by Danielle Steel. (Delacorte.) Four young women share a Hell’s	6	3
""	Kitchen loft.		
""			
14	THE NIGHTINGALE, by Kristin Hannah. (St. Martin's.) Two sisters in World War II	11	64
""	France: one struggling to survive in the countryside, the other joining the Resistance		
This	June 5, 2016	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE GENE, by Siddhartha Mukherjee. (Scribner.) This overview of the history and	--	1
""	science of genetics also considers moral questions and prospects for future		
""	advances in treating disease. By the Pulitzer Prize-winning author of “The		
""	Emperor of All Maladies.”		
""			
2	HAMILTON: THE REVOLUTION, by Lin-Manuel Miranda and Jeremy McCarter.	1	6
""	(Grand Central/Melcher Media.) The libretto of the Grammy- and Pulitzer Prize-		
""	winning musical, annotated by its creator, along with backstage photos, a		
""	production history and interviews with the cast.		
""			
3	GRIT, by Angela Duckworth. (Scribner.) A psychologist and consultant argues that	3	3
""	passion and perseverance are the keys to success.		
""			
4	WHEN BREATH BECOMES AIR, by Paul Kalanithi. (Random House.) A memoir	4	19
""	by a physician who received a diagnosis of Stage IV lung cancer at the age of 36.		
""			
5	VALIANT AMBITION, by Nathaniel Philbrick. (Viking.) The relationship between	5	2
""	George Washington and Benedict Arnold.		
""			
6	THE RAINBOW COMES AND GOES, by Anderson Cooper and Gloria Vanderbilt.	2	7
""	(Harper.) Mother and son discuss their relationship and difficult family history.		
""			
7	SHOE DOG, by Phil Knight. (Scribner.) A memoir by the founder of Nike.	6	4
""			
8	FIVE PRESIDENTS, by Clint Hill with Lisa McCubbin. (Gallery Books.) A retired	7	3
""	Secret Service agent discusses his experience with presidents from Eisenhower to		
""	Ford.		
""			
9	BETWEEN THE WORLD AND ME, by Ta-Nehisi Coates. (Spiegel & Grau.) A	10	45
""	meditation on race in America; winner of the National Book Award.		
""			
10	BEING MORTAL, by Atul Gawande. (Metropolitan/Holt.) The surgeon and New	11	74
""	Yorker writer considers how doctors fail patients at the end of life and how they		
""	can do better.		
""			
11	SEVEN BRIEF LESSONS ON PHYSICS, by Carlo Rovelli. (Riverhead.) An	16	11
""	introduction to modern physics.		
""			
12	THE ROMANOVS, by Simon Sebag Montefiore. (Knopf.) A full history of the	--	2
""	dynasty, from rise to apogee to fall.		
""			
13	32 YOLKS, by Eric Ripert with Veronica Chambers. (Random House.) The chef	--	1
""	and co-owner of the New York restaurant Le Bernardin recalls his childhood and		
""	culinary education in France, including a stint in the terrifying Paris kitchen of Joël		
""	Robuchon.		
""			
14	OLD AGE, by Michael Kinsley. (Tim Duggan.) Essays, both serious and	--	2
