This	March 16, 2003	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE KING OF TORTS, by John Grisham. (Doubleday, $27.95.) A public defender	1	4
""	in Washington happens upon a frightening conspiracy involving one of the largest		
""	pharmaceutical companies in the world.		
""			
2	THE LOVELY BONES, by Alice Sebold. (Little, Brown, $21.95.) A 14-year-old girl	2	36
""	looks down from heaven as she describes what happens in the aftermath of her		
""	kidnapping and murder.		
""			
3	SOMEONE TO WATCH OVER ME, by Judith McNaught. (Atria, $25.) When the	3	2
""	rich husband of a Broadway actress disappears, she becomes a suspect.		
""			
4	THE LAST DETECTIVE, by Robert Crais. (Doubleday, $24.95.) The Los Angeles	4	2
""	private eye Elvis Cole searches for his girlfriend's missing 10-year-old son.		
""			
5	THE CONFESSOR, by Daniel Silva. (Putnam, $25.95.) Intrigue involving a	--	1
""	Mossad agent and a new pope, Paul VII, follows the murder of an Israeli writer.		
""			
6	LATE BLOOMER, by Fern Michaels. (Atria, $24.) Aided by her grandmother, a	5	3
""	woman begins to recover memories of a childhood tragedy.		
""			
7	CROSSROADS OF TWILIGHT, by Robert Jordan. (Tor/Tom Doherty, $29.95.)	7	8
""	"The 10th volume in the fantasy series ""The Wheel of Time."""		
""			
8	FLASHBACK, by Nevada Barr. (Putnam, $24.95.) The park ranger Anna Pigeon	8	3
""	looks for clues after a boat explodes off Key West.		
""			
9	THE CAT WHO BROUGHT DOWN THE HOUSE, by Lilian Jackson Braun.	6	4
""	(Putnam, $23.95.) Jim Qwilleran and his cat Koko look into a suspicious death.		
""			
10	PREY, by Michael Crichton. (HarperCollins, $26.95.) In the Nevada desert, a team	10	14
""	of scientists tries to undo an experiment involving nanoparticles -- molecule-sized		
""	robots -- that has gone disastrously wrong.		
""			
11	THE DANTE CLUB, by Matthew Pearl. (Random House, $24.95.) Henry	--	1
""	Wadsworth Longfellow, Oliver Wendell Holmes et al. hunt for a killer who has		
""	"been inspired by their translation of the ""Inferno."""		
""			
12	PATTERN RECOGNITION, by William Gibson. (Putnam, $25.95.) A brilliant	9	4
""	freelance marketing consultant searches for the next big fad -- and for clues to the		
""	disappearance of her father, a retired C.I.A. man.		
""			
13	DROP CITY, by T. Coraghessan Boyle. (Viking, $25.95.) In 1970, the members of	--	1
""	a Northern California hippie commune that has migrated to Alaska find life there to		
""	be very rough going.		
""			
14	SONS OF FORTUNE, by Jeffrey Archer. (St. Martin's, $27.95.) Twin brothers who	12	8
""	were separated at birth both decide to run for governor in Connecticut -- but		
This	March 16, 2003	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	STUPID WHITE MEN, by Michael Moore. (ReganBooks/HarperCollins, $24.95.)	1	47
""	"The man behind ""Roger & Me"" takes aim at Republicans and Democrats,"		
""	"corporate America and our ""nation of idiots."""		
""			
2	THE SAVAGE NATION, by Michael Savage. (WND/ Thomas Nelson, $24.99.) A	2	8
""	"radio talk show host proposes to save America from ""the liberal assault on our"		
""	"borders, language and culture."""		
""			
3	THE DEVIL IN THE WHITE CITY, by Erik Larson. (Crown, $25.95.) The tale of a	4	3
""	great architect (Daniel Hudson Burnham) and a serial killer (H. H. Holmes), who		
""	were linked by the Chicago World's Fair of 1893.		
""			
4	WHAT SHOULD I DO WITH MY LIFE? by Po Bronson. (Random House, $24.95.)	3	8
""	The stories of 55 people who found their calling after years of struggle.		
""			
5	THIS JUST IN, by Bob Schieffer. (Putnam, $26.95.) A memoir by the chief	5	5
""	"Washington correspondent for CBS News and moderator of ""Face the Nation."""		
""			
6	USEFUL IDIOTS, by Mona Charen. (Regnery, $27.95.) The columnist and	8	3
""	television commentator goes on the attack against liberals.		
""			
7	LEADERSHIP, by Rudolph W. Giuliani with Ken Kurson. (Miramax/Hyperion,	9	22
""	$25.95.) The former mayor addresses subjects like the crime rate and 9/11.		
""			
8	GOOD TO GREAT, by Jim Collins. (HarperBusiness, $27.50.) Why some	6	21
""	companies thrive and others do not.		
""			
9	BUSH AT WAR, by Bob Woodward. (Simon & Schuster, $28.) Behind the scenes	7	15
""	at the White House as the president and his advisers responded to the 9/11		
""	attacks.		
""			
10	HATRED'S KINGDOM, by Dore Gold. (Regnery, $27.95.) An Israeli diplomat who	--	1
""	"has served as ambassador to the United Nations argues that ""Saudi Arabia"		
""	"supports the new global terrorism."""		
""			
11	"PIGS AT THE TROUGH, by Arianna Huffington. (Crown, $22.) How ""corporate"	10	5
""	"greed and political corruption are undermining America."""		
""			
12	THE RIGHT MAN, by David Frum. (Random House, $25.95.) A former	11	8
""	speechwriter for President Bush relives the first year of his administration.		
""			
13	OF PARADISE AND POWER, by Robert Kagan. (Knopf, $18.) A scholar analyzes	14	2
""	the changing relationship between Europe and the United States.		
""			
14	PORTRAIT OF A KILLER, by Patricia Cornwell. (Putnam, $27.95.) The crime	12	16
""	novelist presents evidence that the artist Walter Sickert was Jack the Ripper.		
