This	June 15, 2008	Last	Weeks
Week	Fiction	Week	On List
""			
1	BLOOD NOIR, by Laurell K. Hamilton. (Berkley, $25.95.) The vampire hunter	--	1
""	Anita Blake is involved in a scandal that threatens the master vampire Jean-		
""	Claude’s power.		
""			
2	THE HOST, by Stephenie Meyer. (Little, Brown, $25.99.) Aliens have taken	2	4
""	control of the minds and bodies of most humans, but one woman won’t surrender.		
""			
3	ODD HOURS, by Dean R. Koontz. (Bantam, $27.) Odd Thomas, who can	1	2
""	communicate with the dead, confronts evil forces in a California coastal town.		
""			
4	LOVE THE ONE YOU’RE WITH, by Emily Giffin. (St. Martin’s, $24.95.) A woman’s	3	3
""	happy marriage is shaken when she encounters an old boyfriend.		
""			
5	SUNDAYS AT TIFFANY’S, by James Patterson and Gabrielle Charbonnet. (Little,	6	5
""	Brown, $24.99.) A woman finds an unexpected love.		
""			
6	CHASING HARRY WINSTON, by Lauren Weisberger. (Simon & Schuster,	--	1
""	$25.95.) Three glamorous friends, New York women nearing 30, vow to change		
""	their lives.		
""			
7	THE FRONT, by Patricia Cornwell. (Putnam, $22.95.) A Massachusetts state	4	2
""	investigator and his team from “At Risk” confront a rogue association of municipal		
""	police departments.		
""			
8	DEVIL MAY CARE, by Sebastian Faulks. (Doubleday, $24.95.) This continuation	--	1
""	of the James Bond franchise finds Bond tracking a dangerous pharmaceutical		
""	executive amid cold war tensions with the help of a beautiful girl.		
""			
9	PHANTOM PREY, by John Sandford. (Putnam, $26.95.) The Minneapolis	7	4
""	detective Lucas Davenport investigates a string of murders of young Goths.		
""			
10	SNUFF, by Chuck Palahniuk. (Doubleday, $24.95.) An aging porn queen aims to	5	2
""	cap her career by having sex on film with 600 men in one day.		
""			
11	SHADOW OF POWER, by Steve Martini. (Morrow, $26.95.) The lawyer Paul	--	1
""	Madriani searches for a missing letter from Thomas Jefferson that might explain a		
""	scholar’s murder.		
""			
12	CARELESS IN RED, by Elizabeth George. (Harper, $27.95.) In Cornwall, trying to	9	4
""	recover from his wife’s death, Detective Thomas Lynley becomes involved in a		
""	murder investigation.		
""			
13	THE WHOLE TRUTH, by David Baldacci. (Grand Central, $26.99.) An intelligence	10	6
""	agent and a journalist team up against a warmongering defense contractor.		
""			
14	THE ART OF RACING IN THE RAIN, by Garth Stein. (Harper, $23.95.) A Lab-	13	2
""	terrier mix with great insight into the human condition helps his owner, a struggling		
This	June 15, 2008	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	WHAT HAPPENED, by Scott McClellan. (PublicAffairs, $27.95.) A former White	--	1
""	House press secretary regrets that “I allowed myself to be deceived” by top		
""	officials.		
""			
2	AUDITION, by Barbara Walters. (Knopf, $29.95.) A personal and professional	1	4
""	memoir.		
""			
3	ARE YOU THERE, VODKA? IT’S ME, CHELSEA, by Chelsea Handler. (Simon	2	6
""	Spotlight Entertainment, $24.95.) Humorous personal essays from the stand-up		
""	comedian.		
""			
4	THE POST-AMERICAN WORLD, by Fareed Zakaria. (Norton, $25.95.) The rise of	3	5
""	China and India and the global distribution of power.		
""			
5	STOLEN INNOCENCE, by Elissa Wall. (Morrow, $25.95.) The star witness	4	3
""	against the polygamous sect leader Warren Jeffs describes how he forced her to		
""	marry her first cousin when she was 14.		
""			
6	MY STROKE OF INSIGHT, by Jill Bolte Taylor. (Viking, $24.95.) A brain scientist	13	2
""	shares what she learned from her 1996 stroke, which produced a sense of		
""	euphoria when it damaged her left brain.		
""			
7	THE DOWNHILL LIE, by Carl Hiaasen. (Knopf, $22.) The Florida novelist takes up	6	4
""	golf again after 32 years.		
""			
8	THE REVOLUTION, by Ron Paul. (Grand Central, $21.) A libertarian manifesto	5	6
""	from the Texas congressman.		
""			
9	THE GREAT DERANGEMENT, by Matt Taibbi. (Spiegel & Grau, $24.) An	--	1
""	examination of the American public on the eve of the election, its views “forged in		
""	a crucible of ... nihilism.”		
""			
10	COUNSELOR, by Ted Sorensen. (Harper, $27.95.) A memoir by John F.	9	3
""	Kennedy’s speechwriter and close aide.		
""			
11	ALWAYS BY MY SIDE, by Jim Nantz with Eli Spielman. (Gotham, $26.)	11	2
""	Remembering two decades with CBS Sports, with a focus on father-son		
""	relationships.		
""			
12	A WOLF AT THE TABLE, by Augusten Burroughs. (St. Martin’s, $24.95.) A	7	5
""	memoir of life with a cruel father.		
""			
13	ESCAPE, by Carolyn Jessop with Laura Palmer. (Broadway, $24.95.) A former	10	10
""	member of a fundamentalist polygamous sect describes her forced marriage.		
""			
14	THE PROSECUTION OF GEORGE W. BUSH FOR MURDER, by Vincent	--	1
""	Bugliosi. (Vanguard, $26.95.) The Manson prosecutor makes a case for trying the		
