This	April 10, 2005	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE DA VINCI CODE, by Dan Brown. (Doubleday, $24.95.) The murder of a	3	106
""	curator at the Louvre leads to a trail of clues found in the work of Leonardo and to		
""	the discovery of a centuries-old secret society.		
""			
2	HONEYMOON, by James Patterson and Howard Roughan. (Little, Brown,	2	6
""	$27.95.) An F.B.I. agent who is investigating a beautiful and mysterious woman		
""	finds himself becoming obsessed with her.		
""			
3	SATURDAY, by Ian McEwan. (Nan A. Talese/Doubleday, $26.) A day in the life of	--	1
""	a successful London neurosurgeon, troubled by 9/11 and the impending war in		
""	Iraq, who comes face to face with senseless violence.		
""			
4	THE RISING, by Tim LaHaye and Jerry B. Jenkins. (Tyndale, $25.99.) The Prince	1	4
""	of Darkness chooses a Romanian woman to be the mother of the Antichrist.		
""			
5	THE BROKER, by John Grisham. (Doubleday, $27.95.) The C.I.A. arranges a	4	11
""	presidential pardon for a power broker who may know crucial secrets, laying a trap		
""	for the foreign intelligence service that wants him dead.		
""			
6	WITH NO ONE AS WITNESS, by Elizabeth George. (HarperCollins, $26.95.)	6	2
""	Detective Inspector Thomas Lynley and his colleagues hunt for a serial killer.		
""			
7	THE FIVE PEOPLE YOU MEET IN HEAVEN, by Mitch Albom. (Hyperion, $19.95.)	8	79
""	An old man who died while trying to rescue a little girl from danger discovers that		
""	all will be explained to him in the afterlife.		
""			
8	IMPOSSIBLE, by Danielle Steel. (Delacorte, $27.) A romance blossoms between	5	4
""	the owner of a Parisian art gallery and a bohemian painter.		
""			
9	COLD SERVICE, by Robert B. Parker. (Putnam, $24.95.) The Boston private eye	7	3
""	Spenser seeks revenge on Ukrainian gangsters after his friend Hawk is critically		
""	injured by a sniper's bullets.		
""			
10	PREP, by Curtis Sittenfeld. (Random House, $21.95.) A scholarship student from	10	8
""	South Bend, Ind., encounters a world of privilege when she attends an expensive		
""	boarding school in Massachusetts.		
""			
11	VANISHING ACTS, by Jodi Picoult. (Atria, $25.) A woman who undertakes	9	4
""	search-and-rescue missions in rural New Hampshire discovers that she herself		
""	has been a missing person for nearly 30 years.		
""			
12	THE KILLING CLUB, by Marcie Walsh with Michael Malone. (Hyperion, $19.95.) A	--	4
""	police detective investigates the deaths of friends of hers from high school.		
""			
13	EXTREMELY LOUD AND INCREDIBLY CLOSE, by Jonathan Safran Foer.	15	2
""	(Houghton Mifflin, $24.95.) A 9-year-old boy searches New York City for the lock		
""	that fits a key belonging to his father, who died on Sept. 11.		
This	April 10, 2005	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	"BLINK, by Malcolm Gladwell. (Little, Brown, $25.95.) The author of ""The Tipping"	2	11
""	"Point"" explores the importance of hunch and instinct to the workings of the mind."		
""			
2	A DEADLY GAME, by Catherine Crier with Cole Thompson.	1	3
""	(ReganBooks/HarperCollins, $27.95.) A former judge and current Court TV analyst		
""	looks at the Scott Peterson case.		
""			
3	BLOOD BROTHER, by Anne Bird. (ReganBooks/HarperCollins, $25.95.) The long-	3	4
""	lost half sister of Scott Peterson explains why she is convinced he is guilty of		
""	murder.		
""			
4	CONSPIRACY OF FOOLS, by Kurt Eichenwald. (Broadway, $26.) The spectacular	4	2
""	rise and fall of Enron, as reported by a correspondent for The New York Times.		
""			
5	"PLAN B, by Anne Lamott. (Riverhead, $24.95.) The author of ""Traveling Mercies"""	5	4
""	meditates on personal and political matters and on the spiritual life.		
""			
6	ON BULL----, by Harry G. Frankfurt. (Princeton University, $9.95.) A philosopher	10	2
""	"attempts a theoretical understanding of a ""vast and amorphous"" phenomenon."		
""			
7	MEN IN BLACK, by Mark R. Levin. (Regnery, $27.95.) A lawyer and conservative	8	7
""	"commentator enumerates ways in which ""the Supreme Court is destroying"		
""	"America."""		
""			
8	JUICED, by Jose Canseco. (ReganBooks/HarperCollins, $25.95.) The former	6	6
""	slugger talks about his life in baseball and, especially, his use of steroids.		
""			
9	COLLAPSE, by Jared Diamond. (Viking, $29.95.) A historical investigation, by the	9	13
""	"author of ""Guns, Germs, and Steel,"" into why some societies succeed while others"		
""	fail.		
""			
10	GOD'S POLITICS, by Jim Wallis. (HarperSanFrancisco, $24.95.) An evangelical	11	11
""	"Christian argues that Democrats must ""take back the faith"" and not allow"		
""	conservative Republicans to hijack the Bible.		
""			
11	AMERICA (THE BOOK), by Jon Stewart, Ben Karlin and David Javerbaum.	7	27
""	"(Warner, $24.95.) ""The Daily Show"" offers a lavishly illustrated parody of a civics"		
""	textbook.		
""			
12	SECRETS & MYSTERIES OF THE WORLD, by Sylvia Browne. (Hay House,	15	8
""	$19.95.) The self-proclaimed psychic tries to explain the inexplicable.		
""			
13	THE GLASS CASTLE, by Jeannette Walls. (Scribner, $25.) The author, a	12	2
""	contributor to MSNBC.com, recalls a bizarre childhood during which she and her		
""	siblings were constantly being moved from one bleak place to another.		
""			
14	THREE NIGHTS IN AUGUST, by Buzz Bissinger. (Houghton Mifflin, $25.) A three-	--	1
""	game series in 2003 between the Cubs and the Cardinals, as seen through the		
