This	June 6, 2010	Last	Weeks
Week	Fiction	Week	On List
""			
1	61 HOURS, by Lee Child. (Delacorte, $28.) Jack Reacher helps the police in a	--	1
""	small South Dakota town protect a witness in a drug trial.		
""			
2	STORM PREY, by John Sandford. (Putnam, $27.95.) Lucas Davenport’s wife is a	--	1
""	witness to a botched robbery and murder in the 20th novel in the “Prey” series.		
""			
3	DEAD IN THE FAMILY, by Charlaine Harris. (Ace, $25.95.) Sookie Stackhouse is	1	3
""	exhausted in the aftermath of a Fae war.		
""			
4	THE HELP, by Kathryn Stockett. (Amy Einhorn/Putnam, $24.95.) A young white	6	60
""	woman and two black maids in 1960s Mississippi.		
""			
5	INNOCENT, by Scott Turow. (Grand Central, $27.99.) When Rusty Sabich’s wife	4	3
""	is found dead, Tommy Molto accuses him of murder for the second time, as Turow		
""	revisits the characters from “Presumed Innocent.”		
""			
6	HEART OF THE MATTER, by Emily Giffin. (St. Martin’s, $26.99.) The lives of two	2	2
""	women — one married to a pediatric plastic surgeon, the other a lawyer and single		
""	mother — converge after an accident involving the lawyer’s son.		
""			
7	THE 9TH JUDGMENT, by James Patterson and Maxine Paetro. (Little, Brown,	5	4
""	$27.99.) Detective Lindsay Boxer pursues a killer who’s preying on women and		
""	children.		
""			
8	FEVER DREAM, by Douglas Preston and Lincoln Child. (Grand Central, $26.99.)	3	2
""	The F.B.I. agent Aloysius Pendergast, who has long thought that his wife was		
""	killed in an accident, learns that she was actually murdered.		
""			
9	DELIVER US FROM EVIL, by David Baldacci. (Grand Central, $27.99.) Two	7	5
""	agents are tracking the same man, a human trafficker who is now dealing in		
""	nuclear arms.		
""			
10	A SECRET AFFAIR, by Mary Balogh. (Delacorte, $24.) The young widow of an	--	1
""	elderly duke falls in love with Constantine Huxtable in the final entry of the		
""	Huxtable family series.		
""			
11	SUPREME JUSTICE, by Phillip Margolin. (Harper/HarperCollins, $25.99.) Attacks	--	1
""	on two justices seem to be related to a pending death-row appeal that could		
""	expose a criminal plot within the C.I.A.		
""			
12	LOVER MINE, by J. R. Ward. (New American Library, $25.95.) Book 8 of the	10	4
""	Black Dagger Brotherhood series.		
""			
13	THE SHADOW OF YOUR SMILE, by Mary Higgins Clark. (Simon & Schuster,	12	6
""	$25.99.) An elderly woman must decide whether to reveal a family secret.		
""			
14	THE IMPERFECTIONISTS, by Tom Rachman. (Dial, $25.) Goings-on among the	8	3
This	June 6, 2010	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	SPOKEN FROM THE HEART, by Laura Bush. (Scribner, $30.) A memoir from the	1	3
""	former first lady.		
""			
2	WAR, by Sebastian Junger. (Twelve, $26.99.) The intense lives of American	3	2
""	soldiers in a lethal corner of Afghanistan, by the author of “The Perfect Storm.”		
""			
3	THE BIG SHORT, by Michael Lewis. (Norton, $27.95.) The people who saw the	2	10
""	real estate crash coming and made billions from their foresight.		
""			
4	THE PROMISE, by Jonathan Alter. (Simon & Schuster, $28.) A detailed look at	--	1
""	President Obama’s decision-making process on issues like health care and the		
""	Afghanistan war offers a glimpse of what it’s like to work in his White House.		
""			
5	TO SAVE AMERICA, by Newt Gingrich with Joe DeSantis. (Regnery, $29.95.)	--	1
""	How to reverse President Obama‘s policies, by the former speaker of the House of		
""	Representatives.		
""			
6	CHELSEA CHELSEA BANG BANG, by Chelsea Handler. (Grand Central,	4	11
""	$25.99.) More humorous personal essays from the comedian.		
""			
7	SH*T MY DAD SAYS, by Justin Halpern. (It Books/HarperCollins, $15.99.) A	6	3
""	coming-of-age memoir organized around the musings, purveyed on Twitter, of the		
""	author’s father.		
""			
8	THE LAST STAND, by Nathaniel Philbrick. (Viking, $30.) Custer, Sitting Bull and	5	3
""	the Battle of the Little Big Horn.		
""			
9	OPERATION MINCEMEAT, by Ben Macintyre. (Harmony, $25.99.) The British	13	2
""	ruse that employed a corpse to fool the Nazis about the invasion of Sicily.		
""			
10	THIS TIME TOGETHER, by Carol Burnett. (Harmony, $25.) The comedian	8	7
""	describes her rise in show business and the people she’s met along the way.		
""			
11	STEINBRENNER, by Bill Madden. (Harper/HarperCollins, $26.99.) A biography of	7	2
""	the New York Yankees owner.		
""			
12	OUTLIERS, by Malcolm Gladwell. (Little, Brown, $27.99.) Why some people	11	78
""	succeed, from the author of “Blink.”		
""			
13	THE PACIFIC, by Hugh Ambrose. (NAL Caliber, $26.95.) Stories of Marines and a	10	12
""	Navy pilot during World War II; companion volume for an HBO mini-series.		
""			
14	CRISIS ECONOMICS, by Nouriel Roubini and Stephen Mihm. (Penguin Press,	9	2
""	$27.95.) How the global financial system broke down in 2008, and what may		
""	happen if new regulations are not embraced.		
""			
15	SOMEWHERE INSIDE, by Laura Ling and Lisa Ling. (Morrow/HarperCollins,	--	1
