This	September 23, 2007	Last	Weeks
Week	Fiction	Week	On List
""			
1	A THOUSAND SPLENDID SUNS, by Khaled Hosseini. (Riverhead, $25.95.) A	1	16
""	friendship between two women in Afghanistan against the backdrop of 30 years of		
""	war.		
""			
2	THE WHEEL OF DARKNESS, by Douglas Preston and Lincoln Child. (Warner,	2	2
""	$25.99.) A Tibetan abbot asks the F.B.I. agent Aloysius Pendergast to help recover		
""	a stolen relic with evil powers.		
""			
3	BONES TO ASHES, by Kathy Reichs. (Scribner, $25.95.) The forensic	4	2
""	anthropologist Temperance Brennan is asked to examine the skeleton of a young		
""	girl in Canada, where, many years ago, her best friend disappeared.		
""			
4	DARK POSSESSION, by Christine Feehan. (Berkley, $24.95.) A Seattle counselor	3	2
""	for battered women is wooed by a shape-shifter in Brazil; the 18th Carpathian novel.		
""			
5	THE ELVES OF CINTRA, by Terry Brooks. (Del Rey/Ballantine, $26.95.) The	5	2
""	second volume of the Genesis of Shannara series is set in postapocalyptic Seattle.		
""			
6	TREE OF SMOKE, by Denis Johnson. (Farrar, Straus & Giroux, $27.) The Vietnam	--	1
""	War in the experience of military intelligence officers.		
""			
7	PLAY DIRTY, by Sandra Brown. (Simon & Schuster, $26.95.) A disgraced N.F.L.	6	4
""	quarterback struggles to remake his life.		
""			
8	HEARTSICK, by Chelsea Cain. (St. Martin’s Minotaur, $23.95.) A detective	--	1
""	obsesses over the beautiful, sadistic serial killer who nearly tortured him to death.		
""			
9	THE QUICKIE, by James Patterson and Michael Ledwidge. (Little, Brown, $27.99.)	7	10
""	A police officer’s attempt to get back at her husband goes dangerously awry.		
""			
10	SONGS WITHOUT WORDS, by Ann Packer. (Knopf, $24.95.) The relationship	--	1
""	between two old friends is shaken when the daughter of one of them attempts		
""	suicide.		
""			
11	AWAY, by Amy Bloom. (Random House, $23.95.) An immigrant who escaped a	9	3
""	Russian pogrom crosses America.		
""			
12	SWEET REVENGE, by Diane Mott Davidson. (Morrow, $25.95.) A former district	10	3
""	attorney is found dead in a library, and the caterer Goldy Schulz thinks she knows		
""	the killer.		
""			
13	LORD JOHN AND THE BROTHERHOOD OF THE BLADE, by Diana Gabaldon.	8	2
""	(Delacorte, $25.) Lord John Grey is haunted by his father’s murder 17 years earlier.		
""			
14	LOVING FRANK, by Nancy Horan. (Ballantine, $23.95.) A historical novel about the	13	4
""	scandalous affair between a married Chicago woman and the architect Frank Lloyd		
""	Wright.		
This	September 23, 2007	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	GIVING, by Bill Clinton. (Knopf, $24.95.) The former president describes people	--	1
""	and projects that save lives and solve problems around the world.		
""			
2	MOTHER TERESA: COME BE MY LIGHT. (Doubleday, $22.95.) Writings and	--	1
""	reflections on her spiritual journey.		
""			
3	LONE SURVIVOR, by Marcus Luttrell with Patrick Robinson. (Little, Brown,	4	13
""	$24.99.) The only survivor of a Navy Seal operation in northern Afghanistan		
""	describes the battle, his comrades and his courageous escape.		
""			
4	DEAD CERTAIN, by Robert Draper. (Free Press, $28.) A portrait of George W.	--	1
""	Bush as a willful optimist who prizes familiarity and dislikes criticism and bad		
""	news.		
""			
5	QUIET STRENGTH, by Tony Dungy with Nathan Whitaker. (Tyndale, $26.99.) A	2	9
""	memoir by the first black coach to win a Super Bowl (with the Indianpolis Colts in		
""	2007) .		
""			
6	WONDERFUL TONIGHT, by Pattie Boyd with Penny Junor. (Harmony, $25.95.) A	1	2
""	rock muse (she inspired the songs “Something” and “Layla”) recalls falling in love		
""	with Eric Clapton while she was married to George Harrison.		
""			
7	THE WORLD WITHOUT US, by Alan Weisman. (Thomas Dunne/St. Martin’s,	7	9
""	$24.95.) What Earth would be like if humans disappeared.		
""			
8	THINGS I OVERHEARD WHILE TALKING TO MYSELF, by Alan Alda. (Random	--	1
""	House, $24.95.) The actor describes his search for meaning in life following a		
""	nearfatal illness.		
""			
9	IT’S ALL ABOUT HIM, by Denise Jackson with Ellen Vaughn. (Thomas Nelson,	5	6
""	$24.99.) The wife of the country music star Alan Jackson describes how religious		
""	faith restored her marriage.		
""			
10	BLONDE AMBITION, by Rita Cosby. (Grand Central, $23.99.) The life and death	--	1
""	of Anna Nicole Smith.		
""			
11	GOD IS NOT GREAT, by Christopher Hitchens. (Twelve, $24.99.) Religion as a	6	19
""	malignant force in the world.		
""			
12	THE ISRAEL LOBBY AND U.S. FOREIGN POLICY, by John J. Mearsheimer and	--	1
""	Stephen M. Walt. (Farrar, Straus & Giroux, $26.) Two scholars argue that the		
""	Israel lobby has distorted American foreign policy in a way that puts our security at		
""	risk.		
""			
13	YOU CAN RUN BUT YOU CAN’T HIDE, by Duane Chapman with Laura Morton.	3	5
""	(Hyperion, $25.95.) A memoir by the star of A & E’s “Dog the Bounty Hunter.”		
