This	November 24, 2002	Last	Weeks
Week	Fiction	Week	On List
""			
1	CHESAPEAKE BLUE, by Nora Roberts. (Putnam, $25.95.) A prominent painter	--	1
""	returns from Europe to the Eastern Shore of Maryland, where his new love life and		
""	home life are threatened by a blackmailer.		
""			
2	ANSWERED PRAYERS, by Danielle Steel. (Delacorte, $26.95.) A sophisticated	1	2
""	New Yorker who has applied to law school against her husband's wishes finds the		
""	possibility of true love with a childhood friend.		
""			
3	VISIONS OF SUGAR PLUMS, by Janet Evanovich. (St. Martin’s, $19.95.) A	--	1
""	Christmas story featuring the New Jersey bounty hunter Stephanie Plum.		
""			
4	THE LOVELY BONES, by Alice Sebold. (Little, Brown, $21.95.) A 14-year-old girl	2	20
""	looks down from heaven as she describes what happens in the aftermath of her		
""	kidnapping and murder.		
""			
5	SKIPPING CHRISTMAS, by John Grisham. (Doubleday, $14.95.) A husband and	8	19
""	wife discover that their decision to forgo Christmas comes with consequences.		
""			
6	REVERSIBLE ERRORS, by Scott Turow. (Farrar, Straus & Giroux, $28.) A	7	2
""	corporate lawyer agrees to represent a man who is on death row for having		
""	committed a triple murder in Kindle County in 1991.		
""			
7	THE CHRISTMAS TRAIN, by David Baldacci. (Warner, $19.95.) A disillusioned	--	1
""	journalist goes on a journey of self-discovery during the holidays.		
""			
8	Q IS FOR QUARRY, by Sue Grafton. (Marian Wood/Putnam, $26.95.) Kinsey	3	4
""	Millhone joins forces with two homicide detectives who are trying to solve a		
""	mystery that dates back to 1969.		
""			
9	QUENTINS, by Maeve Binchy. (Dutton, $25.95.) An Irishwoman wants to make a	5	2
""	documentary film about the history of a Dublin restaurant.		
""			
10	BLACKWOOD FARM, by Anne Rice. (Knopf, $26.95.) When a brilliant young man	4	2
""	becomes a vampire, the dangerous doppelgänger who has haunted him since		
""	birth becomes one too.		
""			
11	THE LITTLE FRIEND, by Donna Tartt. (Knopf, $26.) A 12-year-old girl in a	12	3
""	Mississippi town sets out to discover who killed her brother when she was a baby.		
""			
12	THE JANSON DIRECTIVE, by Robert Ludlum. (St. Martin's, $27.95.) A former	15	4
""	American operative is lured out of retirement after a notorious terrorist kidnaps a		
""	philanthropic billionaire.		
""			
13	ESTHER'S GIFT, by Jan Karon. (Viking, $10.95.) A woman decides to bake	6	2
""	orange marmalade cakes for friends and neighbors; a Mitford Christmas story.		
""			
14	BLESSINGS, by Anna Quindlen. (Random House, $24.95.) When the young	11	8
This	November 24, 2002	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	JOURNALS, by Kurt Cobain. (Riverhead, $29.95.) A selection of drawings, lyrics	--	1
""	and other writings left behind by the lead singer of Nirvana, who committed suicide		
""	in 1994.		
""			
2	LEADERSHIP, by Rudolph W. Giuliani with Ken Kurson. (Miramax/Hyperion,	1	6
""	$25.95.) The former mayor of New York discusses what it takes to be a leader and		
""	addresses subjects like the crime rate and 9/11.		
""			
3	MY LOSING SEASON, by Pat Conroy. (Nan A. Talese/ Doubleday, $27.95.) The	2	4
""	novelist remembers his last year playing basketball, as a point guard for the		
""	Citadel in 1966-67.		
""			
4	THE CONQUERORS, by Michael Beschloss. (Simon & Schuster, $26.95.) How	5	2
""	Franklin D. Roosevelt and Harry S. Truman worked to ensure the destruction of		
""	Hitler's Germany.		
""			
5	A LONG WAY FROM HOME, by Tom Brokaw. (Random House, $24.95.) The	--	1
""	NBC News anchor recalls growing up in South Dakota in the 1940’s and 50’s.		
""			
6	LIVE FROM NEW YORK, by Tom Shales and James Andrew Miller. (Little, Brown,	3	6
""	"$25.95.) An oral history of ""Saturday Night Live."""		
""			
7	SANDY KOUFAX, by Jane Leavy. (HarperCollins, $23.95.) A biography of the	4	8
""	great pitcher for the Los Angeles Dodgers.		
""			
8	I MAY BE WRONG BUT I DOUBT IT, by Charles Barkley. Edited by Michael	12	3
""	Wilbon. (Random House, $22.95.) Observations by the former N.B.A. star and		
""	current commentator.		
""			
9	LET'S ROLL! by Lisa Beamer with Ken Abraham. (Tyndale, $24.99.) A memoir by	8	12
""	the wife of Todd Beamer, one of the passengers on United Flight 93, the hijacked		
""	jet that crashed in Pennsylvania on Sept. 11.		
""			
10	STUPID WHITE MEN, by Michael Moore. (ReganBooks/HarperCollins, $24.95.)	7	34
""	"The man behind ""Roger & Me"" takes aim at Republicans and Democrats,"		
""	"corporate America and our ""nation of idiots."""		
""			
11	ABRAHAM, by Bruce Feiler. (Morrow, $23.95.) Judaism, Christianity and Islam as	6	7
""	seen through the story of one man.		
""			
12	AMERICAN, by Chris Matthews. (Free Press, $25.) The host of the cable news	--	1
""	"program ""Hardball"" offers his impressions of the United States."		
""			
13	LONGITUDES AND ATTITUDES, by Thomas L. Friedman. (Farrar, Straus &	9	12
""	Giroux, $26.) Notes and reflections on Sept. 11, by a columnist for The New York		
""	Times.		
