This	April 2, 2006	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE DA VINCI CODE, by Dan Brown. (Doubleday, $24.95.) A murder at the	3	156
""	Louvre leads to a trail of clues found in the work of Leonardo and to the discovery		
""	of a secret society.		
""			
2	THE HOUSE, by Danielle Steel. (Delacorte, $27.) A workaholic lawyer's life	4	3
""	changes when she buys a crumbling mansion.		
""			
3	THE 5TH HORSEMAN, by James Patterson and Maxine Paetro. (Little, Brown,	1	5
""	$27.95.) Detective Lindsay Boxer and the Women's Murder Club investigate		
""	unexplained deaths at a San Francisco hospital.		
""			
4	THE TENTH CIRCLE, by Jodi Picoult. (Atria, $26.) When his teenage daughter is	2	2
""	date-raped, a comicbook artist is overwhelmed by rage he thought he had buried		
""	with his past.		
""			
5	DIRTY BLONDE, by Lisa Scottoline. (HarperCollins, $25.95.) When the plaintiff	--	1
""	murders the defendant in a case she has just tried, a judge's secret life becomes		
""	public.		
""			
6	THE TEMPLAR LEGACY, by Steve Berry. (Ballantine, $24.95.) A former Justice	6	4
""	Department operative becomes involved in a desperate search for the long-lost		
""	treasure and secrets of the medieval Knights Templar.		
""			
7	CELL, by Stephen King. (Scribner, $26.95.) What remains of humanity fights to	5	8
""	survive after a mysterious force scrambles cellphone users' brains.		
""			
8	THE LAST TEMPLAR, by Raymond Khoury. (Dutton, $24.95.) A coding device	7	9
""	stolen from an exhibit of Vatican artifacts may hold clues to the medieval Knights		
""	Templar's long-lost treasure — and their secrets.		
""			
9	FALSE IMPRESSION, by Jeffrey Archer. (St. Martin's, $27.95.) A murderous	8	2
""	international conspiracy swirls around a stolen Van Gogh.		
""			
10	LABYRINTH, by Kate Mosse. (Putnam, $25.95.) A woman on an archaeological	12	2
""	dig in France stumbles on the 13th-century secret of the true Grail.		
""			
11	IN THE COMPANY OF THE COURTESAN, by Sarah Dunant. (Random House,	9	5
""	$23.95.) A courtesan and her friend and pimp, a dwarf, make their way in		
""	Renaissance Venice.		
""			
12	THE TWO MINUTE RULE, by Robert Crais. (Simon & Schuster, $24.95.) A robber	13	4
""	just released from prison tracks down the killers of his son, a Los Angeles cop.		
""			
13	THE REBELS OF IRELAND, by Edward Rutherfurd. (Doubleday, $28.95.) A story	11	3
""	of six families against the sweep of Irish history from 1597 to 1922.		
""			
14	WHAT PRICE LOVE?, by Stephanie Laurens. (Morrow, $22.95.) In 19th-century	--	1
This	April 2, 2006	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	MARLEY & ME, by John Grogan. (Morrow, $21.95.) A newspaper columnist and	1	22
""	his wife learn some life lessons from their neurotic dog.		
""			
2	THE WORLD IS FLAT, by Thomas L. Friedman. (Farrar, Straus & Giroux, $27.50.)	2	50
""	A columnist for The New York Times analyzes 21st-century economics and foreign		
""	policy and presents an overview of globalization trends.		
""			
3	COBRA II, by Michael R. Gordon and Bernard E. Trainor. (Pantheon, $27.95.) A	--	1
""	definitive account of America's invasion and occupation of Iraq.		
""			
4	FREAKONOMICS, by Steven D. Levitt and Stephen J. Dubner. (Morrow, $25.95.)	3	49
""	A maverick scholar applies economic thinking to everything from sumo wrestlers		
""	who cheat to legalized abortion and the falling crime rate.		
""			
5	MISQUOTING JESUS, by Bart D. Ehrman. (Harper-SanFrancisco, $24.95.) How	9	4
""	mistakes and changes by ancient scribes shaped the Bible we use today.		
""			
6	THE BROTHERS BULGER, by Howie Carr. (Warner, $25.95.) The story of two	10	3
""	Massachusetts brothers, one a criminal, the other a politician.		
""			
7	"BLINK, by Malcolm Gladwell. (Little, Brown, $25.95.) The author of ""The Tipping"	5	59
""	"Point"" explores the importance of hunch and instinct to the workings of the mind."		
""			
8	A YEAR IN THE WORLD, by Frances Mayes. (Broadway, $26.) Travels around the	--	1
""	"Mediterranean with the author of ""Under the Tuscan Sun."""		
""			
9	LEFT TO TELL, by Immaculée Ilibagiza with Steve Erwin. (Hay House, $24.95.)	8	2
""	How a woman found God after surviving the Rwandan genocide.		
""			
10	YOU'RE WEARING THAT?, by Deborah Tannen. (Random House, $24.95.) How	4	8
""	mothers and daughters communicate.		
""			
11	THE YEAR OF MAGICAL THINKING, by Joan Didion. (Knopf, $23.95.) The	7	24
""	author's attempts to come to terms with the death of her husband and the grave		
""	illness of their only daughter.		
""			
12	WHAT JESUS MEANT, by Garry Wills. (Viking, $24.95.) A fresh reading of the	--	1
""	Gospels emphasizes the radicalism of Jesus.		
""			
13	MANHUNT, by James L. Swanson. (Morrow, $26.95.) The 12-day pursuit of John	6	6
""	Wilkes Booth after his assassination of Abraham Lincoln.		
""			
14	WHY MY WIFE THINKS I'M AN IDIOT, by Mike Greenberg. (Villard, $22.95.) The	--	1
""	ESPN sportscaster reflects humorously on sports, marriage and fatherhood.		
""			
15	BRUTAL, by Kevin Weeks and Phyllis Karas. (Regan-Books/HarperCollins,	--	1
""	$25.95.) Life inside Whitey Bulger's Irish mob in Boston, by a reformed thug.		
