This	April 7, 2002	Last	Weeks
Week	Fiction	Week	On List
""			
1	EVERYTHING'S EVENTUAL, by Stephen King. (Scribner, $28.) A collection of 14	--	1
""	"""dark tales"" about the strange and the supernatural."		
""			
2	2ND CHANCE, by James Patterson with Andrew Gross. (Little, Brown, $26.95.)	1	3
""	The members of the Women's Murder Club -- a detective, a medical examiner, a		
""	prosecutor and a reporter -- search for a killer.		
""			
3	THE SUMMONS, by John Grisham. (Doubleday, $27.95.) A law professor who	2	7
""	has been called home to Mississippi by his father, a dying judge, discovers more		
""	than $3 million in cash in the old man's study.		
""			
4	THE NANNY DIARIES, by Emma McLaughlin and Nicola Kraus. (St. Martin's,	6	3
""	$24.95.) A satirical look at rich and powerful New Yorkers through the eyes of an		
""	Upper East Side nanny.		
""			
5	WIDOW'S WALK, by Robert B. Parker. (Putnam, $24.95.) The lawyer for a sexy	--	1
""	young woman whose much older millionaire husband has been shot to death hires		
""	the Boston private eye Spenser to investigate.		
""			
6	THE COTTAGE, by Danielle Steel. (Delacorte, $26.95.) An aging, virtually	3	4
""	penniless Hollywood star decides to rent out part of his house.		
""			
7	ATONEMENT, by Ian McEwan. (Nan A. Talese/ Doubleday, $26.) A chronicle of	4	2
""	the disintegration of an English family's idyllic life.		
""			
8	THE STONE MONKEY, by Jeffery Deaver. (Simon & Schuster, $25.) A	5	2
""	quadriplegic forensics genius tries to capture a notorious smuggler of human		
""	beings.		
""			
9	UP COUNTRY, by Nelson DeMille. (Warner, $26.95.) A Vietnam veteran	7	8
""	investigates the death of an Army lieutenant three decades earlier.		
""			
10	THE PURSUIT, by Johanna Lindsey. (Morrow, $25.95.) A Scotsman falls in love	--	1
""	with a beautiful woman whose family is determined to destroy him.		
""			
11	THE ENGLISH ASSASSIN, by Daniel Silva. (Putnam, $25.95.) An art restorer who	8	3
""	doubles as an Israeli spy becomes entangled in a series of murders.		
""			
12	THE CORRECTIONS, by Jonathan Franzen. (Farrar, Straus & Giroux, $26.) A	11	29
""	multigenerational saga in which a mother tries to bring her dysfunctional family		
""	together for a final Christmas at home.		
""			
13	JOURNEY THROUGH HEARTSONGS, written and illustrated by Mattie J. T.	9	22
""	Stepanek. (VSP Books, $14.95.) A collection of poems by an 11-year-old boy who		
""	suffers from muscular dystrophy.		
""			
14	THE DIARY OF ELLEN RIMBAUER, edited by Joyce Reardon. (Hyperion,	10	11
This	April 7, 2002	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	STUPID WHITE MEN, by Michael Moore. (ReganBooks/ HarperCollins, $24.95.)	1	5
""	"The man behind ""Roger & Me"" takes aim at Republicans and Democrats,"		
""	"corporate America and our ""nation of idiots."""		
""			
2	REPORT FROM GROUND ZERO, by Dennis Smith. (Viking, $24.95.) The author	--	1
""	"of ""Report From Engine Co. 82"" provides accounts of the attack on the World"		
""	Trade Center and the rescue efforts that followed.		
""			
3	BIAS, by Bernard Goldberg. (Regnery, $27.95.) A television journalist who worked	2	16
""	"at CBS for many years reports on ""how the media distort the news."""		
""			
4	"BLINDED BY THE RIGHT, by David Brock. (Crown, $25.95.) The author of ""The"	11	2
""	"Real Anita Hill"" and ""The Seduction of Hillary Rodham"" recounts his break with the"		
""	conservative movement.		
""			
5	SHAKEDOWN, by Kenneth R. Timmerman. (Regnery, $29.95.) A journalist's	3	3
""	"""investigative biography"" of the Rev. Jesse Jackson."		
""			
6	LOVE, GREG & LAUREN, by Greg Manning. (Bantam, $24.95.) The journal of a	4	2
""	man whose wife, a senior vice president at Cantor Fitzgerald, suffered burns over		
""	82.5 percent of her body on Sept. 11.		
""			
7	ONE NATION, by the editors of Life magazine. (Little, Brown, $29.95.)	8	19
""	Photographs and essays dealing with the events of Sept. 11.		
""			
8	DRIVER #8, by Dale Earnhardt Jr. with Jade Gurss. (Warner, $23.95.) The race	6	9
""	car driver's account of his rookie year on the Nascar circuit.		
""			
9	SACRED CONTRACTS, by Caroline Myss. (Harmony, $25.) Reflections on	7	9
""	"""spiritual energies"" and the meaning of life."		
""			
10	THE DEATH OF THE WEST, by Patrick J. Buchanan. (Thomas Dunne/St.	--	11
""	Martin's, $25.95.) The right-wing pundit and former presidential candidate argues		
""	"that ""immigrant invasions"" threaten Western culture."		
""			
11	WHAT WENT WRONG? by Bernard Lewis. (Oxford University, $23.) A scholar of	13	11
""	Middle Eastern history examines the reaction of the Islamic world to being		
""	overshadowed by the West.		
""			
12	JOHN ADAMS, by David McCullough. (Simon & Schuster, $35.) A biography of	--	43
""	the country's first vice president and second president.		
""			
13	SHADOW WARRIORS, by Tom Clancy with Carl Stiner and Tony Koltz. (Putnam,	5	7
""	$29.95.) An inside look at the United States' special-operations forces.		
""			
14	THE UNIVERSE IN A NUTSHELL, by Stephen Hawking. (Bantam, $35.) A	10	20
""	copiously illustrated book in which the physicist explains breakthroughs that have		
