This	February 26, 2017	Last	Weeks
Week	Fiction	Week	On List
""			
1	NORSE MYTHOLOGY, by Neil Gaiman. (Norton.) A retelling of Norse folklore.	--	1
""			
2	ECHOES IN DEATH, by J. D. Robb. (St. Martin's.) Lt. Eve Dallas of the N.Y.P.D.	--	1
""	investigates a fatal home invasion. By Nora Roberts, writing pseudonymously.		
""			
3	NEVER NEVER, by James Patterson and Candice Fox. (Little, Brown.) Harriet	2	4
""	Blue, a Sydney sex crimes detective, is sent to the outback (the never never) to		
""	investigate the disappearance of a mine worker. The first in a new series.		
""			
4	THE WHISTLER, by John Grisham. (Doubleday.) A whistleblower alerts a Florida	5	16
""	investigator to judicial corruption involving the Mob and Indian casinos.		
""			
5	RIGHT BEHIND YOU, by Lisa Gardner. (Dutton.) The former F.B.I. profiler Pierce	1	2
""	Quincy and his partner, Rainie Conner, foster a girl whose older brother murdered		
""	their drunken father. Now, eight years later, he has killed again.		
""			
6	THE UNDERGROUND RAILROAD, by Colson Whitehead. (Doubleday.) A slave	4	27
""	girl heads toward freedom on the network, envisioned as actual tracks and		
""	tunnels.		
""			
7	TWO BY TWO, by Nicholas Sparks. (Grand Central.) A man who became a single	6	19
""	father when his marriage and business collapsed learns to take a chance on a		
""	new love.		
""			
8	THE GIRL BEFORE, by J. P. Delaney. (Ballantine.) A sadistic architect builds a	3	3
""	modern house that controls its (young, female) inhabitants in this psychological		
""	thriller, soon to be a major motion picture.		
""			
9	MY NOT SO PERFECT LIFE, by Sophie Kinsella. (Dial.) A young woman fired	--	1
""	from her job in London is forced to reconsider the meaning of success.		
""			
10	UNIVERSAL HARVESTER, by John Darnielle. (Farrar, Straus & Giroux.) A	--	1
""	mystery/thriller set in Iowa.		
""			
11	SMALL GREAT THINGS, by Jodi Picoult. (Ballantine.) A medical crisis entangles	7	18
""	a black nurse, a white supremacist father and a white lawyer.		
""			
12	A GENTLEMAN IN MOSCOW, by Amor Towles. (Viking.) A Russian count	10	13
""	undergoes 30 years of house arrest.		
""			
13	THE MISTRESS, by Danielle Steel. (Delacorte.) The beautiful mistress of a	9	6
""	Russian oligarch yearns for freedom.		
""			
14	COMMONWEALTH, by Ann Patchett. (Harper.) Five decades in the lives of two	12	18
""	families remade by divorce.		
""			
15	BORN OF VENGEANCE, by Sherrilyn Kenyon. (St. Martin's.) In the next	--	1
This	February 26, 2017	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	HILLBILLY ELEGY, by J. D. Vance. (HarperCollins.) A Yale Law School graduate	1	29
""	looks at the struggles of America’s white working class through his own childhood		
""	in the Rust Belt.		
""			
2	KILLING THE RISING SUN, by Bill O'Reilly and Martin Dugard. (Holt.) The host of	2	22
""	“The O’Reilly Factor” recounts the final years of World War II.		
""			
3	THE MAGNOLIA STORY, by Chip Gaines and Joanna Gaines with Mark	4	17
""	Dagostino. (W Publishing/Thomas Nelson.) The lives of the couple who star in the		
""	HGTV show “Fixer Upper.”		
""			
4	THREE DAYS IN JANUARY, by Bret Baier with Catherine Whitney.	3	5
""	(Morrow/HarperCollins.) Eisenhower’s farewell address and his role in the		
""	Kennedy transition.		
""			
5	THE BOOK OF JOY, by Dalai Lama and Desmond Tutu. (Avery.) A discussion	5	17
""	between two spiritual leaders about how to find joy in the face of suffering.		
""			
6	BIG AGENDA, by David Horowitz. (Humanix.) A battle plan for the Trump White	--	1
""	House.		
""			
7	YOU ARE THE UNIVERSE, by Deepak Chopra and Menas Kafatos. (Harmony.)	--	1
""	Defining a human universe in which each of us is a co-creator of reality.		
""			
8	TEARS WE CANNOT STOP, by Michael Eric Dyson. (St. Martin's.) A frank and	6	4
""	searing discussion of race.		
""			
9	HIDDEN FIGURES, by Margot Lee Shetterly. (Morrow/HarperCollins.) The black	7	6
""	women mathematicians who worked at then-segregated NASA. The basis of the		
""	movie.		
""			
10	THE UNDOING PROJECT, by Michael Lewis. (Norton.) How the psychologists	12	10
""	Daniel Kahneman and Amos Tversky upended assumptions about the decision-		
""	making process.		
""			
11	WHEN BREATH BECOMES AIR, by Paul Kalanithi. (Random House.) A memoir	10	50
""	by a physician who received a diagnosis of Stage IV lung cancer at the age of 36.		
""			
12	BLACK EDGE, by Sheelah Kolhatkar. (Random House.) The career of the hedge-	--	1
""	fund manager Steven A. Cohen, who was accused of relying on inside		
""	information.		
""			
13	BORN A CRIME, by Trevor Noah. (Spiegel & Grau.) A memoir about growing up	14	13
""	biracial in apartheid South Africa by the comedian, now the host of “The Daily		
""	Show.”		
""			
14	BETWEEN THE WORLD AND ME, by Ta-Nehisi Coates. (Spiegel & Grau.) A	11	72
