This	June 18, 2000	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE INDWELLING, by Tim LaHaye and Jerry B. Jenkins. (Tyndale, $22.99.) The	1	2
""	seventh volume in a series about true believers who confront the Antichrist.		
""			
2	CRADLE AND ALL, by James Patterson. (Little, Brown, $25.95.) A former nun	2	2
""	turned private eye works on a case involving two virgins who become pregnant.		
""			
3	THE BLUEST EYE, by Toni Morrison. (Knopf, $15.) The story of an 11-year-old	7	6
""	black girl -- pregnant by her father -- who prays for her eyes to turn blue.		
""			
4	HARRY POTTER AND THE CHAMBER OF SECRETS, by J. K. Rowling.	4	53
""	(Levine/Scholastic, $17.95.) A British boy finds trouble when he returns to a		
""	witchcraft school.		
""			
5	EASY PREY, by John Sandford. (Putnam, $25.95.) Lucas Davenport investigates	3	4
""	the death of a model.		
""			
6	HARRY POTTER AND THE PRISONER OF AZKABAN, by J. K. Rowling.	5	39
""	(Levine/Scholastic, $19.95.) A British boy's life at a school for witchcraft is		
""	threatened.		
""			
7	BEFORE I SAY GOOD-BYE, by Mary Higgins Clark. (Simon & Schuster, $26.) A	6	7
""	woman with ESP searches for the truth behind the death of her husband.		
""			
8	THE BRETHREN, by John Grisham. (Doubleday, $27.95.) Three former judges,	8	18
""	doing time at a federal prison in Florida, concoct a mail scam that goes awry.		
""			
9	OH, THE PLACES YOU'LL GO! by Dr. Seuss. (Random House, $17.) Finding	10	175
""	your way through life.		
""			
10	THE EMPTY CHAIR, by Jeffery Deaver. (Simon & Schuster, $25.) Forensic	11	4
""	specialists pursue a disturbed teenage boy who abducted two young women.		
""			
11	HARRY POTTER AND THE SORCERER'S STONE, by J. K. Rowling.	12	78
""	(Levine/Scholastic, $16.95.) A British boy finds his fortune attending a school for		
""	witchcraft.		
""			
12	ANIL'S GHOST, by Michael Ondaatje. (Knopf, $25.) A Sri Lankan woman who	15	4
""	studied medicine abroad returns to examine the victims of her country's terror.		
""			
13	THE RUN, by Stuart Woods. (HarperCollins, $26.) A United States senator,	--	1
""	campaigning for the presidency, becomes the target of dangerous clandestine		
""	forces.		
""			
14	STAR WARS: Rogue Planet, by Greg Bear. (Lucas/ Del Rey/Ballantine, $26.) Obi-	13	5
""	Wan Kenobi and Anakin Skywalker are swept up in a world of deadly intrigue.		
""			
15	THE WEDDING, by Danielle Steel. (Delacorte, $26.95.) An entertainment lawyer	--	8
This	June 18, 2000	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	FLAGS OF OUR FATHERS, by James Bradley with Ron Powers. (Bantam,	1	5
""	$24.95.) The story of the six men who raised the flag at Iwo Jima, by the son of		
""	one of them.		
""			
2	TUESDAYS WITH MORRIE, by Mitch Albom. (Doubleday, $19.95.) The author	2	139
""	tells of his weekly visits to his old college mentor, who was near death's door.		
""			
3	IN THE HEART OF THE SEA, by Nathaniel Philbrick. (Viking, $24.95.) The story	5	4
""	of the whaleship Essex, whose disastrous fate would inspire Herman Melville.		
""			
4	ME TALK PRETTY ONE DAY, by David Sedaris. (Little, Brown, $22.95.) A	12	3
""	"collection of autobiographical comic essays by the author of ""Naked."""		
""			
5	FROM DAWN TO DECADENCE, by Jacques Barzun. (HarperCollins, $36.) A	3	3
""	survey of 500 years of Western cultural life, from 1500 to the present.		
""			
6	THE GREATEST GENERATION, by Tom Brokaw. (Random House, $24.95.) The	10	79
""	lives of men and women who came of age during the Depression and World War		
""	II.		
""			
7	NO SUCH THING AS A BAD DAY, by Hamilton Jordan. (Longstreet, $22.) A	4	4
""	memoir by Jimmy Carter's chief of staff, who has survived three bouts with cancer.		
""			
8	IT'S NOT ABOUT THE BIKE, by Lance Armstrong with Sally Jenkins. (Putnam,	6	3
""	$24.95.) A memoir by the Tour de France champion and cancer survivor.		
""			
9	PAYNE STEWART, by Tracey Stewart with Ken Abraham. (Broadman & Holman,	--	1
""	$24.99.) A biography of the golfer who died in a plane crash in 1999, by his widow.		
""			
10	"THE CAMINO, by Shirley MacLaine. (Pocket, $24.95.) A ""journey of the spirit"""	8	4
""	takes the actress from present-day Spain through past lives to the origin of the		
""	universe.		
""			
11	THE GREATEST GENERATION SPEAKS, by Tom Brokaw. (Random House,	--	18
""	$19.95.) What the people who fought in World War II confided in letters to the		
""	author.		
""			
12	THE MILLIONAIRE MIND, by Thomas J. Stanley. (Andrews McMeel, $26.95.) An	11	17
""	analysis of the people who make up America's financial elite.		
""			
13	'TIS, by Frank McCourt. (Scribner, $26.) An Irish immigrant gets used to life in	13	37
""	America: a memoir.		
""			
14	THE ART OF HAPPINESS, by the Dalai Lama and Howard C. Cutler. (Riverhead,	14	72
""	$22.95.) What Buddhism and common sense tell us about everyday problems.		
""			
15	FAIR BALL, by Bob Costas. (Broadway, $21.95.) The sportscaster's critique of	--	8
