This	March 5, 2006	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE 5TH HORSEMAN, by James Patterson and Maxine Paetro. (Little, Brown,	--	1
""	$27.95.) Detective Lindsay Boxer and the Women's Murder Club investigate		
""	unexplained deaths at a San Francisco hospital.		
""			
2	CELL, by Stephen King. (Scribner, $26.95.) What remains of humanity fights to	1	4
""	survive after a mysterious force scrambles cellphone users' brains.		
""			
3	THE DA VINCI CODE, by Dan Brown. (Doubleday, $24.95.) A murder at the	2	152
""	Louvre leads to a trail of clues found in the work of Leonardo and to the discovery		
""	of a secret society.		
""			
4	THE LAST TEMPLAR, by Raymond Khoury. (Dutton, $24.95.) A coding device	5	5
""	stolen from an exhibit of Vatican artifacts may hold clues to the medieval Knights		
""	Templar's long-lost treasure — and their secrets.		
""			
5	SEA CHANGE, by Robert B. Parker. (Putnam, $24.95.) Jesse Stone, the police	4	2
""	chief of Paradise, Mass., searches for the killer of a woman whose body washed		
""	ashore.		
""			
6	IN THE COMPANY OF THE COURTESAN, by Sarah Dunant. (Random House,	--	1
""	$23.95.) A courtesan and her friend and pimp, a dwarf, make their way in		
""	Renaissance Venice.		
""			
7	MEMORY IN DEATH, by J. D. Robb. (Putnam, $24.95.) Lt. Eve Dallas tracks the	3	4
""	killer of a woman who was blackmailing her; by Nora Roberts, writing		
""	pseudonymously.		
""			
8	LOVERS & PLAYERS, by Jackie Collins. (St. Martin's, $24.95.) After their father	6	2
""	calls them together, Red Diamond's three sons (and their friends and relations)		
""	grapple with sex, secrets and murders on both coasts		
""			
9	GONE, by Lisa Gardner. (Bantam, $25.) A former F.B.I. profiler searches for the	7	3
""	kidnapper of his ex-wife.		
""			
10	MARY, MARY, by James Patterson. (Little, Brown, $27.95.) The F.B.I. agent Alex	11	14
""	Cross tracks a Hollywood killer who announces the crimes via e-mail.		
""			
11	OUTBOUND FLIGHT, by Timothy Zahn. (Lucas/Del Rey/Ballantine, $26.95.) In a	9	3
""	"new ""Star Wars"" novel, a Jedi mission to colonize worlds beyond the known galaxy"		
""	becomes a fight for survival.		
""			
12	THE HOSTAGE, by W. E. B. Griffin. (Putnam, $26.95.) An Army officer probes the	8	7
""	murder of an American diplomat and the kidnapping of his wife, whose brother is		
""	linked to the Iraq oil-for-food scandal.		
""			
13	THE HUNT CLUB, by John Lescroart. (Dutton, $26.95.) A private investigator, a	10	4
""	homicide detective and their friends search for the murderer of a local judge.		
This	March 5, 2006	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	MARLEY & ME, by John Grogan. (Morrow, $21.95.) A newspaper columnist and	1	18
""	his wife learn some life lessons from their neurotic dog.		
""			
2	THE WORLD IS FLAT, by Thomas L. Friedman. (Farrar, Straus & Giroux, $27.50.)	2	46
""	A columnist for The New York Times analyzes 21st-century economics and foreign		
""	policy and presents an overview of globalization trends.		
""			
3	YOU'RE WEARING THAT?, by Deborah Tannen. (Random House, $24.95.) How	7	4
""	mothers and daughters communicate.		
""			
4	FREAKONOMICS, by Steven D. Levitt and Stephen J. Dubner. (Morrow, $25.95.)	3	45
""	A maverick scholar applies economic thinking to everything from sumo wrestlers		
""	who cheat to legalized abortion and the falling crime rate.		
""			
5	MANHUNT, by James L. Swanson. (Morrow, $26.95.) The 12-day pursuit of John	6	2
""	Wilkes Booth after his assassination of Abraham Lincoln.		
""			
6	THE YEAR OF MAGICAL THINKING, by Joan Didion. (Knopf, $23.95.) The	4	20
""	author's attempts to come to terms with the death of her husband and the grave		
""	illness of their only daughter.		
""			
7	FOR LACI, by Sharon Rocha. (Crown, $25.95.) Laci Peterson's mother recalls her	8	7
""	daughter and describes her killer's trial.		
""			
8	"MY FRIEND LEONARD, by James Frey. (Riverhead, $24.95.) The author of ""A"	5	20
""	"Million Little Pieces,"" which both author and publisher acknowledge contains"		
""	numerous fabrications, writes about a helpful mobster friend.		
""			
9	"BLINK, by Malcolm Gladwell. (Little, Brown, $25.95.) The author of ""The Tipping"	9	55
""	"Point"" explores the importance of hunch and instinct to the workings of the mind."		
""			
10	TEAM OF RIVALS, by Doris Kearns Goodwin. (Simon & Schuster, $35.) The	14	17
""	political genius of Abraham Lincoln, revealed in his relationship with his cabinet,		
""	"from the author of ""No Ordinary Time."""		
""			
11	CONFESSIONS OF A VIDEO VIXEN, by Karrine Steffans.	12	19
""	(Amistad/HarperCollins, $24.95.) A tell-all by an actress who has appeared in		
""	many hip-hop videos.		
""			
12	OUR ENDANGERED VALUES, by Jimmy Carter. (Simon & Schuster, $25.) The	10	16
""	former president warns against blurring politics and fundamentalist religion.		
""			
13	BEYOND BAND OF BROTHERS, by Dick Winters with Cole C. Kingseed. (Berkley	--	1
""	Caliber, $24.95.) The war memoirs of the commander of Easy Company, made		
""	"famous by Stephen Ambrose's ""Band of Brothers."""		
""			
14	"TEACHER MAN, by Frank McCourt. (Scribner, $26.) The author of ""Angela's"	15	14
