This	February 12, 2006	Last	Weeks
Week	Fiction	Week	On List
""			
1	CELL, by Stephen King. (Scribner, $26.95.) What remains of humanity fights to	--	1
""	survive after a mysterious force scrambles cellphone users' brains.		
""			
2	MEMORY IN DEATH, by J. D. Robb. (Putnam, $24.95.) Lt. Eve Dallas tracks the	--	1
""	killer of a woman who was blackmailing her; by Nora Roberts, writing		
""	pseudonymously.		
""			
3	THE DA VINCI CODE, by Dan Brown. (Doubleday, $24.95.) A murder at the Louvre	1	149
""	leads to a trail of clues found in the work of Leonardo and to the discovery of a		
""	secret society.		
""			
4	THE HOSTAGE, by W. E. B. Griffin. (Putnam, $26.95.) An Army officer probes the	2	4
""	murder of an American diplomat and the kidnapping of his wife, whose brother is		
""	linked to the Iraq oil-for-food scandal.		
""			
5	THE LAST TEMPLAR, by Raymond Khoury. (Dutton, $24.95.) A coding device	10	2
""	stolen from an exhibit of Vatican artifacts may hold clues to the medieval Knights		
""	Templar's long-lost treasure — and their secrets.		
""			
6	MARY, MARY, by James Patterson. (Little, Brown, $27.95.) The F.B.I. agent Alex	3	11
""	Cross tracks a Hollywood killer who announces the crimes via e-mail.		
""			
7	“S” IS FOR SILENCE, by Sue Grafton. (Marian Wood/Putnam, $26.95.) Kinsey	6	8
""	Millhone searches for a woman who disappeared 34 years ago.		
""			
8	EVERY BREATH YOU TAKE, by Judith McNaught. (Ballantine, $25.95.) When the	5	5
""	grandson of a Chicago philanthropist disappears, suspicion falls on the wrong man.		
""			
9	THE HUNT CLUB, by John Lescroart. (Dutton, $26.95.) A private investigator, a	--	1
""	homicide detective and their friends search for the murderer of a local judge.		
""			
10	THE CAT WHO DROPPED A BOMBSHELL, by Lilian Jackson Braun. (Putnam,	7	3
""	$23.95.) The columnist Jim Qwilleran and his cats investigate the mysterious death		
""	of a wealthy couple.		
""			
11	AT FIRST SIGHT, by Nicholas Sparks. (Warner, $24.95.) The young couple from	8	15
""	"""True Believer,"" who are now expecting a child, receive a disturbing message."		
""			
12	TURNING ANGEL, by Greg Iles. (Scribner, $25.95.) To defend a friend wrongly	9	5
""	accused of murder, a Mississippi lawyer must investigate the secret lives of local		
""	prep school students.		
""			
13	ALL NIGHT LONG, by Jayne Ann Krentz. (Putnam, $24.95.) A journalist returns to	14	4
""	her Northern California hometown to investigate the death of an old friend and the		
""	murder of her parents years before.		
""			
14	DEATH DANCE, by Linda Fairstein. (Scribner, $26.) Alexandra Cooper, a	4	2
This	February 12, 2006	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	MARLEY & ME, by John Grogan. (Morrow, $21.95.) A newspaper columnist and	2	15
""	his wife learn some life lessons from their neurotic dog.		
""			
2	THE WORLD IS FLAT, by Thomas L. Friedman. (Farrar, Straus & Giroux, $27.50.)	3	43
""	A columnist for The New York Times analyzes 21st-century economics and foreign		
""	policy and presents an overview of globalization trends.		
""			
3	FOR LACI, by Sharon Rocha. (Crown, $25.95.) Laci Peterson's mother recalls her	1	4
""	daughter and describes her killer's trial.		
""			
4	"MY FRIEND LEONARD, by James Frey. (Riverhead, $24.95.) The author of ""A"	4	17
""	"Million Little Pieces"" remembers a helpful mobster friend."		
""			
5	THE YEAR OF MAGICAL THINKING, by Joan Didion. (Knopf, $23.95.) The	6	17
""	author's attempts to come to terms with the death of her husband and the grave		
""	illness of their only daughter.		
""			
6	FREAKONOMICS, by Steven D. Levitt and Stephen J. Dubner. (Morrow, $25.95.)	7	42
""	A maverick scholar applies economic thinking to everything from sumo wrestlers		
""	who cheat to legalized abortion and the falling crime rate.		
""			
7	NIGHT, by Elie Wiesel. (Hill & Wang, $19.95.) A new translation of an account of	5	2
""	the horrors of Auschwitz and Buchenwald, first published in English in 1960.		
""			
8	"TEACHER MAN, by Frank McCourt. (Scribner, $26.) The author of ""Angela's"	8	11
""	"Ashes"" remembers his years teaching high school English in New York City."		
""			
9	YOU'RE WEARING THAT?, by Deborah Tannen. (Random House, $24.95.) How	--	1
""	mothers and daughters communicate.		
""			
10	MONEY SECRETS, by Dave Barry. (Crown, $24.95.) The humorist looks at	11	2
""	personal finance.		
""			
11	OUR ENDANGERED VALUES, by Jimmy Carter. (Simon & Schuster, $25.) The	12	13
""	former president warns against blurring politics and fundamentalist religion.		
""			
12	SELF-MADE MAN, by Norah Vincent. (Viking, $24.95.) A woman masquerades as	--	1
""	a man for 18 months to understand how men think.		
""			
13	CONFESSIONS OF A VIDEO VIXEN, by Karrine Steffans.	15	16
""	(Amistad/HarperCollins, $24.95.) A tell-all by an actress who has appeared in		
""	many hip-hop videos.		
""			
14	"BLINK, by Malcolm Gladwell. (Little, Brown, $25.95.) The author of ""The Tipping"	14	52
""	"Point"" explores the importance of hunch and instinct to the workings of the mind."		
""			
15	TEAM OF RIVALS, by Doris Kearns Goodwin. (Simon & Schuster, $35.) The	10	14
