This	September 2, 2007	Last	Weeks
Week	Fiction	Week	On List
""			
1	A THOUSAND SPLENDID SUNS, by Khaled Hosseini. (Riverhead, $25.95.) A	1	13
""	friendship between two women in Afghanistan against the backdrop of 30 years of		
""	war.		
""			
2	PLAY DIRTY, by Sandra Brown. (Simon & Schuster, $26.95.) A disgraced N.F.L.	--	1
""	quarterback struggles to remake his life in the face of a strange assignment from		
""	an eccentric millionaire and the machinations of a crooked detective.		
""			
3	FORCE OF NATURE, by Suzanne Brockmann. (Ballantine, $21.95.) A Florida P.I.	--	1
""	and his assistant infiltrate the circle of a crime boss who may be involved in		
""	international terrorism; the 11th Troubleshooters novel.		
""			
4	THE QUICKIE, by James Patterson and Michael Ledwidge. (Little, Brown,	3	7
""	$27.99.) A police officer’s attempt to get back at her husband goes dangerously		
""	awry.		
""			
5	LOVING FRANK, by Nancy Horan. (Ballantine, $23.95.) A historical novel about	--	1
""	the scandalous affair between a married Chicago woman and the architect Frank		
""	Lloyd Wright.		
""			
6	SANDWORMS OF DUNE, by Brian Herbert and Kevin J. Anderson. (Tor/Tom	4	2
""	Doherty, $27.95.) The resolution of the war between man and machine; the		
""	concluding novel of the Dune series, based on Frank Herbert’s final outline.		
""			
7	THE SECRET SERVANT, by Daniel Silva. (Putnam, $25.95.) Gabriel Allon, an art	5	4
""	restorer and an occasional spy for the Israeli secret service, joins the search for		
""	the kidnapped daughter of an American ambassador.		
""			
8	DEVIL MAY CRY, by Sherrilyn Kenyon. (St. Martin’s, $19.95.) A former Sumerian	2	2
""	god, now a casino owner, must cooperate with the servant of the goddess who		
""	stole his powers; the 11th Dark-Hunter novel.		
""			
9	SPOOK COUNTRY, by William Gibson. (Putnam, $25.95.) A musician/journalist, a	6	2
""	spy and an addict/cryptographer push back against bureaucracy, history and		
""	technology.		
""			
10	THE BURNT HOUSE, by Faye Kellerman. (Morrow, $25.95.) Lt. Peter Decker of	12	2
""	the L.A.P.D. and his wife, Rina Lazarus, investigate a mysterious plane crash.		
""			
11	THE TIN ROOF BLOWDOWN, by James Lee Burke. (Simon & Schuster, $26.)	8	5
""	The Louisiana detective Dave Robicheaux copes with the aftermath of Hurricane		
""	Katrina.		
""			
12	WAKING WITH ENEMIES, by Eric Jerome Dickey. (Dutton, $24.95.) In London,	9	2
""	Gideon struggles to outsmart an assassin; a sequel to “Sleeping With Strangers.”		
""			
13	HIGH NOON, by Nora Roberts. (Putnam, $26.95.) A hostage negotiator must face	7	6
This	September 2, 2007	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	YOU CAN RUN BUT YOU CAN’T HIDE, by Duane Chapman with Laura Morton.	1	2
""	(Hyperion, $25.95.) The star of A & E’s “Dog the Bounty Hunter” recalls his past of		
""	abuse and addiction and describes his bounty hunts.		
""			
2	QUIET STRENGTH, by Tony Dungy with Nathan Whitaker. (Tyndale, $26.99.) A	2	6
""	memoir by the first black coach to win a Super Bowl (he did it with the Indianapolis		
""	Colts in February 2007).		
""			
3	LONE SURVIVOR, by Marcus Luttrell with Patrick Robinson. (Little, Brown,	3	10
""	$24.99.) The only survivor of a Navy Seal operation in northern Afghanistan		
""	describes the battle, his comrades and his courageous escape.		
""			
4	IT'S ALL ABOUT HIM, by Denise Jackson with Ellen Vaughn. (Thomas Nelson,	4	3
""	$24.99.) The wife of the country music star Alan Jackson describes how religious		
""	faith restored her marriage.		
""			
5	GOD IS NOT GREAT, by Christopher Hitchens. (Twelve, $24.99.) Religion as a	5	16
""	malignant force in the world.		
""			
6	A LONG WAY GONE, by Ishmael Beah. (Sarah Crichton/Farrar, Straus & Giroux,	6	27
""	$22.) A former child soldier from Sierra Leone describes his drug-crazed killing		
""	spree and his return to humanity.		
""			
7	THE WORLD WITHOUT US, by Alan Weisman. (Thomas Dunne/St. Martin’s,	7	6
""	$24.95.) What Earth would be like if humans disappeared.		
""			
8	THE GAME, by Neil Strauss. (Morrow, $35.) An ugly duckling transforms himself	--	7
""	into a pickup artist.		
""			
9	THE PREACHER AND THE PRESIDENTS, by Nancy Gibbs and Michael Duffy.	--	1
""	(Center Street, $26.99.) Billy Graham and his relationship with chief executives		
""	from Dwight Eisenhower to George W. Bush.		
""			
10	ANIMAL, VEGETABLE, MIRACLE, by Barbara Kingsolver with Steven L. Hopp	9	16
""	and Camille Kingsolver. (HarperCollins, $26.95.) The novelist and her family		
""	spend a year eating homegrown or local food.		
""			
11	LEGACY OF ASHES, by Tim Weiner. (Doubleday, $27.95.) The Central	8	6
""	Intelligence Agency’s failures and delusions of grandeur		
""			
12	MERLE’S DOOR, by Ted Kerasote. (Harcourt, $25.) Lessons from a freethinking	10	5
""	dog: a nature writer’s tribute to the quirky Labrador mutt he adopted.		
""			
13	THE BLACK SWAN, by Nassim Nicholas Taleb. (Random House, $26.95.) The	11	14
""	role of the unexpected.		
""			
14	FREAKONOMICS, by Steven D. Levitt and Stephen J. Dubner. (Morrow, $27.95.)	13	107
