This	August 10, 2014	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE HEIST, by Daniel Silva. (Harper.) Gabriel Allon, an art restorer and occasional	2	2
""	spy for the Israeli secret service, must track down a famous missing painting by		
""	Caravaggio.		
""			
2	THE BOOK OF LIFE, by Deborah Harkness. (Viking.) In the conclusion to the All	1	2
""	Souls trilogy, the Oxford scholar/witch Diana Bishop and the vampire geneticist		
""	Matthew Clairmont return from Elizabethan London to the present.		
""			
3	TOM CLANCY: SUPPORT AND DEFEND, by Mark Greaney. (Putnam.) A Dominic	--	1
""	Caruso novel, written in the tradition of Clancy, who died in October 2013.		
""			
4	A PERFECT LIFE, by Danielle Steel. (Delacorte.) A successful TV anchor faces a	--	1
""	young rival at work just as the long-kept secrets of her private life are exposed.		
""			
5	THE GOLDFINCH, by Donna Tartt. (Little, Brown.)  A painting becomes a boy’s	6	40
""	prize, guilt and burden.		
""			
6	ACT OF WAR, by Brad Thor. (Emily Bestler/Atria.) The counterterrorism operative	3	3
""	Scot Harvath undertakes two dangerous missions as America faces an imminent		
""	attack.		
""			
7	THE SILKWORM, by Robert Galbraith. (Mulholland/Little, Brown.) The private	7	6
""	detective Cormoran Strike in literary London; by J. K. Rowling, writing		
""	pseudonymously.		
""			
8	INVISIBLE, by James Patterson and David Ellis. (Little, Brown.) A former F.B.I.	5	5
""	researcher finds a link between scores of apparently unconnected unsolved cases.		
""			
9	REMAINS OF INNOCENCE, by J. A. Jance. (Morrow/HarperCollins.) Sheriff Joanna	--	1
""	Brady must solve two seemingly unrelated, perplexing cases.		
""			
10	MR. MERCEDES, by Stephen King. (Scribner.) A driver plows into a crowd, killing	10	8
""	eight. The killer then taunts a suicidal ex-cop, who must stop another, deadlier		
""	attack.		
""			
11	TOP SECRET TWENTY-ONE, by Janet Evanovich. (Bantam.) The New Jersey	8	6
""	bounty hunter Stephanie Plum pursues a dealer who sells more than used cars.		
""			
12	ALL THE LIGHT WE CANNOT SEE, by Anthony Doerr. (Scribner.) The lives of a	14	12
""	blind French girl and a gadget-obsessed German boy before and during World War		
""	II.		
""			
13	WRITTEN IN MY OWN HEART'S BLOOD, by Diana Gabaldon. (Delacorte.) Jamie	13	7
""	Fraser and his family face challenges in the 18th and 20th centuries.		
""			
14	WAYFARING STRANGER, by James Lee Burke. (Simon & Schuster.) A man’s life	9	2
""	is traced over decades, starting with his encounter, at age 16, with Bonnie and		
This	August 10, 2014	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	AMERICA, by Dinesh D'Souza. (Regnery.) A defense of America against the view	2	3
""	that its power in the world should be diminished; also a documentary film.		
""			
2	UNBROKEN, by Laura Hillenbrand. (Random House.) An Olympic runner’s story	1	179
""	of survival as a prisoner of the Japanese in World War II.		
""			
3	BLOOD FEUD, by Edward Klein. (Regnery.) A journalist describes animosity	3	5
""	behind the alliance between the Clinton and Obama families.		
""			
4	ONE NATION, by Ben Carson with Candy Carson. (Sentinel.) Carson, a retired	6	10
""	pediatric neurosurgeon, now a Fox News contributor, offers solutions to problems		
""	in health and education based on capitalism, not government.		
""			
5	HARD CHOICES, by Hillary Rodham Clinton. (Simon & Schuster.) Clinton’s	5	7
""	memoir focuses on her years as secretary of state and her views about the		
""	American role in the world.		
""			
6	THE MOCKINGBIRD NEXT DOOR, by Marja Mills. (Penguin Press.) The author’s	4	2
""	experience as Harper Lee’s neighbor.		
""			
7	DAVID AND GOLIATH, by Malcolm Gladwell. (Little, Brown.) How disadvantages	9	41
""	can work in our favor; from the author of “The Tipping Point” and “Outliers.”		
""			
8	THINK LIKE A FREAK, by Steven D. Levitt and Stephen J. Dubner.	8	11
""	(Morrow/HarperCollins.) How to solve problems creatively, from the authors of		
""	“Freakonomics.”		
""			
9	CAPITAL IN THE TWENTY-FIRST CENTURY, by Thomas Piketty.	7	16
""	(Belknap/Harvard University.) A French economist’s analysis of centuries of		
""	economic history predicts worsening inequality and proposes solutions.		
""			
10	CLINTON, INC., by Daniel Halper. (Broadside/HarperCollins.) A view of how the	--	1
""	Clintons attained, lost and regained political power, from an editor of The Weekly		
""	Standard.		
""			
11	I AM MALALA, by Malala Yousafzai with Christina Lamb. (Little, Brown.) The	11	31
""	experience of the young Pakistani advocate for women’s education shot by the		
""	Taliban.		
""			
12	FLASH BOYS, by Michael Lewis. (Norton.) The world of high-frequency computer-	13	17
""	driven trading, from the author of “Liar’s Poker.”		
""			
13	FACTORY MAN, by Beth Macy. (Little, Brown.) The story of a Virginia factory	10	2
""	owner’s resistance to offshoring illustrates the effects of globalization on American		
""	workers.		
""			
14	ELEPHANT COMPANY, by Vicki Constantine Croke. (Random House.) A portrait	15	2
