This	November 16, 2014	Last	Weeks
Week	Fiction	Week	On List
""			
1	GRAY MOUNTAIN, by John Grisham. (Doubleday.) A downsized Wall Street	1	2
""	lawyer joins a legal clinic in a small Virginia town.		
""			
2	THE SLOW REGARD OF SILENT THINGS, by Patrick Rothfuss. (DAW.) An	--	1
""	exploration of the world of Auri, a character in the Kingkiller Chronicles.		
""			
3	PRINCE LESTAT, by Anne Rice. (Knopf.) The Vampire Chronicles continue after	--	1
""	a long hiatus with the reappearance of Lestat de Lioncourt.		
""			
4	HAVANA STORM, by Clive Cussler and Dirk Cussler. (Putnam.) Dirk Pitt becomes	--	1
""	involved in a post-Castro power struggle in Cuba.		
""			
5	LEAVING TIME, by Jodi Picoult. (Ballantine.) After searching for her mother, who	2	3
""	has disappeared, for more than 10 years, a woman employs a psychic and a		
""	detective.		
""			
6	THE HANDSOME MAN'S DE LUXE CAFÉ, by Alexander McCall Smith.	--	1
""	(Pantheon.) The 15th book in the No. 1 Ladies’ Detective Agency series.		
""			
7	PEGASUS, by Danielle Steel. (Delacorte.) A German aristocrat, fleeing the Nazis,	--	1
""	settles in America with a gift of eight purebred horses from his closest friend.		
""			
8	EDGE OF ETERNITY, by Ken Follett. (Dutton.) Five interrelated families grapple	3	7
""	with the events of the 1960s through the 1980s; Book 3 of the Century Trilogy.		
""			
9	THE PERIPHERAL, by William Gibson. (Putnam.) A woman in the rural South,	--	1
""	later in our century, witnesses a murder as part of a video game and is drawn into		
""	a power struggle in the further-off future.		
""			
10	DEADLINE, by John Sandford. (Putnam.) Dognappers and a murdered reporter	4	4
""	draw the attention of the Minnesota investigator Virgil Flowers.		
""			
11	ALL THE LIGHT WE CANNOT SEE, by Anthony Doerr. (Scribner.) The lives of a	8	26
""	blind French girl and a gadget-obsessed German boy before and during World		
""	War II.		
""			
12	LILA, by Marilynne Robinson. (Farrar, Straus & Giroux.) The difficult early life of	7	4
""	the woman who becomes the wife of the widower and minister John Ames; a back		
""	"story to ""Gilead."""		
""			
13	BURN, by James Patterson and Michael Ledwidge. (Little, Brown.) Detective	9	5
""	Michael Bennett, back in New York City, investigates a peculiar crime in Harlem.		
""			
14	SOMEWHERE SAFE WITH SOMEBODY GOOD, by Jan Karon. (Putnam.) The	10	9
""	Mitford character Father Tim finds friends and family wrestling with difficulties.		
""			
15	PERSONAL, by Lee Child. (Delacorte.) Jack Reacher, a former military cop, helps	12	9
This	November 16, 2014	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	YES PLEASE, by Amy Poehler. (Dey St./Morrow.) A humorous miscellany from the	--	1
""	comedian and actress, an “S.N.L.” alumna and the star of “Parks and Recreation.”		
""			
2	KILLING PATTON, by Bill O'Reilly and Martin Dugard. (Holt.) The host of “The	1	6
""	O’Reilly Factor” recounts the death of Gen. George S. Patton in December 1945.		
""			
3	NOT THAT KIND OF GIRL, by Lena Dunham. (Random House.) Essays from the	2	5
""	creator and star of “Girls.”		
""			
4	BEING MORTAL, by Atul Gawande. (Metropolitan/ Holt.) The surgeon and New	4	4
""	Yorker writer considers how doctors fail patients at the end of life, and how they can		
""	do better.		
""			
5	JETER UNFILTERED, by Derek Jeter with Anthony Bozza. (Jeter Publishing/Gallery	--	1
""	Books.) The Yankee shortstop and team captain looks back over his career, with		
""	photographs from his recently concluded final season, as well as older ones.		
""			
6	FOOD, by Jim Gaffigan. (Crown Archetype.) The comedian, author of “Dad Is Fat,”	3	2
""	describes his relationship with food.		
""			
7	WHAT IF?, by Randall Munroe. (Houghton Mifflin Harcourt.) Scientific (but often	9	9
""	humorous) answers to hypothetical questions, based in part on the author’s website,		
""	xkcd.com.		
""			
8	THE INNOVATORS, by Walter Isaacson. (Simon & Schuster.) Studies of the people	7	4
""	who created computers and the Internet, beginning in the 1840s.		
""			
9	DREAMERS AND DECEIVERS, by Glenn Beck with Kevin Balfe. (Threshold	--	1
""	Editions/Mercury Radio Arts.) More little-known stories from America’s past; a		
""	follow-up to “Miracles and Massacres.”		
""			
10	STOP THE COMING CIVIL WAR, by Michael Savage. (Center Street.) The radio	8	4
""	host urges true patriots to save the country from the machinations of the left.		
""			
11	AS YOU WISH, by Cary Elwes with Joe Layden. (Touchstone/Simon & Schuster.)	5	3
""	The making of the movie “The Princess Bride,” 25 years ago.		
""			
12	THE SECRET HISTORY OF WONDER WOMAN, by Jill Lepore. (Knopf.) The	--	1
""	Harvard historian and New Yorker writer argues that Wonder Woman’s creator was		
""	influenced by early feminists.		
""			
13	NEIL PATRICK HARRIS: CHOOSE YOUR OWN AUTOBIOGRAPHY, by Neil	6	3
""	Patrick Harris with David Javerbaum. (Crown Archetype.) The actor’s life story is		
""	structured as a Choose Your Own Adventure book.		
""			
14	MIRACLES, by Eric Metaxas. (Dutton.) An argument that miracles are not only	--	1
""	possible but widespread.		
