This	October 8, 2006	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE THIRTEENTH TALE, by Diane Setterfield. (Atria, $26.) A biographer	1	2
""	struggles to discover the truth about an aging writer who has mythologized her		
""	past.		
""			
2	THE BOOK OF FATE, by Brad Meltzer. (Warner, $25.99.) The apparent murder of	2	3
""	a presidential aide reveals Masonic secrets in Washington and a 200-year-old		
""	code invented by Thomas Jefferson.		
""			
3	THE MISSION SONG, by John le Carré. (Little, Brown, $26.99.) An English	--	1
""	translator, born in Congo, is sent by British intelligence to work for a corporate		
""	syndicate that wants to subvert Congolese elections.		
""			
4	RISE AND SHINE, by Anna Quindlen. (Random House, $24.95.) The lives of two	4	4
""	sisters, one the host of a television show and the other a social worker.		
""			
5	JUDGE & JURY, by James Patterson and Andrew Gross. (Little, Brown, $27.99.)	5	8
""	An aspiring actress and an F.B.I. agent join forces against a powerful mobster.		
""			
6	THE GUY NOT TAKEN, by Jennifer Weiner. (Atria, $24.95.) Stories about women	8	3
""	and relationships from the author of ''In Her Shoes.''		
""			
7	IMPERIUM, by Robert Harris. (Simon & Schuster, $26.) A fictional life of Marcus	--	1
""	Cicero, the Roman statesman and orator, as told by a household slave.		
""			
8	THE MEPHISTO CLUB, by Tess Gerritsen. (Ballantine, $25.95.) A Boston medical	3	2
""	examiner and a detective must solve a series of murders involving apocalyptic		
""	messages and a sinister cabal.		
""			
9	DARK CELEBRATION, by Christine Feehan. (Berkley, $23.95.) Carpathians from	6	3
""	around the world join together to oppose their enemies' plot to kill all Carpathian		
""	women.		
""			
10	"WORLD WAR Z, by Max Brooks. (Crown, $24.95.) An ""oral history"" of an imagined"	11	2
""	Zombie War that nearly destroys civilization.		
""			
11	THE RIGHT ATTITUDE TO RAIN, by Alexander McCall Smith. (Pantheon,	--	1
""	$21.95.) The third novel featuring the philosopher Isabel Dalhousie is a mystery		
""	about the meaning of happiness.		
""			
12	THE EMPEROR'S CHILDREN, by Claire Messud. (Knopf, $25.) A group of	9	4
""	privileged 30-somethings try to make their way in literary New York just before		
""	9/11.		
""			
13	THE AFGHAN, by Frederick Forsyth. (Putnam, $26.95.) To foil a Qaeda plot, a	10	5
""	British operative masquerades as a Taliban commander just released from		
""	Guantánamo.		
This	October 8, 2006	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	I FEEL BAD ABOUT MY NECK, by Nora Ephron. (Knopf, $19.95.) A witty look at	2	8
""	"aging from a novelist and screenwriter (""When Harry Met Sally"")."		
""			
2	THE GREATEST STORY EVER SOLD, by Frank Rich. (Penguin Press, $25.95.) A	--	1
""	Times columnist attacks the Bush administration's approach to message		
""	management.		
""			
3	THE CONFESSION, by James E. McGreevey. (Regan, $26.95.) The former New	--	1
""	Jersey governor comes out.		
""			
4	MARLEY & ME, by John Grogan. (Morrow, $21.95.) A newspaper columnist and	1	49
""	his wife learn some life lessons from their neurotic dog.		
""			
5	THE WORLD IS FLAT, by Thomas L. Friedman. (Farrar, Straus & Giroux, $27.50;	4	77
""	updated and expanded edition, $30.) A columnist for The Times analyzes 21st-		
""	century economics and foreign policy.		
""			
6	STATE OF EMERGENCY, by Patrick J. Buchanan. (Thomas Dunne/St. Martin's,	5	5
""	$24.95.) The conservative commentator argues against unchecked immigration.		
""			
7	LETTER TO A CHRISTIAN NATION, by Sam Harris. (Knopf, $16.95.) The author	--	1
""	of ''The End of Faith'' responds to Christians' arguments in defense of their beliefs.		
""			
8	I SHOULDN'T EVEN BE DOING THIS! by Bob Newhart. (Hyperion, $23.95.) A	--	1
""	memoir by the comedian.		
""			
9	FREAKONOMICS, by Steven D. Levitt and Stephen J. Dubner. (Morrow, $25.95.)	6	76
""	A maverick scholar applies economic thinking to everything from sumo wrestlers		
""	who cheat to legalized abortion and the falling crime rate.		
""			
10	THE LOOMING TOWER, by Lawrence Wright. (Knopf, $27.95.) The road to 9/11	3	7
""	as seen through the lives of terrorists planners and the F.B.I. counterterrorism		
""	chief.		
""			
11	THE GOD DELUSION, by Richard Dawkins. Houghton Mifflin, $27.) An Oxford	--	1
""	scientist asserts that belief in God is irrational and that religion has done great		
""	harm in the world.		
""			
12	HUBRIS, by Michael Isikoff and David Corn. (Crown, $25.95.) The planning and	8	2
""	marketing of the invasion of Iraq, featuring the president, administration officials,		
""	neoconservatives, Iraqi exiles and credulous journalists.		
""			
13	FIASCO, by Thomas E. Ricks. (The Penguin Press, $27.95.) How the Bush	7	9
""	administration's and the military's failure to understand the developing Iraqi		
""	insurgency contributed to its further growth.		
""			
14	AIR AMERICA: THE PLAYBOOK, by David Bender, Chuck D, Thom Hartmann et	--	1
