This	July 20, 2008	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE LAST PATRIOT, by Brad Thor. (Atria, $26.) Scot Harvath, a Homeland	--	1
""	Security superagent, searches for an ancient secret that could defeat Islamic		
""	militants.		
""			
2	FEARLESS FOURTEEN, by Janet Evanovich. (St. Martin’s, $27.95.) Stephanie	1	3
""	Plum and her boyfriend Joe Morelli become involved when his cousin’s bank		
""	robbery goes bad.		
""			
3	SAIL, by James Patterson and Howard Roughan. (Little, Brown, $27.99.) A sailing	2	4
""	vacation turns into a disaster when someone attempts to destroy a family.		
""			
4	TAILSPIN, by Catherine Coulter. (Putnam, $25.95.) Dillon Savich and Lacey	3	2
""	Sherlock — F.B.I. agents as well as husband and wife — come to the aid of a		
""	colleague.		
""			
5	THE STORY OF EDGAR SAWTELLE, by David Wroblewski. (Ecco, $25.95.) A	6	4
""	mute takes refuge with three dogs in the Wisconsin woods after his uncle murders		
""	his father.		
""			
6	THE HOST, by Stephenie Meyer. (Little, Brown, $25.99.) Aliens have taken	5	9
""	control of the minds and bodies of most humans, but one woman won’t surrender.		
""			
7	CHASING DARKNESS, by Robert Crais. (Simon & Schuster, $25.95.) Is the Los	--	1
""	Angeles private eye Elvis Cole responsible for the release of a serial killer?		
""			
8	ROGUE, by Danielle Steel. (Delacorte, $27.) A divorced doctor about to remarry	4	2
""	faces a quandary when her ex-husband asks her to work with him on a		
""	humanitarian project.		
""			
9	DEATH ANGEL, by Linda Howard. (Ballantine, $26.) A crime lord’s former	--	1
""	mistress cooperates with the F.B.I.		
""			
10	THE BEACH HOUSE, by Jane Green. (Viking, $24.95.) A woman’s life changes	9	3
""	when she rents out rooms in her Nantucket house.		
""			
11	LOVE THE ONE YOU’RE WITH, by Emily Giffin. (St. Martin’s, $24.95.) A woman’s	10	8
""	happy marriage is shaken when she encounters an old boyfriend.		
""			
12	THE LAST ORACLE, by James Rollins. (Morrow, $26.95.) Sigma Force	7	2
""	operatives battle a group of rogue scientists.		
""			
13	CHASING HARRY WINSTON, by Lauren Weisberger. (Simon & Schuster,	8	6
""	$25.95.) Three glamorous friends, New York women nearing 30, vow to change		
""	their lives.		
""			
14	THE BROKEN WINDOW, by Jeffery Deaver. (Simon & Schuster, $26.95.)	12	4
""	Detectives Lincoln Rhyme and Amelia Sachs confront a criminal who frames		
This	July 20, 2008	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	WHEN YOU ARE ENGULFED IN FLAMES, by David Sedaris. (Little, Brown,	1	5
""	$25.99.) The humorist’s latest essays.		
""			
2	FLEECED, by Dick Morris and Eileen McGann. (Harper, $26.95.) Americans are	2	2
""	fleeced by government, business, labor unions and lobbyists.		
""			
3	WHAT HAPPENED, by Scott McClellan. (PublicAffairs, $27.95.) A former White	3	6
""	House press secretary regrets that “I allowed myself to be deceived” by top		
""	officials.		
""			
4	ARE YOU THERE, VODKA? IT’S ME, CHELSEA, by Chelsea Handler. (Simon	4	11
""	Spotlight Entertainment, $24.95.) Humorous personal essays from the stand-up		
""	comedian.		
""			
5	THE MONSTER OF FLORENCE, by Douglas Preston with Mario Spezi. (Grand	5	4
""	Central, $25.99.) An American writer in Florence and an Italian journalist work to		
""	discover the identity of a local serial killer.		
""			
6	MY STROKE OF INSIGHT, by Jill Bolte Taylor. (Viking, $24.95.) A brain scientist	7	5
""	shares what she learned from her 1996 stroke.		
""			
7	AUDITION, by Barbara Walters. (Knopf, $29.95.) A personal and professional	6	9
""	memoir.		
""			
8	THE POST-AMERICAN WORLD, by Fareed Zakaria. (Norton, $25.95.) The rise of	8	10
""	China and India and the global distribution of power.		
""			
9	STORI TELLING, by Tori Spelling with Hilary Liftin. (Simon Spotlight, $24.95.) The	11	6
""	actress’s memoir, from her Hollywood childhood through “Beverly Hills, 90210,” to		
""	her son’s birth.		
""			
10	THE BILLIONAIRE’S VINEGAR, by Benjamin Wallace. (Crown, $24.95.) An	--	1
""	investigation into the world of rare wines, focused on a bottle that was supposedly		
""	owned by Jefferson.		
""			
11	ME OF LITTLE FAITH, by Lewis Black. (Riverhead, $24.95.) The stand-up	12	5
""	comedian’s essays about religion.		
""			
12	IN DEFENSE OF FOOD, by Michael Pollan. (Penguin Press, $21.95.) A manifesto	15	19
""	urges us to “Eat food. Not too much. Mostly plants.”		
""			
13	THE DOWNHILL LIE, by Carl Hiaasen. (Knopf, $22.) The Florida novelist takes up	13	9
""	golf again after 32 years.		
""			
14	ROME 1960, by David Maraniss. (Simon & Schuster, $26.95.) How the 1960	--	1
""	Olympic Games reflected their time.		
