This	August 5, 2012	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE FALLEN ANGEL, by Daniel Silva. (Harper/HarperCollins, $27.99.) Gabriel	--	1
""	Allon, an art restorer and occasional spy for the Israeli secret service, discovers a		
""	global criminal enterprise behind a murder in Rome.		
""			
2	GONE GIRL, by Gillian Flynn. (Crown, $25.) A woman disappears on the day of her	3	7
""	fifth anniversary; is her husband a killer?		
""			
3	I, MICHAEL BENNETT, by James Patterson and Michael Ledwidge. (Little, Brown,	2	2
""	$27.99.) A New York detective takes refuge with his 10 children in an upstate cabin.		
""			
4	SHADOW OF NIGHT, by Deborah Harkness. (Viking, $28.95.) An Oxford	1	2
""	scholar/witch and a vampire geneticist pursue history, secrets and each other in		
""	Elizabethan London.		
""			
5	CREOLE BELLE, by James Lee Burke. (Simon & Schuster, $27.99.) The Louisiana	--	1
""	detective Dave Robicheaux hunts for a missing Cajun singer.		
""			
6	BACKFIRE, by Catherine Coulter. (Putnam, $26.95.) The F.B.I. agents Dillon Savich	4	2
""	and Lacey Sherlock investigate the murder of a judge.		
""			
7	THE SANDCASTLE GIRLS, by Chris Bohjalian. (Doubleday, $25.95.) A woman of	--	1
""	Armenian descent pursues her family’s history and explores a World War I romance		
""	— and a secret.		
""			
8	"A DANCE WITH DRAGONS, by George R. R. Martin. (Bantam, $35.) Book 5 of ""A"	8	50
""	"Song of Ice and Fire."""		
""			
9	THE NEXT BEST THING, by Jennifer Weiner. (Atria, $26.99.) A young woman who	5	3
""	moves to Hollywood to make it in television finds success, but her life remains		
""	complicated.		
""			
10	CLOSE YOUR EYES, by Iris Johansen and Roy Johansen. (St. Martin's, $27.99.)	--	1
""	Kendra Michaels, who developed investigative skills when she was blind for the first		
""	20 years of her life, tracks a serial killer who murdered her ex-lover.		
""			
11	WICKED BUSINESS, by Janet Evanovich. (Bantam, $28.) The Salem, Mass., pastry	6	5
""	chef Lizzy Tucker and her partner, Diesel, take up a quest for a powerful ancient		
""	relic.		
""			
12	BEAUTIFUL RUINS, by Jess Walter. (Harper/HarperCollins, $25.99.) Ruins both	16	4
""	emotional and architectural, in Italy, Hollywood and elsewhere, figure in this		
""	sweeping novel.		
""			
13	CALICO JOE, by John Grisham. (Doubleday, $24.95.) A pitcher beans a promising	13	15
""	rookie, ending both their careers; years later, the pitcher’s son brings them together.		
""			
14	EARTH UNAWARE, by Orson Scott Card and Aaron Johnston. (Tor/Tom Doherty,	--	1
This	August 5, 2012	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	WILD, by Cheryl Strayed. (Knopf, $25.95.) A woman's account of a life-changing	1	14
""	1,100-mile hike along the Pacific Crest Trail.		
""			
2	UNBROKEN, by Laura Hillenbrand. (Random House, $27.) An Olympic runner's	2	88
""	story of survival as a prisoner of the Japanese in World War II.		
""			
3	THE AMATEUR, by Edward Klein. (Regnery, $27.95.) A journalist argues that	4	10
""	President Obama is callow and unable to lead.		
""			
4	KILLING LINCOLN, by Bill O'Reilly and Martin Dugard. (Holt, $28.) The host of	5	43
""	"""The O'Reilly Factor"" recounts the events surrounding the assassination of"		
""	Abraham Lincoln.		
""			
5	THE DREAM TEAM, by Jack McCallum. (Ballantine, $28.) The 1992 U.S. men’s	3	2
""	Olympic basketball team.		
""			
6	STEVE JOBS, by Walter Isaacson. (Simon & Schuster, $35.) A biography of the	12	38
""	entrepreneur and Apple visionary, who died in October 2011.		
""			
7	THE MOBILE WAVE, by Michael Saylor. (Vanguard, $25.99.) A high-tech	--	1
""	entrepreneur discusses the transformative potential of mobile computing.		
""			
8	A YEAR UP, by Gerald Chertavian. (Viking, $26.95.) A former Wall Street banker	--	1
""	describes the program he founded that trains young urban adults for jobs.		
""			
9	THE COMMUNIST, by Paul Kengor. (Threshold/Mercury Ink, $27.) A professor at	--	1
""	Grove City College argues that Frank Marshall Davis, an elderly black Communist		
""	whom Barack Obama met as a teenager in Honolulu, was his secret mentor.		
""			
10	YES, CHEF, by Marcus Samuelsson. (Random House, $27.) The award-winning	10	4
""	chef discusses his career and recalls growing up as an Ethiopian child adopted by		
""	a Swedish family.		
""			
11	THE PRESIDENTS CLUB, by Nancy Gibbs and Michael Duffy. (Simon &	8	12
""	Schuster, $32.5.) Two journalists examine the relationships between presidents		
""	and their predecessors.		
""			
12	COWARDS, by Glenn Beck and Kevin Balfe. (Threshold Editions/Mercury Radio	6	6
""	Arts, $28.) The radio host and founder of GBTV discusses 13 lies that politicians,		
""	academics and the media perpetuate.		
""			
13	OUT OF THE BLUE, by Victor Cruz with Peter Schrager. (Celebra, $26.95.) The	--	1
""	New York Giants wide receiver reflects on his life and career.		
""			
14	IMAGINE, by Jonah Lehrer. (Houghton Mifflin Harcourt, $26.) An account of the	--	16
""	science of creativity argues that it is not a gift but a thought process that can be		
""	learned.		
