This	October 18, 2009	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE LOST SYMBOL, by Dan Brown. (Doubleday, $29.95.) Robert Langdon among	1	3
""	the Masons.		
""			
2	AN ECHO IN THE BONE, by Diana Gabaldon. (Delacorte, $30.) The descendants	2	2
""	of Jamie Fraser and his wife, Claire, search for clues about their flight from North		
""	Carolina during the Revolution; the seventh Outlander novel.		
""			
3	ROUGH COUNTRY, by John Sandford. (Putnam, $26.95.) Virgil Flowers	--	1
""	investigates a string of murders at a Minnesota resort for women.		
""			
4	THE LAST SONG, by Nicholas Sparks. (Grand Central, $24.99.) A 17-year-old girl	3	4
""	spends the summer with her divorced father in North Carolina and finds many kinds		
""	of love.		
""			
5	THE HELP, by Kathryn Stockett. (Amy Einhorn/Putnam, $24.95.) A young white	4	27
""	woman and two black maids in 1960s Mississippi.		
""			
6	HER FEARFUL SYMMETRY, by Audrey Niffenegger. (Scribner, $26.99.) A woman	--	1
""	haunts the flat she’s left to her twin nieces near Highgate Cemetery in London.		
""			
7	THE PERFECT CHRISTMAS, by Debbie Macomber. (Mira, $16.95.) A 33-year-old	--	1
""	woman consults a matchmaker.		
""			
8	SOUTH OF BROAD, by Pat Conroy. (Nan A. Talese/Doubleday, $29.95.) An	6	8
""	"unlikely group’s friendship from the ’60s to the ’80s, by the author of ""The Prince of"		
""	"Tides."""		
""			
9	ALEX CROSS’S TRIAL, by James Patterson and Richard DiLallo. (Little, Brown,	7	6
""	$27.99.) The detective Alex Cross writes a novel about his great-uncle, who fought		
""	the Klan.		
""			
10	HOTHOUSE ORCHID, by Stuart Woods. (Putnam, $25.95.) A C.I.A. special agent	5	2
""	finds that much has changed, and not for the better, when she returns to her		
""	Florida hometown.		
""			
11	JULIET, NAKED, by Nick Hornby. (Riverhead, $25.95.) A woman looking for a	--	1
""	change begins a relationship with a reclusive singer-songwriter about to release a		
""	new album.		
""			
12	FROSTBITTEN, by Kelley Armstrong. (Bantam, $26.) The world’s only female	--	1
""	werewolf and her mate track a rogue who’s hunting humans in the Alaskan forest.		
""			
13	DEAD AND GONE, by Charlaine Harris. (Ace, $25.95.) Sookie Stackhouse	12	22
""	searches for the killer of a werepanther.		
""			
14	SPARTAN GOLD, by Clive Cussler with Grant Blackwood. (Putnam, $26.96.)	10	5
""	Husband-and-wife treasure hunters search for bottles of wine from Napoleon’s “lost		
This	October 18, 2009	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	HAVE A LITTLE FAITH, by Mitch Albom. (Hyperion, $23.99.) A suburban rabbi	--	1
""	and a Detroit pastor teach lessons about the comfort of belief.		
""			
2	ARGUING WITH IDIOTS, written and edited by Glenn Beck, Kevin Balfe and	1	2
""	others. (Mercury Radio Arts/Threshold Editions, $29.99.) The case against big		
""	government.		
""			
3	TRUE COMPASS, by Edward M. Kennedy. (Twelve, $35.) The late senator’s	2	3
""	autobiography.		
""			
4	THE TIME OF MY LIFE, by Patrick Swayze and Lisa Niemi. (Atria, $26.) A memoir	--	1
""	by the actor, who died in September, and his wife.		
""			
5	THE MURDER OF KING TUT, by James Patterson and Martin Dugard. (Little,	--	1
""	Brown, $26.99.) Investigating the Boy King’s sudden death.		
""			
6	HIGH ON ARRIVAL, by Mackenzie Phillips with Hilary Liftin. (Simon Spotlight	3	2
""	Entertainment, $25.99.) The actress and daughter of Papa John Phillips recalls a		
""	life of parties, drugs and a complicated relationship with her father.		
""			
7	WHERE MEN WIN GLORY, by Jon Krakauer. (Doubleday, $27.95.) The story of	6	3
""	Pat Tillman, the N.F.L. player who enlisted after 9/11, and the Army’s cover-up of		
""	his death by friendly fire in Afghanistan.		
""			
8	THE GREATEST SHOW ON EARTH, by Richard Dawkins. (Free Press, $30.)	5	2
""	Evidence for evolution; a counterattack on advocates of intelligent design.		
""			
9	OUTLIERS, by Malcolm Gladwell. (Little, Brown, $27.99.) Why some people	8	46
""	succeed, from the author of “Blink.”		
""			
10	OFFICIAL BOOK CLUB SELECTION, by Kathy Griffin. (Ballantine, $25.) A	7	4
""	humorous memoir from the star of “My Life on the D-List.”		
""			
11	AMERICAN ON PURPOSE, by Craig Ferguson. (Harper/HarperCollins, $25.99.)	4	2
""	The Scottish-born comedian describes his journey to television stardom and		
""	American citizenship.		
""			
12	END THE FED, by Ron Paul. (Grand Central, $21.99.) Abolishing the Federal	15	3
""	Reserve, by the Texas congressman.		
""			
13	HALF THE SKY, by Nicholas D. Kristof and Sheryl WuDunn. (Knopf, $27.95.)	--	2
""	Women fighting sexual oppression in Asia and Africa.		
""			
14	CULTURE OF CORRUPTION, by Michelle Malkin. (Regnery, $27.95.) President	9	10
""	Obama and his team of tax cheats, petty crooks, influence peddlers and Wall		
""	Street cronies.		
