This	September 12, 2004	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE DA VINCI CODE, by Dan Brown. (Doubleday, $24.95.) The murder of a	1	76
""	curator at the Louvre leads to a trail of clues found in the work of Leonardo and to		
""	the discovery of a centuries-old secret society.		
""			
2	THE FIVE PEOPLE YOU MEET IN HEAVEN, by Mitch Albom. (Hyperion, $19.95.)	3	49
""	An old man who died while trying to rescue a little girl from danger discovers that		
""	all will be explained to him in the afterlife.		
""			
3	WHITE HOT, by Sandra Brown. (Simon & Schuster, $25.95.) Returning home	2	2
""	after her brother's mysterious death, a woman is embroiled in family intrigue.		
""			
4	SKINNY DIP, by Carl Hiaasen. (Knopf, $24.95.) A woman enlists an ex-cop in a	4	7
""	plot to take revenge on her husband, a marine biologist who tried to kill her.		
""			
5	THE RULE OF FOUR, by Ian Caldwell and Dustin Thomason. (Dial, $24.) Two	5	16
""	Princeton students who are trying to unravel the mysteries of a Renaissance text		
""	become ensnared in murderous intrigue.		
""			
6	ANGELS & DEMONS, by Dan Brown. (Atria, $17.95.) A Harvard scholar tries to	6	35
""	save the Vatican from the machinations of an underground society.		
""			
7	LOST CITY, by Clive Cussler with Paul Kemprecos. (Putnam, $26.95.) The	8	5
""	discovery of a life-prolonging enzyme -- 2,000 feet down in the Atlantic Ocean --		
""	results in a series of disappearances and killings.		
""			
8	DARK JUSTICE, by Jack Higgins. (Putnam, $25.95.) Working with his British	--	1
""	counterpart, an American intelligence agent must uncover the source of an		
""	international terror ring.		
""			
9	DUNE: The Battle of Corrin, by Brian Herbert and Kevin J. Anderson. (Tor/Tom	10	2
""	Doherty, $27.95.) A prequel to Frank Herbert's science fiction series.		
""			
10	SAM'S LETTERS TO JENNIFER, by James Patterson. (Little, Brown, $24.95.) In	11	9
""	the house where she grew up, a woman finds a collection of letters addressed to		
""	her that will change her life forever.		
""			
11	THE WINDS OF CHANGE, by Martha Grimes. (Viking, $25.95.) Richard Jury and	--	1
""	Melrose Plant investigate the deaths of two little girls.		
""			
12	VISIONS IN DEATH, by J. D. Robb. (Putnam, $21.95.) In 2059, Lt. Eve Dallas	9	4
""	searches Manhattan for a killer; by Nora Roberts, writing pseudonymously.		
""			
13	BODY DOUBLE, by Tess Gerritsen. (Ballantine, $24.95.) A Boston medical	12	2
""	examiner is confronted with a murdered woman who looks exactly like her.		
""			
14	“R” IS FOR RICOCHET, by Sue Grafton. (Marian Wood/Putnam, $26.95.) A	7	7
""	millionaire hires Kinsey Millhone to baby-sit his newly paroled daughter and keep		
This	September 12, 2004	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	UNFIT FOR COMMAND, by John E. O'Neill and Jerome R. Corsi. (Regnery,	1	3
""	$27.95.) A negative appraisal of John Kerry's conduct in Vietnam.		
""			
2	AMERICAN SOLDIER, by Tommy Franks with Malcolm McConnell.	2	4
""	(ReganBooks/HarperCollins, $27.95.) A memoir by the former head of the United		
""	States Central Command.		
""			
3	MY LIFE, by Bill Clinton. (Knopf, $35.) From Hope, Ark., to the White House: the	3	10
""	autobiography of the 42nd president.		
""			
4	BUSHWORLD, by Maureen Dowd. (Putnam, $25.95.) A journalist's assessment of	4	4
""	President Bush, based on her columns and articles in The New York Times.		
""			
5	EATS, SHOOTS & LEAVES, by Lynne Truss. (Gotham, $17.50.) An	5	21
""	Englishwoman expounds on the use and misuse of punctuation marks.		
""			
6	HOW TO MAKE LOVE LIKE A PORN STAR, by Jenna Jameson with Neil	9	2
""	Strauss. (ReganBooks/HarperCollins, $27.95.) A leading lady of adult movies		
""	describes her unusual life and work.		
""			
7	DRESS YOUR FAMILY IN CORDUROY AND DENIM, by David Sedaris. (Little,	6	13
""	Brown, $24.95.) The humorist's latest collection of essays.		
""			
8	SKYWRITING, by Jane Pauley. (Random House, $25.95.) A memoir by the	--	1
""	television personality chronicles her career, family life and recent struggle with		
""	bipolar disorder.		
""			
9	IMPERIAL HUBRIS, by Anonymous. (Brassey's, $27.50.) A current C.I.A. officer	7	7
""	argues that the United States and its allies are losing the war on terror.		
""			
10	SHADOW DIVERS, by Robert Kurson. (Random House, $26.95.) The story of a	8	9
""	group of divers who in 1991, 60 miles off the coast of New Jersey, discovered the		
""	wreckage of a World War II-era German U-boat.		
""			
11	WHAT'S THE MATTER WITH KANSAS? by Thomas Frank. (Metropolitan/Holt,	14	8
""	$24.) An examination of what the author calls the Great Backlash, in which		
""	"conservatives ""won the heart of America."""		
""			
12	HIPPIE, by Barry Miles. (Sterling, $24.95.) A lavishly illustrated coffee-table book	--	1
""	celebrates the period from 1965 to 1971, the era of unparalleled tuning in, turning		
""	on and dropping out.		
""			
13	NAMATH, by Mark Kriegel. (Viking, $27.95.) A biography of the renowned New	--	1
""	York Jets quarterback, advertising icon and man about town.		
""			
14	A MATTER OF CHARACTER, by Ronald Kessler. (Sentinel, $24.95.) A journalist's	15	3
""	admiring behind-the-scenes portrait of the Bush White House.		
