This	May 6, 2012	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE INNOCENT, by David Baldacci. (Grand Central, $27.99.) A hitman who has	--	1
""	become a target of the government rescues a teenage girl whose parents have		
""	been murdered and who may be at the center of a dangerous conspiracy.		
""			
2	THE WITNESS, by Nora Roberts. (Putnam, $27.95.) A programmer hides from the	--	1
""	Russian mob in the Ozarks.		
""			
3	CALICO JOE, by John Grisham. (Doubleday, $24.95.) A pitcher beans a promising	1	2
""	rookie, ending both their careers; years later, the pitcher’s son brings them together.		
""			
4	UNNATURAL ACTS, by Stuart Woods. (Putnam, $26.95.) The New York lawyer	--	1
""	Stone Barrington becomes involved in the family problems of a billionaire hedge		
""	fund manager.		
""			
5	GUILTY WIVES, by James Patterson and David Ellis. (Little, Brown, $27.99.) Four	2	4
""	friends in Monte Carlo for a luxurious girls’ vacation find themselves in prison,		
""	accused of a crime.		
""			
6	THE LOST YEARS, by Mary Higgins Clark. (Simon & Schuster, $26.99.) A biblical	3	3
""	scholar who made an amazing discovery is murdered.		
""			
7	WHAT DOESN'T KILL YOU, by Iris Johansen. (St. Martin's, $27.99.) A Hong Kong	--	1
""	woman who works for the C.I.A. searches for a deadly formula while she fights to		
""	save her son.		
""			
8	COME HOME, by Lisa Scottoline. (St. Martin’s, $27.99.) A woman joins with her	4	2
""	estranged former stepdaughter to investigate the possible murder of her ex-		
""	husband.		
""			
9	SACRé BLEU, by Christopher Moore. (Morrow/HarperCollins, $26.99.) Vincent van	6	3
""	Gogh’s friends in the 19th-century Parisian art world investigate his suicide.		
""			
10	THE SHOEMAKER'S WIFE, by Adriana Trigiani. (Harper/HarperCollins, $26.99.)	5	3
""	Childhood sweethearts in turn-of-the-20th-century Italy meet again in America.		
""			
11	THE LIMPOPO ACADEMY OF PRIVATE DETECTION, by Alexander McCall Smith.	9	3
""	(Pantheon, $24.95.) The 13th novel in the No. 1 Ladies’ Detective Agency series.		
""			
12	BETRAYAL, by Danielle Steel. (Delacorte Press, $28.) A happy and successful	7	4
""	Hollywood director discovers that someone is embezzling large sums of her money.		
""			
13	STAY CLOSE, by Harlan Coben. (Dutton, $27.95.) A disappearance in Atlantic City	8	5
""	brings together three frustrated people whose lives were once connected.		
""			
14	A DANCE WITH DRAGONS, by George R. R. Martin. (Bantam, $35.) After a	10	38
""	"colossal battle, the Seven Kingdoms face new threats; Book 5 of ""A Song of Ice and"		
""	"Fire."""		
This	May 6, 2012	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	DRIFT, by Rachel Maddow. (Crown, $25.) America’s path to war has become too	1	4
""	easy, with excessive power ceded to the executive branch, the MSNBC host		
""	argues.		
""			
2	LET’S PRETEND THIS NEVER HAPPENED, by Jenny Lawson. (Amy	--	1
""	Einhorn/Putnam, $25.95.) A blogger recalls her unusual upbringing.		
""			
3	IMAGINE, by Jonah Lehrer. (Houghton Mifflin Harcourt, $26.) An account of the	4	5
""	science of creativity argues that it is not a gift but a thought process that can be		
""	learned.		
""			
4	THE PRESIDENTS CLUB, by Nancy Gibbs and Michael Duffy. (Simon &	--	1
""	Schuster, $32.5.) Two journalists examine the relationships between sitting		
""	presidents and their predecessors.		
""			
5	THE BIG MISS, by Hank Haney. (Crown Archetype, $26.) The golf coach’s	3	4
""	memoir describes his six eventful years with Tiger Woods.		
""			
6	STEVE JOBS, by Walter Isaacson. (Simon & Schuster, $35.) A biography of the	10	26
""	recently deceased entrepreneur based on 40 interviews with Jobs conducted over		
""	two years.		
""			
7	MRS. KENNEDY AND ME, by Clint Hill with Lisa McCubbin. (Gallery Books, $26.)	2	3
""	Recollections of the Secret Service agent assigned to guard Jacqueline Kennedy.		
""			
8	WILD, by Cheryl Strayed. (Knopf, $25.95.) A woman's account of a life-changing	8	5
""	1,100-mile hike along the Pacific Crest Trail.		
""			
9	THE POWER OF HABIT, by Charles Duhigg. (Random House, $28.) A Times	7	8
""	reporter’s account of the science behind how we form, and break, habits.		
""			
10	KILLING LINCOLN, by Bill O'Reilly and Martin Dugard. (Holt, $28.) The host of	11	30
""	"""The O'Reilly Factor"" recounts the heart-stopping events surrounding the"		
""	assassination of Abraham Lincoln.		
""			
11	A NATURAL WOMAN, by Carole King. (Grand Central, $27.99.) A memoir by the	6	2
""	songwriter, singer and activist whose 1971 album “Tapestry” remained in the No. 1		
""	position on the Billboard chart for 15 weeks.		
""			
12	UNBROKEN, by Laura Hillenbrand. (Random House, $27.) An Olympic runner's	12	75
""	story of survival as a prisoner of the Japanese in World War II.		
""			
13	TRICKLE DOWN TYRANNY, by Michael Savage. (Morrow/HarperCollins, $26.99.)	5	3
""	The radio host denounces President Obama’s domestic and foreign policies as		
""	tyranny.		
""			
14	AMERICAN SNIPER, by Chris Kyle with Scott McEwen and Jim DeFelice.	9	16
