This	September 28, 2014	Last	Weeks
Week	Fiction	Week	On List
""			
1	PERSONAL, by Lee Child. (Delacorte.) Jack Reacher, a former military cop, helps	1	2
""	the State Department and the C.I.A. stop a sniper who has targeted a G8 summit.		
""			
2	SOMEWHERE SAFE WITH SOMEBODY GOOD, by Jan Karon. (Putnam.) The	2	2
""	Mitford character Father Tim finds friends and family wrestling with difficulties.		
""			
3	FESTIVE IN DEATH, by J. D. Robb. (Putnam.) At Christmas, Lt. Eve Dallas	--	1
""	investigates the murder of a narcissistic personal trainer; by Nora Roberts, writing		
""	pseudonymously.		
""			
4	THE CHILDREN ACT, by Ian McEwan. (Nan A. Talese/ Doubleday.) A judge	--	1
""	wrestles with a challenging case and a crisis in her marriage.		
""			
5	THE WITCH WITH NO NAME, by Kim Harrison. (Harper Voyager.) The final book of	--	1
""	the Hollows series.		
""			
6	THE BONE CLOCKS, by David Mitchell. (Random House.) Interconnected tales in	3	2
""	settings from England in the ’80s to the apocalyptic future revolve around a central		
""	character.		
""			
7	THE SECRET PLACE, by Tana French. (Viking.) Detectives Stephen Moran and	4	2
""	Antoinette Conway investigate a murder on the grounds of a girls’ school in the		
""	Dublin suburbs.		
""			
8	THE KING'S CURSE, by Philippa Gregory. (Touchstone.) As chief lady-in-waiting to	--	1
""	Katherine of Aragon, Margaret Pole is torn between the queen and her husband,		
""	Henry VIII.		
""			
9	THE EYE OF HEAVEN, by Clive Cussler and Russell Blake. (Putnam.) The treasure	5	2
""	hunters Sam and Remi Fargo discover a Viking ship full of pre-Columbian artifacts.		
""			
10	COLORLESS TSUKURU TAZAKI AND HIS YEARS OF PILGRIMAGE, by Haruki	6	5
""	Murakami. (Knopf.) A young man’s difficult coming-of-age.		
""			
11	ROBERT B. PARKER'S BLIND SPOT, by Reed Farrel Coleman. (Putnam.) Jesse	--	1
""	Stone confronts a murder and kidnapping in Paradise, Mass.; a continuation of the		
""	series by Parker, who died in 2010.		
""			
12	ALL THE LIGHT WE CANNOT SEE, by Anthony Doerr. (Scribner.) The lives of a	11	19
""	blind French girl and a gadget-obsessed German boy before and during World War		
""	II.		
""			
13	THE MONOGRAM MURDERS, by Sophie Hannah. (Morrow/HarperCollins.) A	--	1
""	mystery featuring Agatha Christie's detective Hercule Poirot, a British writer of		
""	psychological thrillers.		
""			
14	THE GOLDFINCH, by Donna Tartt. (Little, Brown.)  A painting becomes a boy’s	8	47
This	September 28, 2014	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	WHAT IF?, by Randall Munroe. (Houghton Mifflin Harcourt.) Scientific (but often	1	2
""	humorous) answers to hypothetical questions, based in part on the author’s		
""	website, xkcd.com.		
""			
2	13 HOURS, by Mitchell Zuckoff with members of the Annex Security Team.	--	1
""	(Twelve.) Six C.I.A. contract employees discuss their experience during the attack		
""	on the State Department compound and the nearby C.I.A. station called  the		
""	“annex” in Benghazi, Libya, in 2012.		
""			
3	WAKING UP, by Sam Harris. (Simon & Schuster.) This exploration of	--	1
""	consciousness by the author of “The End of Faith” proposes that spirituality can		
""	and should be divorced from religion.		
""			
4	WORLD ORDER, by Henry Kissinger. (Penguin Press.) The elder statesman	--	1
""	offers a view of how to build an international order in today’s world.		
""			
5	DIARY OF A MAD DIVA, by Joan Rivers. (Berkley.) Humorous reflections about	4	5
""	life, pop culture and celebrities.		
""			
6	UNPHILTERED, by Phil Robertson with Mark Schlabach. (Howard Books.) What	2	2
""	the Duck Commander (from the A&E show “Duck Dynasty”) really thinks about		
""	various topics.		
""			
7	ONE NATION, by Ben Carson with Candy Carson. (Sentinel.) Carson, a retired	3	17
""	pediatric neurosurgeon, now a Fox News contributor, offers solutions to problems.		
""			
8	OFF THE SIDELINES, by Kirsten Gillibrand. (Ballantine.) The New York senator	--	1
""	tells her personal story and urges women to become more involved in politics.		
""			
9	IN THE KINGDOM OF ICE, by Hampton Sides. (Doubleday.) An 1879 polar	5	6
""	voyage gone terribly wrong.		
""			
10	THE ROOSEVELTS, by Geoffrey C. Ward and Ken Burns. (Knopf.) A companion	--	1
""	volume to the PBS series examines the lives of Theodore, Eleanor and Franklin.		
""			
11	THE ORGANIZED MIND, by Daniel J. Levitin. (Dutton.) A professor draws on	7	4
""	research in neuroscience to explain how organization can help us manage		
""	information in our lives.		
""			
12	AMERICA, by Dinesh D'Souza. (Regnery.) A defense of America against the view	6	10
""	that its power in the world should be diminished; also a documentary film.		
""			
13	I'LL DRINK TO THAT, by Betty Halbreich with Rebecca Paley. (Penguin Press.) A	--	1
""	memoir of life unsophisticated New York by Bergdorf Goodman's legendary		
""	personal shopper.		
""			
14	ELVIS AND GINGER, by Ginger Alden. (Berkley.) Elvis Presley’s last love	--	1
