This	March 31, 2002	Last	Weeks
Week	Fiction	Week	On List
""			
1	2ND CHANCE, by James Patterson with Andrew Gross. (Little, Brown, $26.95.)	1	2
""	The members of the Women's Murder Club -- a detective, a medical examiner, a		
""	prosecutor and a reporter -- search for a killer.		
""			
2	THE SUMMONS, by John Grisham. (Doubleday, $27.95.) A law professor who	2	6
""	has been called home to Mississippi by his father, a dying judge, discovers more		
""	than $3 million in cash in the old man's study.		
""			
3	THE COTTAGE, by Danielle Steel. (Delacorte, $26.95.) An aging, virtually	3	3
""	penniless Hollywood star experiences excitement and even happiness after he		
""	rents out part of his house.		
""			
4	ATONEMENT, by Ian McEwan. (Nan A. Talese/ Doubleday, $26.) A chronicle of	--	1
""	the disintegration of an English family's idyllic life.		
""			
5	THE STONE MONKEY, by Jeffery Deaver. (Simon & Schuster, $25.) A	--	1
""	quadriplegic forensics genius tries to capture a notorious smuggler of human		
""	beings.		
""			
6	THE NANNY DIARIES, by Emma McLaughlin and Nicola Kraus. (St. Martin's,	9	2
""	$24.95.) A satirical look at rich and powerful New Yorkers through the eyes of an		
""	Upper East Side nanny.		
""			
7	UP COUNTRY, by Nelson DeMille. (Warner, $26.95.) A Vietnam veteran	4	7
""	investigates the death of an Army lieutenant three decades earlier.		
""			
8	THE ENGLISH ASSASSIN, by Daniel Silva. (Putnam, $25.95.) An art restorer who	7	2
""	doubles as an Israeli spy becomes entangled in a series of murders.		
""			
9	JOURNEY THROUGH HEARTSONGS, written and illustrated by Mattie J. T.	5	21
""	Stepanek. (VSP Books, $14.95.) Poems by an 11-year-old boy.		
""			
10	THE DIARY OF ELLEN RIMBAUER, edited by Joyce Reardon. (Hyperion,	6	10
""	"$22.95.) A companion volume to the mini-series ""Stephen King's Rose Red."""		
""			
11	THE CORRECTIONS, by Jonathan Franzen. (Farrar, Straus & Giroux, $26.) A	11	28
""	multigenerational saga in which a mother tries to bring her dysfunctional family		
""	together for a final Christmas at home.		
""			
12	HUNTING SEASON, by Nevada Barr. (Putnam, $24.95.) The park ranger Anna	8	4
""	Pigeon investigates the murder of a good ol' boy in Mississippi.		
""			
13	HONOR BOUND, by Sandra Brown. (Mira, $19.95.) A woman falls under the spell	--	1
""	of an escaped convict, a Native American dissident who has taken her hostage.		
""			
14	SOUTHAMPTON ROW, by Anne Perry. (Ballantine, $25.) The Victorian police	14	3
""	detective Thomas Pitt tries to prevent a ruthless leader of a secret society from		
This	March 31, 2002	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	STUPID WHITE MEN, by Michael Moore. (ReganBooks/ HarperCollins, $24.95.)	1	4
""	"The man behind ""Roger & Me"" takes aim at Republicans and Democrats,"		
""	"corporate America and our ""nation of idiots."""		
""			
2	BIAS, by Bernard Goldberg. (Regnery, $27.95.) A television journalist who worked	2	15
""	"at CBS for many years reports on ""how the media distort the news."""		
""			
3	SHAKEDOWN, by Kenneth R. Timmerman. (Regnery, $29.95.) A journalist's	4	2
""	"""investigative biography"" of the Rev. Jesse Jackson."		
""			
4	LOVE, GREG & LAUREN, by Greg Manning. (Bantam, $24.95.) The journal of a	--	1
""	man whose wife, a senior vice president at Cantor Fitzgerald, suffered burns over		
""	82.5 percent of her body on Sept. 11.		
""			
5	SHADOW WARRIORS, by Tom Clancy with Carl Stiner and Tony Koltz. (Putnam,	3	6
""	$29.95.) An inside look at the United States' special-operations forces.		
""			
6	DRIVER #8, by Dale Earnhardt Jr. with Jade Gurss. (Warner, $23.95.) The race	5	8
""	car driver's account of his rookie year on the Nascar Winston Cup circuit.		
""			
7	SACRED CONTRACTS, by Caroline Myss. (Harmony, $25.) Reflections on	7	8
""	"""spiritual energies"" and the meaning of life by the author of ""Anatomy of the Spirit."""		
""			
8	ONE NATION, by the editors of Life magazine. (Little, Brown, $29.95.)	6	18
""	Photographs and essays dealing with the events of Sept. 11.		
""			
9	THE BUREAU AND THE MOLE, by David A. Vise. (Atlantic Monthly, $25.) The	8	9
""	story of Robert Philip Hanssen, the counterintelligence expert for the F.B.I. who		
""	was also a spy for Moscow.		
""			
10	THE UNIVERSE IN A NUTSHELL, by Stephen Hawking. (Bantam, $35.) A	13	19
""	copiously illustrated book in which the physicist explains breakthroughs that have		
""	"occurred since he wrote ""A Brief History of Time."""		
""			
11	"BLINDED BY THE RIGHT, by David Brock. (Crown, $25.95.) The author of ""The"	--	1
""	"Real Anita Hill"" and""The Seduction of Hillary Rodham"" recounts his break with the"		
""	conservative movement.		
""			
12	"NIGGER, by Randall Kennedy. (Pantheon, $22.) A law professor explores ""the"	10	3
""	"strange career of a troublesome word."""		
""			
13	WHAT WENT WRONG? by Bernard Lewis. (Oxford University, $23.) A scholar of	9	10
""	Middle Eastern history examines the reaction of the Islamic world to being		
""	overshadowed by the West.		
""			
14	AMERICAN JIHAD, by Steven Emerson. (Free Press, $26.) A journalist tracks the	14	3
""	spread of Islamic terrorism in the United States.		
