This	October 2, 2016	Last	Weeks
Week	Fiction	Week	On List
""			
1	COMMONWEALTH, by Ann Patchett. (Harper.) Five decades in the lives of two	--	1
""	families — parents, children, siblings, stepchildren — remade by divorce.		
""			
2	PIRATE, by Clive Cussler and Robin Burcell. (Putnam.) Sam and Remi Fargo	--	1
""	pursue an ancient treasure.		
""			
3	RAZOR GIRL, by Carl Hiaasen. (Knopf.) The ex-cop Andrew Yancy from “Bad	2	2
""	Monkey” gets involved in a kidnapping gone wrong.		
""			
4	THE UNDERGROUND RAILROAD, by Colson Whitehead. (Doubleday.) A slave	3	7
""	girl heads toward freedom on the network, envisioned as actual tracks and		
""	tunnels.		
""			
5	THE WOMAN IN CABIN 10, by Ruth Ware. (Scout.) A travel writer on a cruise is	5	9
""	certain she has heard a body thrown overboard, but no one believes her.		
""			
6	AN OBVIOUS FACT, by Craig Johnson. (Viking.) Sheriff Walt Longmire and his	--	1
""	friend Henry Standing Bear investigate a motorcycle accident. The basis of the		
""	Netflix series.		
""			
7	NUTSHELL, by Ian McEwan. (Nan A. Talese/Doubleday.) A fetus in utero	--	1
""	overhears his mother plotting with his uncle to kill his father.		
""			
8	APPRENTICE IN DEATH, by J. D. Robb. (Berkley.) Lt. Eve Dallas of the N.Y.P.D.	1	2
""	calls on the technological expertise of her husband, Roarke, when three skaters at		
""	Wollman Rink are shot by a sniper. By Nora Roberts, writing pseudonymously.		
""			
9	HERE I AM, by Jonathan Safran Foer. (Farrar, Straus & Giroux.) Private and	7	2
""	public crises converge for four generations of a Jewish family.		
""			
10	A GENTLEMAN IN MOSCOW, by Amor Towles. (Viking.) A Russian count	8	2
""	undergoes 30 years of house arrest in the Metropol hotel, across from the Kremlin.		
""			
11	A GREAT RECKONING, by Louise Penny. (Minotaur.) An instructor at the police	4	3
""	academy is found murdered, perhaps by one of the cadets favored by Armand		
""	Gamache, the retired homicide chief of the Sûreté du Québec.		
""			
12	RUSHING WATERS, by Danielle Steel. (Delacorte.) Six people cope with a	6	3
""	hurricane in New York City.		
""			
13	ROBERT B. PARKER'S DEBT TO PAY, by Reed Farrel Coleman. (Putnam.)	--	1
""	Jesse Stone pursues a psychotic assassin out for revenge; a continuation of the		
""	series by Parker, who died in 2010.		
""			
14	ALL THE LIGHT WE CANNOT SEE, by Anthony Doerr. (Scribner.) The lives of a	12	124
""	blind French girl and a gadget-obsessed German boy before and during World		
""	War II.		
This	October 2, 2016	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	KILLING THE RISING SUN, by Bill O'Reilly and Martin Dugard. (Holt.) The host of	--	1
""	“The O’Reilly Factor” recounts the final years of World War II.		
""			
2	LOVE WARRIOR, by Glennon Doyle Melton. (Flatiron.) After her husband	1	2
""	confesses to multiple infidelities, a woman who has overcome bulimia and		
""	alcoholism struggles to grow — and so does he.		
""			
3	THE GIRL WITH THE LOWER BACK TATTOO, by Amy Schumer. (Gallery	2	5
""	Books.) Humorous personal essays by the comedian, actor and writer.		
""			
4	SCORCHED EARTH, by Michael Savage. (Center Street.) The radio host	--	1
""	discusses what will happen after the administration of “President Maobama.		
""			
5	THE HIDDEN LIFE OF TREES, by Peter Wohlleben. (Greystone.) A forester	--	1
""	presents scientific research on the way trees interact with one another. A best		
""	seller in Germany.		
""			
6	HILLBILLY ELEGY, by J. D. Vance. (HarperCollins.) A Yale Law School graduate	3	8
""	looks at the struggles of America’s white working class through his own childhood		
""	in the Rust Belt.		
""			
7	BETWEEN BREATHS, by Elizabeth Vargas. (Grand Central.) The co-anchor of	--	1
""	“World News Tonight” and “20/20” describes her long struggle with acute anxiety		
""	and panic attacks, which she attempted to medicate with alcohol.		
""			
8	THE UPSIDE OF INEQUALITY, by Edward Conard. (Portfolio/Penguin.) A former	--	1
""	managing director at Bain Capital argues that the concern about inequality is		
""	misguided and will slow growth.		
""			
9	IN SUCH GOOD COMPANY, by Carol Burnett. (Crown/Archetype.) Burnett looks	--	1
""	back on “The Carol Burnett Show” (1967-78), describing sketches and favorite		
""	guests as well as directors, musicians and members of the crew.		
""			
10	FORWARD, by Abby Wambach. (Dey Street/William Morrow.) A memoir by the	--	1
""	soccer player, the highest scorer on the United States women’s national team.		
""			
11	A PERFECT SCORE, by Kathryn Hall and Craig Hall. (Center Street.) A couple’s	--	1
""	experience in building a successful Napa Valley winery.		
""			
12	WHEN BREATH BECOMES AIR, by Paul Kalanithi. (Random House.) A memoir	4	36
""	by a physician who received a diagnosis of Stage IV lung cancer at the age of 36.		
""			
13	THE RED BANDANNA, by Tom Rinaldi. (Penguin Press.) The life of Welles	12	2
""	Crowther, a young equities trader, and his heroism at the World Trade Center on		
""	9/11.		
""			
14	BETWEEN THE WORLD AND ME, by Ta-Nehisi Coates. (Spiegel & Grau.) A	5	62
