This	February 14, 2010	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE HELP, by Kathryn Stockett. (Amy Einhorn/Putnam, $24.95.) A young white	1	44
""	woman and two black maids in 1960s Mississippi.		
""			
2	THE LOST SYMBOL, by Dan Brown. (Doubleday, $29.95.) Robert Langdon	3	20
""	among the Masons.		
""			
3	KISSER, by Stuart Woods. (Putnam, $25.95.) Stone Barrington, the New York cop	2	2
""	turned lawyer, pursues a case of financial fraud on the Upper East Side.		
""			
4	BLOOD TIES, by Kay Hooper. (Bantam, $26.) The F.B.I. agent Noah Bishop and	--	1
""	his special crimes unit pursue a brutal enemy.		
""			
5	THE FIRST RULE, by Robert Crais. (Putnam, $26.95.) Elvis Cole and his partner,	5	3
""	Joe Pike, set out to clear the reputation of a former military contractor who has		
""	been murdered.		
""			
6	THE SWAN THIEVES, by Elizabeth Kostova. (Little, Brown, $26.99.) A	7	3
""	psychiatrist who treats a man who slashed a canvas in the National Gallery is		
""	drawn into the world of French Impressionism; from the author of “The Historian.”		
""			
7	I, ALEX CROSS, by James Patterson. (Little, Brown, $27.99.) Tracking the	10	11
""	murderer of a relative, Alex Cross discovers a wild Washington scene with		
""	explosive secrets.		
""			
8	THE LAST SONG, by Nicholas Sparks. (Grand Central, $24.99.) A 17-year-old girl	6	21
""	spends the summer with her divorced father in North Carolina and finds many		
""	kinds of love.		
""			
9	THE GIRL WHO PLAYED WITH FIRE, by Stieg Larsson. (Knopf, $25.95.) A	12	16
""	Swedish hacker becomes a murder suspect.		
""			
10	ROSES, by Leila Meacham. (Grand Central, $24.99.) Three generations in a small	9	3
""	East Texas town.		
""			
11	THE WOLF AT THE DOOR, by Jack Higgins. (Putnam, $26.95.) Someone is	8	2
""	targeting the members of an elite British intelligence team, and Sean Dillon		
""	believes it is an old nemesis.		
""			
12	THE BURNING LAND, by Bernard Cornwell. (Harper/HarperCollins, $25.99.) The	4	2
""	ninth-century Saxon warrior Uhtred breaks with King Alfred but returns to fight the		
""	Danes.		
""			
13	IMPACT, by Douglas Preston. (Forge, $25.99.) Scientists race to defuse a	11	4
""	doomsday weapon pointed at Earth from one of the moons of Mars.		
""			
14	I, SNIPER, by Stephen Hunter. (Simon & Schuster, $26.) Bob Lee Swagger	14	5
""	discovers that the murder of four ’60s radicals is more complicated than it seems.		
This	February 14, 2010	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	GAME CHANGE, by John Heilemann and Mark Halperin. (Harper/HarperCollins,	1	3
""	$27.99.) Behind the scenes at the 2008 election with Barack Obama, Bill and		
""	Hillary Clinton, John and Elizabeth Edwards, John McCain and Sarah Palin.		
""			
2	I AM OZZY, by Ozzy Osbourne with Chris Ayres. (Grand Central, $26.99.)	--	1
""	Recollections of heavy metal’s “Prince of Darkness.”		
""			
3	THE POLITICIAN, by Andrew Young. (Thomas Dunne/St. Martin’s, $24.99.) A tell-	--	1
""	all by John Edwards’s closest aide.		
""			
4	COMMITTED, by Elizabeth Gilbert. (Viking, $26.95.) The author of “Eat, Pray,	2	4
""	Love” wrestles with, and overcomes, her ambivalence about marriage.		
""			
5	HAVE A LITTLE FAITH, by Mitch Albom. (Hyperion, $23.99.) A suburban rabbi	4	18
""	and a Detroit pastor teach lessons about the comfort of belief.		
""			
6	OUTLIERS, by Malcolm Gladwell. (Little, Brown, $27.99.) Why some people	6	63
""	succeed, from the author of “Blink.”		
""			
7	STONES INTO SCHOOLS, by Greg Mortenson. (Viking, $26.95.) Building	3	9
""	schools, many of them for girls, in northeast Afghanistan; takes up where “Three		
""	Cups of Tea” left off.		
""			
8	JUST KIDS, by Patti Smith. (Ecco/HarperCollins, $27.) The godmother of punk	7	2
""	recalls her life with Robert Mapplethorpe and their yearnings for a life in art in the		
""	New York City of the 1960s and ’70s.		
""			
9	COURTING DISASTER, by Marc A. Thiessen. (Regnery, $29.95.) “Enhanced	--	1
""	interrogation” saved American lives and Obama is risking them, a Bush		
""	speechwriter says.		
""			
10	THE CHECKLIST MANIFESTO, by Atul Gawande. (Metropolitan/Holt, $24.50.)	8	4
""	Following checklists makes surgery safer and other activities more efficient, a		
""	doctor argues.		
""			
11	GOING ROGUE, by Sarah Palin. (Harper/HarperCollins, $28.99.) A memoir by the	5	11
""	former Alaska governor and vice-presidential candidate.		
""			
12	SUPERFREAKONOMICS, by Steven D. Levitt and Stephen J. Dubner.	9	15
""	(Morrow/HarperCollins, $29.99.) A scholar and a journalist apply economic		
""	thinking to everything: the sequel.		
""			
13	WHAT THE DOG SAW, by Malcolm Gladwell. (Little, Brown, $27.99.) A decade of	10	15
""	New Yorker essays.		
""			
14	DRIVE, by Daniel H. Pink. (Riverhead, $26.95.) What really motivates people is	11	4
""	the quest for autonomy, mastery and purpose, not external rewards.		
