This	October 9, 2011	Last	Weeks
Week	Fiction	Week	On List
""			
1	HEAT RISES, by Richard Castle. (Hyperion, $25.99.) An N.Y.P.D. homicide	--	1
""	detective uncovers a conspiracy that reaches the department’s highest levels.		
""			
2	LETHAL, by Sandra Brown. (Grand Central, $26.99.) A woman, her daughter and	--	1
""	a man accused of murder evade the authorities as they search for her dead		
""	husband’s secrets.		
""			
3	THE NIGHT CIRCUS, by Erin Morgenstern. (Doubleday, $26.95.) Two young	2	2
""	rivals at a magical circus become collaborators as they fall in love.		
""			
4	REAMDE, by Neal Stephenson. (Morrow/HarperCollins, $35.) A virus invades a	--	1
""	multiplayer online role-playing game and sets off a violent struggle.		
""			
5	SON OF STONE, by Stuart Woods. (Putnam, $26.95.) The New York lawyer	--	1
""	Stone Barrington gets to know his teenage son and proposes to the boy’s mother.		
""			
6	NEW YORK TO DALLAS, by J. D. Robb. (Putnam, $27.95.) An escaped child	1	2
""	molester pursues Lt. Eve Dallas; by Nora Roberts, writing pseudonymously.		
""			
7	KILL ME IF YOU CAN, by James Patterson and Marshall Karp. (Little, Brown,	3	4
""	$27.99.) A young man who finds a bag of diamonds is stalked by rival assassins.		
""			
8	A DANCE WITH DRAGONS, by George R. R. Martin. (Bantam, $35.) After a	7	11
""	"colossal battle, the Seven Kingdoms face new threats; Book 5 of ""A Song of Ice"		
""	"and Fire."""		
""			
9	THE ART OF FIELDING, by Chad Harbach. (Little, Brown, $25.99.) A gifted but	9	3
""	vulnerable ballplayer faces a crisis.		
""			
10	THE RACE, by Clive Cussler and Justin Scott. (Putnam, $27.95.) It is 1910 and	6	3
""	the age of flying machines is still in its infancy. Detective Isaac Bell’s new		
""	adventure is taking off.		
""			
11	ROBERT B. PARKER'S KILLING THE BLUES, by Michael Brandman. (Putnam,	5	2
""	$25.95.) Jesse Stone, the chief of police in Paradise, Mass., confronts an outbreak		
""	of murders; a continuation of the series by Parker, who died in 2010.		
""			
12	ABUSE OF POWER, by Michael Savage. (St. Martin’s, $25.99.) A former war	4	2
""	correspondent works to expose a terrorist group and a plot at the highest levels of		
""	power.		
""			
13	GODDESS OF VENGEANCE, by Jackie Collins. (St. Martin’s, $26.99.) Lucky	10	2
""	Santangelo fends off a Middle Eastern prince who wants to buy her Las Vegas		
""	hotel complex.		
""			
14	THE PARIS WIFE, by Paula McLain. (Ballantine, $25.) Ernest Hemingway's first	11	26
""	wife, Hadley, narrates this novel set in Paris.		
This	October 9, 2011	Last	Week
Week	Non-Fiction	Week	On Li
""			
1	JACQUELINE KENNEDY: HISTORIC CONVERSATIONS ON LIFE WITH JOHN F.	1	2
""	KENNEDY, (Hyperion, $60.) Recordings and transcripts of a seven-part interview with		
""	Arthur M. Schlesinger Jr. in 1964.		
""			
2	CONFIDENCE MEN, by Ron Suskind. (Harper/HarperCollins, $29.99.) President	--	1
""	Obama and his advisers, often at odds with one another, respond to the economic		
""	crisis.		
""			
3	UNBROKEN, by Laura Hillenbrand. (Random House, $27.) An Olympic runner's story	4	45
""	of survival as a prisoner of the Japanese in World War II.		
""			
4	THE QUEST, by Daniel Yergin. (Penguin Press, $37.95.) How the need for energy —	--	1
""	especially, but not only, oil — drives global political and economic change.		
""			
5	IN MY TIME, by Dick Cheney with Liz Cheney. (Threshold Editions, $35.) The former	3	4
""	vice president opens up about his life and nearly four decades at the core of American		
""	politics.		
""			
6	THAT USED TO BE US, by Thomas L. Friedman and Michael Mandelbaum. (Farrar,	2	3
""	Straus & Giroux, $28.) How America fell behind in the world it invented, and how it can		
""	come back.		
""			
7	DESTINY OF THE REPUBLIC, by Candice Millard. (Doubleday, $28.95.) The life and	--	1
""	death by assassination (and medical malpractice) of President James A. Garfield.		
""			
8	A STOLEN LIFE, by Jaycee Dugard. (Simon & Schuster, $24.99.) A woman tells of	5	11
""	being kidnapped at the age of 11 and held prisoner for 18 years by a convicted rapist		
""	and his wife.		
""			
9	HERE COMES TROUBLE, by Michael Moore. (Grand Central, $26.99.) Stories from	8	2
""	the life of the provocative filmmaker.		
""			
10	THE ROGUE, by Joe McGinniss. (Crown, $25.) McGinniss moved to Wasilla to report	--	1
""	on the career of Sarah Palin.		
""			
11	IN THE GARDEN OF BEASTS, by Erik Larson. (Crown, $26.) This portrait of Berlin	7	20
""	during the rise of the Nazi Party concentrates on William E. Dodd, who became the		
""	U.S. ambassador to Germany in 1933, and his daughter, Martha.		
""			
12	PEARL JAM TWENTY, by Pearl Jam. (Simon & Schuster, $40.) Two decades of	6	2
""	reminiscences, set lists and photographs from the Seattle band and their friends.		
""			
13	THE SWERVE, by Stephen Greenblatt. (Norton, $26.95.) A Renaissance book hunter	--	1
""	rediscovered Lucretius’ classic “On the Nature of Things” and kept it from disappearing.		
""			
14	WILLPOWER, by Roy F. Baumeister and John Tierney. (Penguin Press, $27.95.)	--	2
""	Baumeister and Tierney set out to revolutionize our understanding of the virtue of self-		
