This	January 18, 2009	Last	Weeks
Week	Fiction	Week	On List
""			
1	BLACK OPS, by W. E.B. Griffin. (Putnam, $26.95.) An Army officer and special	--	1
""	presidential agent is targeted for death — but by whom?		
""			
2	SCARPETTA, by Patricia Cornwell. (Putnam, $27.95.) The forensic pathologist	1	5
""	Kay Scarpetta, newly married, is splitting her time between Boston and New York,		
""	where she takes on a new assignment.		
""			
3	THE HOST, by Stephenie Meyer. (Little, Brown, $25.99.) Aliens have taken	5	34
""	control of the minds and bodies of most human beings, but one woman won’t		
""	surrender.		
""			
4	CROSS COUNTRY, by James Patterson. (Little, Brown, $27.99.) Alex Cross	2	7
""	chases the leader of a lethal teenage gang.		
""			
5	FIRE AND ICE, by Julie Garwood. (Ballantine, $26.) A reporter and her F.B.I.	--	1
""	bodyguard uncover a conspiracy in Alaska.		
""			
6	THE STORY OF EDGAR SAWTELLE, by David Wroblewski. (Ecco, $25.95.) A	4	30
""	young mute who can communicate with the dogs his family raises takes refuge		
""	with three of them in the Wisconsin woods after his father’s death.		
""			
7	THE CHRISTMAS SWEATER, by Glenn Beck with Kevin Balfe and Jason Wright.	3	8
""	(Threshold Editions, $19.99.) A boy learns from his disappointment with his		
""	mother’s gift.		
""			
8	RUNNING HOT, by Jayne Ann Krentz. (Putnam, $25.95.) Two members of the	--	1
""	Arcane Society, dedicated to paranormal research, encounter a group of criminal		
""	sensitives.		
""			
9	THE HOUR I FIRST BELIEVED, by Wally Lamb. (Harper, $29.95.) A man	8	8
""	reconstructs five generations of family history.		
""			
10	THE LUCKY ONE, by Nicholas Sparks. (Grand Central, $24.99.) A marine	7	14
""	returning home sets out to track down the woman whose photo he found in Iraq.		
""			
11	ARCTIC DRIFT, by Clive Cussler and Dirk Cussler. (Putnam, $27.95.) In his 20th	9	6
""	adventure, Dirk Pitt searches for a crucial element that will help reverse global		
""	warming.		
""			
12	JUST AFTER SUNSET, by Stephen King. (Scribner, $28.) Short stories blending	6	8
""	fantasy and psychological realism.		
""			
13	DIVINE JUSTICE, by David Baldacci. (Grand Central, $27.) Members of	10	9
""	Washington’s Camel Club rally to save their leader, who is hiding out in the town		
""	of Divine, Va.		
""			
14	A MERCY, by Toni Morrison. (Knopf, $23.95.) In 17th-century America, a slave	11	8
This	January 18, 2009	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	OUTLIERS, by Malcolm Gladwell. (Little, Brown, $27.99.) Why some people	1	7
""	succeed — it has to do with luck and opportunity — from the author of “Blink” and		
""	“The Tipping Point.”		
""			
2	DEWEY, by Vicki Myron with Bret Witter. (Grand Central, $19.99.) The kitten left	2	16
""	freezing in the returned-book slot of an Iowa public library and his rise to fame.		
""			
3	AMERICAN LION, by Jon Meacham. (Random House, $30.) Andrew Jackson in	3	8
""	the White House, by Newsweek’s editor.		
""			
4	MULTIPLE BLESSINGS, by Jon Gosselin, Kate Gosselin and Beth Carson.	6	11
""	(Zondervan, $19.) A couple has sextuplets.		
""			
5	WHY WE SUCK, by Denis Leary. (Viking, $26.95.) Sardonic essays from the actor	7	7
""	and comedian, currently the co-creator and star of the TV series “Rescue Me.”		
""			
6	A BOLD FRESH PIECE OF HUMANITY, by Bill O’Reilly. (Broadway, $26.) The	4	15
""	Fox News commentator on his upbringing and career.		
""			
7	WISHFUL DRINKING, by Carrie Fisher. (Simon & Schuster, $21.) A memoir	13	4
""	based on Fisher’s one-woman show.		
""			
8	HOT, FLAT, AND CROWDED, by Thomas L. Friedman. (Farrar, Straus & Giroux,	8	17
""	$27.95.) How a green revolution can renew America, by the New York Times		
""	columnist.		
""			
9	TOO FAT TO FISH, by Artie Lange with Anthony Bozza. (Spiegel & Grau, $24.95.)	5	8
""	Humorous memories from the comedian, a member of the cast of “The Howard		
""	Stern Show.”		
""			
10	THE SNOWBALL, by Alice Schroeder. (Bantam, $35.) The life of Warren Buffett.	9	14
""			
11	THE RETURN OF DEPRESSION ECONOMICS AND THE CRISIS OF 2008, by	--	1
""	Paul Krugman. (Norton, $24.95.) This updated edition of a 1999 book by the Nobel		
""	Prize-winning economist discusses the origins of the current financial crisis and		
""	how it can be contained.		
""			
12	THE ASCENT OF MONEY, by Niall Ferguson. (Penguin Press, $29.95.) A	--	4
""	financial history of the world.		
""			
13	ARE YOU THERE, VODKA? IT’S ME, CHELSEA, by Chelsea Handler. (Simon	--	25
""	Spotlight Entertainment, $24.95.) Humorous personal essays from the stand-up		
""	comedian.		
""			
14	DO THE RIGHT THING, by Mike Huckabee. (Sentinel, $25.95.) A campaign	10	7
""	memoir and statement of principles from the former Republican presidential		
""	aspirant.		
