This	July 16, 2000	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE HOUSE ON HOPE STREET, by Danielle Steel. (Delacorte, $19.95.) A	--	1
""	woman with five children must cope with the loss of her husband, who dies on		
""	Christmas Day.		
""			
2	HARRY POTTER AND THE PRISONER OF AZKABAN, by J. K. Rowling.	2	43
""	(Levine/Scholastic, $19.95.) A British boy's life at a school for witchcraft is		
""	threatened.		
""			
3	HARRY POTTER AND THE CHAMBER OF SECRETS, by J. K. Rowling.	5	57
""	(Levine/Scholastic, $17.95.) A British boy finds trouble when he returns to a		
""	witchcraft school.		
""			
4	HARRY POTTER AND THE SORCERER'S STONE, by J. K. Rowling.	7	82
""	(Levine/Scholastic, $16.95.) A British boy finds his fortune attending a school for		
""	witchcraft.		
""			
5	CRADLE AND ALL, by James Patterson. (Little, Brown, $25.95.) A former nun	4	6
""	turned private eye works on a case involving two virgins who become pregnant.		
""			
6	THE INDWELLING, by Tim LaHaye and Jerry B. Jenkins. (Tyndale, $22.99.) The	3	6
""	seventh volume in a series about true believers who confront the Antichrist after		
""	the rapture of the saved.		
""			
7	HEARTBREAKER, by Julie Garwood. (Pocket Books, $24.95.) An F.B.I. agent	--	1
""	tries to prevent his best friend's sister from being killed by a deranged fiend.		
""			
8	HOT SIX, by Janet Evanovich. (St. Martin's, $24.95.) A New Jersey bounty hunter	1	2
""	searches for her mentor, who is the No. 1 suspect in the killing of an arms dealer's		
""	son.		
""			
9	THE BRETHREN, by John Grisham. (Doubleday, $27.95.) Three former judges,	6	22
""	doing time at a federal prison in Florida, concoct a mail scam that goes awry.		
""			
10	THE SEARCH, by Iris Johansen. (Bantam, $24.95.) A woman and her golden	11	4
""	retriever, part of a K-9 rescue team, are forced to participate in a deadly mission.		
""			
11	MIDNIGHT IN RUBY BAYOU, by Elizabeth Lowell. (Morrow, $24.) Faith Donovan,	10	2
""	jeweler to the rich and famous, becomes involved with a dangerous family.		
""			
12	THE VINEYARD, by Barbara Delinsky. (Simon & Schuster, $25.) When the owner	8	4
""	of a vineyard decides to write a memoir, she enlists the help of a younger woman.		
""			
13	THE FIGHTING AGENTS, by W. E. B. Griffin. (Putnam, $25.95.) From the	--	1
""	Philippines to Budapest: the fourth volume in a series about the O.S.S. during		
""	World War II.		
""			
14	LIAR'S GAME, by Eric Jerome Dickey. (Dutton, $23.95.) A Los Angeles couple's	--	1
This	July 16, 2000	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	TUESDAYS WITH MORRIE, by Mitch Albom. (Doubleday, $19.95.) The author	4	143
""	tells of his weekly visits to his old college mentor, who was near death's door.		
""			
2	FLAGS OF OUR FATHERS, by James Bradley with Ron Powers. (Bantam,	1	9
""	$24.95.) The story of the six men who raised the flag at Iwo Jima, by the son of		
""	one of them.		
""			
3	ME TALK PRETTY ONE DAY, by David Sedaris. (Little, Brown, $22.95.) A	6	7
""	"collection of autobiographical comic essays by the author of ""Naked."""		
""			
4	"IN A SUNBURNED COUNTRY, by Bill Bryson. (Broadway, $25.) The author of ""A"	10	4
""	"Walk in the Woods"" reports on his travels through Australia."		
""			
5	IN THE HEART OF THE SEA, by Nathaniel Philbrick. (Viking, $24.95.) An account	2	8
""	of the whaleship Essex, whose disastrous fate in the early 19th century would later		
""	serve as inspiration for Herman Melville.		
""			
6	FROM DAWN TO DECADENCE, by Jacques Barzun. (HarperCollins, $36.) A	7	7
""	survey of 500 years of Western cultural life, from 1500 to the present.		
""			
7	THE GREATEST GENERATION, by Tom Brokaw. (Random House, $24.95.) The	5	83
""	lives of men and women who came of age during the Depression and World War		
""	II.		
""			
8	IT'S NOT ABOUT THE BIKE, by Lance Armstrong with Sally Jenkins. (Putnam,	11	7
""	$24.95.) A memoir by the Tour de France champion and cancer survivor.		
""			
9	PAYNE STEWART, by Tracey Stewart with Ken Abraham. (Broadman & Holman,	9	5
""	$24.99.) A biography of the golfer who died in a plane crash in 1999, by his widow.		
""			
10	KITCHEN CONFIDENTIAL, by Anthony Bourdain. (Bloomsbury, $24.95.) A	14	4
""	memoir-expose by the executive chef at Brasserie Les Halles in New York.		
""			
11	PAPAL SIN, by Garry Wills. (Doubleday, $25.) A chronicle of what the author sees	8	3
""	as the evasions and distortions of the Vatican over the past two centuries.		
""			
12	THE ART OF HAPPINESS, by the Dalai Lama and Howard C. Cutler. (Riverhead,	--	74
""	$22.95.) What Buddhism and common sense tell us about everyday problems.		
""			
13	DUTY, by Bob Greene. (Morrow, $25.) The columnist remembers his father, who	12	4
""	was a soldier in World War II, and tells the story of Paul Tibbets, who piloted the		
""	plane that dropped the atomic bomb on Hiroshima.		
""			
14	DON'T MAKE ME STOP THIS CAR! by Al Roker. (Scribner, $24.) The television	3	3
""	weatherman looks at the joys and perils of fatherhood.		
""			
15	THE GREATEST GENERATION SPEAKS, by Tom Brokaw. (Random House,	13	22
